sample v-GeO2 800K                                           21-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   12237.00       110.6210    
   1.000000       1375.000       37.08099    
   2.000000       1619.000       40.23680    
   3.000000       2009.000       44.82187    
   4.000000       2889.000       53.74942    
   5.000000       3763.000       61.34330    
   6.000000       4583.000       67.69786    
   7.000000       5288.000       72.71864    
   8.000000       5962.000       77.21399    
   9.000000       6011.000       77.53064    
   10.00000       5693.000       75.45197    
   11.00000       5424.000       73.64781    
   12.00000       5096.000       71.38628    
   13.00000       4453.000       66.73080    
   14.00000       4134.000       64.29619    
   15.00000       3820.000       61.80615    
   16.00000       4357.000       66.00758    
   17.00000       4490.000       67.00746    
   18.00000       5241.000       72.39475    
   19.00000       12365.00       111.1980    
   20.00000       6150.000       78.42194    
   21.00000       6625.000       81.39410    
   22.00000       7096.000       84.23776    
   23.00000       8127.000       90.14987    
   24.00000       24655.00       157.0191    
   25.00000       44900.00       211.8962    
   26.00000       49795.00       223.1479    
   27.00000       52464.00       229.0502    
   28.00000       54395.00       233.2274    
   29.00000       52991.00       230.1977    
   30.00000       46974.00       216.7349    
   31.00000       47596.00       218.1651    
   32.00000       52554.00       229.2466    
   33.00000       56759.00       238.2415    
   34.00000       55030.00       234.5847    
   35.00000       53897.00       232.1573    
   36.00000       59881.00       244.7059    
   37.00000       58459.00       241.7830    
   38.00000       56165.00       236.9916    
   39.00000       52618.00       229.3861    
   40.00000       61147.00       247.2792    
   41.00000       59059.00       243.0206    
   42.00000       59527.00       243.9816    
   43.00000       60904.00       246.7874    
   44.00000       62942.00       250.8824    
   45.00000       63354.00       251.7022    
   46.00000       62391.00       249.7819    
   47.00000       61981.00       248.9598    
   48.00000       61305.00       247.5985    
   49.00000       65195.00       255.3331    
   50.00000       60015.00       244.9796    
   51.00000       63685.00       252.3589    
   52.00000       71410.00       267.2265    
   53.00000       69273.00       263.1976    
   54.00000       71931.00       268.1996    
   55.00000       73189.00       270.5347    
   56.00000       74833.00       273.5562    
   57.00000       76597.00       276.7616    
   58.00000       77862.00       279.0376    
   59.00000       69872.00       264.3331    
   60.00000       84409.00       290.5323    
   61.00000       86882.00       294.7575    
   62.00000       94832.00       307.9481    
   63.00000       94744.00       307.8051    
   64.00000       96366.00       310.4287    
   65.00000       97379.00       312.0561    
   66.00000       96057.00       309.9306    
   67.00000       93221.00       305.3211    
   68.00000       91780.00       302.9521    
   69.00000       98655.00       314.0939    
   70.00000       89721.00       299.5346    
   71.00000       86407.00       293.9507    
   72.00000       87306.00       295.4759    
   73.00000       84475.00       290.6458    
   74.00000       87188.00       295.2762    
   75.00000       81299.00       285.1298    
   76.00000       81704.00       285.8391    
