sample v-GeO2 800K                                           20-11-07  1874.449K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   11398.00       106.7614    
   1.000000       1300.000       36.05551    
   2.000000       1538.000       39.21734    
   3.000000       1853.000       43.04649    
   4.000000       2697.000       51.93265    
   5.000000       3622.000       60.18306    
   6.000000       4294.000       65.52862    
   7.000000       5124.000       71.58212    
   8.000000       5242.000       72.40166    
   9.000000       5699.000       75.49172    
   10.00000       5352.000       73.15736    
   11.00000       5119.000       71.54719    
   12.00000       4741.000       68.85492    
   13.00000       4046.000       63.60818    
   14.00000       3876.000       62.25753    
   15.00000       3666.000       60.54750    
   16.00000       4073.000       63.82006    
   17.00000       4086.000       63.92183    
   18.00000       4730.000       68.77499    
   19.00000       11269.00       106.1555    
   20.00000       5751.000       75.83535    
   21.00000       6225.000       78.89867    
   22.00000       6648.000       81.53527    
   23.00000       7742.000       87.98863    
   24.00000       22993.00       151.6344    
   25.00000       42489.00       206.1286    
   26.00000       46634.00       215.9491    
   27.00000       49350.00       222.1486    
   28.00000       50896.00       225.6014    
   29.00000       50113.00       223.8593    
   30.00000       43740.00       209.1411    
   31.00000       44028.00       209.8285    
   32.00000       49219.00       221.8536    
   33.00000       53073.00       230.3758    
   34.00000       51977.00       227.9846    
   35.00000       51094.00       226.0398    
   36.00000       55008.00       234.5378    
   37.00000       55090.00       234.7126    
   38.00000       52185.00       228.4404    
   39.00000       49039.00       221.4475    
   40.00000       57165.00       239.0920    
   41.00000       55192.00       234.9298    
   42.00000       55881.00       236.3916    
   43.00000       57006.00       238.7593    
   44.00000       58662.00       242.2024    
   45.00000       59413.00       243.7478    
   46.00000       58082.00       241.0021    
   47.00000       57485.00       239.7603    
   48.00000       57698.00       240.2041    
   49.00000       61146.00       247.2772    
   50.00000       55732.00       236.0763    
   51.00000       59507.00       243.9406    
   52.00000       66228.00       257.3480    
   53.00000       64343.00       253.6592    
   54.00000       66936.00       258.7199    
   55.00000       68406.00       261.5454    
   56.00000       69801.00       264.1988    
   57.00000       71543.00       267.4752    
   58.00000       72205.00       268.7099    
   59.00000       64318.00       253.6099    
   60.00000       79172.00       281.3752    
   61.00000       81523.00       285.5223    
   62.00000       89345.00       298.9063    
   63.00000       89108.00       298.5096    
   64.00000       90043.00       300.0717    
   65.00000       91750.00       302.9026    
   66.00000       90413.00       300.6875    
   67.00000       88088.00       296.7962    
   68.00000       85634.00       292.6329    
   69.00000       92798.00       304.6277    
   70.00000       83907.00       289.6671    
   71.00000       81462.00       285.4155    
   72.00000       81554.00       285.5766    
   73.00000       78621.00       280.3944    
   74.00000       81443.00       285.3822    
   75.00000       76241.00       276.1177    
   76.00000       76443.00       276.4833    
