sample v-GeO2 700K                                           19-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   12102.00       110.0091    
   1.000000       1432.000       37.84177    
   2.000000       1664.000       40.79216    
   3.000000       1978.000       44.47471    
   4.000000       2795.000       52.86776    
   5.000000       3845.000       62.00806    
   6.000000       4578.000       67.66092    
   7.000000       5346.000       73.11635    
   8.000000       5868.000       76.60287    
   9.000000       6032.000       77.66595    
   10.00000       5713.000       75.58439    
   11.00000       5324.000       72.96574    
   12.00000       5165.000       71.86794    
   13.00000       4485.000       66.97015    
   14.00000       4125.000       64.22617    
   15.00000       3869.000       62.20129    
   16.00000       4233.000       65.06151    
   17.00000       4440.000       66.63332    
   18.00000       5162.000       71.84706    
   19.00000       12289.00       110.8558    
   20.00000       6020.000       77.58866    
   21.00000       6643.000       81.50460    
   22.00000       6929.000       83.24062    
   23.00000       8124.000       90.13323    
   24.00000       24646.00       156.9904    
   25.00000       45394.00       213.0587    
   26.00000       50231.00       224.1227    
   27.00000       53388.00       231.0584    
   28.00000       54952.00       234.4184    
   29.00000       53910.00       232.1853    
   30.00000       47398.00       217.7108    
   31.00000       47728.00       218.4674    
   32.00000       53570.00       231.4519    
   33.00000       57012.00       238.7719    
   34.00000       55782.00       236.1821    
   35.00000       54607.00       233.6814    
   36.00000       59944.00       244.8346    
   37.00000       59207.00       243.3249    
   38.00000       56702.00       238.1218    
   39.00000       52674.00       229.5082    
   40.00000       61617.00       248.2277    
   41.00000       59621.00       244.1741    
   42.00000       60351.00       245.6644    
   43.00000       61703.00       248.4009    
   44.00000       63195.00       251.3862    
   45.00000       64195.00       253.3673    
   46.00000       63264.00       251.5234    
   47.00000       63018.00       251.0339    
   48.00000       62334.00       249.6678    
   49.00000       66563.00       257.9980    
   50.00000       60160.00       245.2754    
   51.00000       64118.00       253.2153    
   52.00000       71868.00       268.0821    
   53.00000       70079.00       264.7244    
   54.00000       72765.00       269.7499    
   55.00000       73625.00       271.3393    
   56.00000       75548.00       274.8600    
   57.00000       76754.00       277.0451    
   58.00000       77099.00       277.6671    
   59.00000       69436.00       263.5071    
   60.00000       84480.00       290.6544    
   61.00000       86460.00       294.0408    
   62.00000       93300.00       305.4505    
   63.00000       93268.00       305.3981    
   64.00000       94199.00       306.9185    
   65.00000       95538.00       309.0922    
   66.00000       95200.00       308.5450    
   67.00000       92807.00       304.6424    
   68.00000       90211.00       300.3515    
   69.00000       97979.00       313.0160    
   70.00000       88929.00       298.2097    
   71.00000       85526.00       292.4483    
   72.00000       87057.00       295.0542    
   73.00000       83959.00       289.7568    
   74.00000       86963.00       294.8949    
   75.00000       81469.00       285.4277    
   76.00000       81713.00       285.8549    
