sample v-GeO2 1400K                                          24-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   10313.00       101.5529    
   1.000000       1297.000       36.01389    
   2.000000       1610.000       40.12481    
   3.000000       1883.000       43.39355    
   4.000000       2744.000       52.38320    
   5.000000       3653.000       60.44005    
   6.000000       4325.000       65.76473    
   7.000000       5145.000       71.72865    
   8.000000       5263.000       72.54654    
   9.000000       5649.000       75.15983    
   10.00000       5016.000       70.82372    
   11.00000       4994.000       70.66824    
   12.00000       4620.000       67.97058    
   13.00000       4186.000       64.69930    
   14.00000       3814.000       61.75759    
   15.00000       3677.000       60.63827    
   16.00000       3999.000       63.23765    
   17.00000       4157.000       64.47480    
   18.00000       4691.000       68.49088    
   19.00000       10977.00       104.7712    
   20.00000       5788.000       76.07890    
   21.00000       6359.000       79.74334    
   22.00000       6573.000       81.07404    
   23.00000       7910.000       88.93818    
   24.00000       24782.00       157.4230    
   25.00000       44165.00       210.1547    
   26.00000       48268.00       219.6998    
   27.00000       52447.00       229.0131    
   28.00000       53478.00       231.2531    
   29.00000       53168.00       230.5819    
   30.00000       45291.00       212.8168    
   31.00000       47003.00       216.8018    
   32.00000       51885.00       227.7828    
   33.00000       55878.00       236.3853    
   34.00000       53937.00       232.2434    
   35.00000       53317.00       230.9047    
   36.00000       58411.00       241.6837    
   37.00000       58184.00       241.2136    
   38.00000       54282.00       232.9850    
   39.00000       50609.00       224.9644    
   40.00000       60367.00       245.6970    
   41.00000       58259.00       241.3690    
   42.00000       58204.00       241.2551    
   43.00000       61351.00       247.6913    
   44.00000       61880.00       248.7569    
   45.00000       63041.00       251.0797    
   46.00000       60734.00       246.4427    
   47.00000       61253.00       247.4934    
   48.00000       60405.00       245.7743    
   49.00000       64052.00       253.0850    
   50.00000       56579.00       237.8634    
   51.00000       60884.00       246.7468    
   52.00000       67641.00       260.0788    
   53.00000       65458.00       255.8476    
   54.00000       66318.00       257.5228    
   55.00000       69082.00       262.8345    
   56.00000       67961.00       260.6933    
   57.00000       68318.00       261.3771    
   58.00000       66869.00       258.5904    
   59.00000       56524.00       237.7478    
   60.00000       72019.00       268.3636    
   61.00000       73485.00       271.0812    
   62.00000       78667.00       280.4764    
   63.00000       79301.00       281.6043    
   64.00000       79352.00       281.6949    
   65.00000       79755.00       282.4093    
   66.00000       79290.00       281.5848    
   67.00000       78292.00       279.8071    
   68.00000       76718.00       276.9801    
   69.00000       84222.00       290.2103    
   70.00000       73672.00       271.4259    
   71.00000       74022.00       272.0699    
   72.00000       74810.00       273.5142    
   73.00000       73531.00       271.1660    
   74.00000       76166.00       275.9819    
   75.00000       74076.00       272.1691    
   76.00000       73863.00       271.7775    
