sample v-GeO2 1300K x3                                       25-11-07   500.000K
   77.00000       17817.00       133.4803    
   78.00000       16527.00       128.5574    
   79.00000       14132.00       118.8781    
   80.00000       17678.00       132.9586    
   81.00000       17529.00       132.3971    
   82.00000       17626.00       132.7629    
   83.00000       17800.00       133.4166    
   84.00000       17636.00       132.8006    
   85.00000       17887.00       133.7423    
   86.00000       16864.00       129.8615    
   87.00000       17267.00       131.4040    
   88.00000       17592.00       132.6348    
   89.00000       18354.00       135.4769    
   90.00000       16426.00       128.1640    
   91.00000       16758.00       129.4527    
   92.00000       17039.00       130.5335    
   93.00000       16946.00       130.1768    
   94.00000       17217.00       131.2136    
   95.00000       17466.00       132.1590    
   96.00000       17994.00       134.1417    
   97.00000       18422.00       135.7277    
   98.00000       17462.00       132.1439    
   99.00000       15896.00       126.0793    
   100.0000       16794.00       129.5917    
   101.0000       17288.00       131.4838    
   102.0000       17671.00       132.9323    
   103.0000       18722.00       136.8284    
   104.0000       19106.00       138.2245    
   105.0000       18921.00       137.5536    
   106.0000       18463.00       135.8786    
   107.0000       19953.00       141.2551    
   108.0000       20452.00       143.0105    
   109.0000       22192.00       148.9698    
   110.0000       19754.00       140.5489    
   111.0000       20231.00       142.2357    
   112.0000       18965.00       137.7135    
   113.0000       17648.00       132.8458    
   114.0000       17712.00       133.0864    
   115.0000       17587.00       132.6160    
   116.0000       17982.00       134.0970    
   117.0000       17300.00       131.5295    
   118.0000       15840.00       125.8571    
   119.0000       14033.00       118.4610    
   120.0000       18586.00       136.3305    
   121.0000       17394.00       131.8863    
   122.0000       18607.00       136.4075    
   123.0000       19194.00       138.5424    
   124.0000       19257.00       138.7696    
   125.0000       19367.00       139.1654    
   126.0000       19298.00       138.9172    
   127.0000       18661.00       136.6053    
   128.0000       17117.00       130.8320    
   129.0000       18916.00       137.5354    
   130.0000       17036.00       130.5220    
   131.0000       17834.00       133.5440    
   132.0000       18544.00       136.1764    
   133.0000       18055.00       134.3689    
   134.0000       18442.00       135.8013    
   135.0000       18201.00       134.9111    
   136.0000       18960.00       137.6953    
   137.0000       19150.00       138.3835    
   138.0000       17958.00       134.0075    
   139.0000       18452.00       135.8381    
   140.0000       17616.00       132.7253    
   141.0000       17898.00       133.7834    
   142.0000       18461.00       135.8713    
   143.0000       19491.00       139.6102    
   144.0000       19552.00       139.8285    
   145.0000       19718.00       140.4208    
   146.0000       19424.00       139.3700    
   147.0000       20311.00       142.5167    
   148.0000       19674.00       140.2640    
   149.0000       20545.00       143.3353    
   150.0000       18877.00       137.3936    
   151.0000       20009.00       141.4532    
   152.0000       20762.00       144.0903    
   153.0000       20120.00       141.8450    
   154.0000       20108.00       141.8027    
   155.0000       19555.00       139.8392    
   156.0000       20580.00       143.4573    
   157.0000       21494.00       146.6083    
   158.0000       20465.00       143.0559    
   159.0000       15257.00       123.5192    
   160.0000       23361.00       152.8431    
   161.0000       23019.00       151.7201    
   162.0000       23499.00       153.2938    
   163.0000       22986.00       151.6113    
   164.0000       23025.00       151.7399    
   165.0000       22843.00       151.1390    
   166.0000       22126.00       148.7481    
   167.0000       22111.00       148.6977    
   168.0000       21288.00       145.9041    
   169.0000       22827.00       151.0861    
   170.0000       21535.00       146.7481    
   171.0000       21720.00       147.3771    
   172.0000       22535.00       150.1166    
   173.0000       20767.00       144.1076    
   174.0000       20787.00       144.1770    
   175.0000       21852.00       147.8242    
   176.0000       22239.00       149.1275    
   177.0000       21301.00       145.9486    
   178.0000       20600.00       143.5270    
   179.0000       19920.00       141.1382    
   180.0000       22046.00       148.4790    
   181.0000       21357.00       146.1404    
   182.0000       21650.00       147.1394    
   183.0000       22186.00       148.9497    
   184.0000       22237.00       149.1208    
   185.0000       21948.00       148.1486    
   186.0000       20991.00       144.8827    
   187.0000       20702.00       143.8819    
   188.0000       19843.00       140.8652    
   189.0000       21077.00       145.1792    
   190.0000       19562.00       139.8642    
   191.0000       19302.00       138.9316    
   192.0000       19497.00       139.6317    
   193.0000       18645.00       136.5467    
   194.0000       18517.00       136.0772    
   195.0000       18808.00       137.1423    
   196.0000       18502.00       136.0221    
   197.0000       18303.00       135.2886    
   198.0000       18292.00       135.2479    
   199.0000       18483.00       135.9522    
   200.0000       16878.00       129.9154    
   201.0000       17211.00       131.1907    
   202.0000       17901.00       133.7946    
   203.0000       18412.00       135.6908    
   204.0000       17821.00       133.4953    
   205.0000       17921.00       133.8693    
   206.0000       17779.00       133.3379    
   207.0000       18193.00       134.8814    
   208.0000       18119.00       134.6068    
   209.0000       18573.00       136.2828    
   210.0000       16449.00       128.2537    
   211.0000       17070.00       130.6522    
   212.0000       18217.00       134.9704    
   213.0000       17666.00       132.9135    
   214.0000       17214.00       131.2021    
   215.0000       17012.00       130.4301    
   216.0000       17660.00       132.8909    
   217.0000       17812.00       133.4616    
   218.0000       16648.00       129.0271    
   219.0000       15954.00       126.3091    
   220.0000       18684.00       136.6894    
   221.0000       17583.00       132.6009    
   222.0000       17876.00       133.7012    
   223.0000       17946.00       133.9627    
   224.0000       17768.00       133.2967    
   225.0000       17434.00       132.0379    
   226.0000       17632.00       132.7855    
   227.0000       17851.00       133.6076    
   228.0000       17477.00       132.2006    
   229.0000       18715.00       136.8028    
   230.0000       16361.00       127.9101    
   231.0000       17232.00       131.2707    
   232.0000       17865.00       133.6600    
   233.0000       17451.00       132.1022    
   234.0000       17708.00       133.0714    
   235.0000       17892.00       133.7610    
   236.0000       18181.00       134.8369    
   237.0000       17718.00       133.1090    
   238.0000       17597.00       132.6537    
   239.0000       15860.00       125.9365    
   240.0000       18544.00       136.1764    
   241.0000       17990.00       134.1268    
   242.0000       18883.00       137.4154    
   243.0000       18383.00       135.5839    
   244.0000       18202.00       134.9148    
   245.0000       19171.00       138.4594    
   246.0000       18309.00       135.3108    
   247.0000       18906.00       137.4991    
   248.0000       18311.00       135.3181    
   249.0000       19514.00       139.6925    
   250.0000       17473.00       132.1855    
   251.0000       18110.00       134.5734    
   252.0000       18764.00       136.9818    
   253.0000       18364.00       135.5138    
   254.0000       18593.00       136.3562    
   255.0000       18229.00       135.0148    
   256.0000       18527.00       136.1139    
   257.0000       18576.00       136.2938    
   258.0000       17346.00       131.7042    
   259.0000       15844.00       125.8730    
   260.0000       19338.00       139.0611    
   261.0000       19098.00       138.1955    
   262.0000       18554.00       136.2131    
   263.0000       18817.00       137.1751    
   264.0000       19002.00       137.8477    
   265.0000       19108.00       138.2317    
   266.0000       19170.00       138.4558    
   267.0000       19862.00       140.9326    
   268.0000       19237.00       138.6975    
   269.0000       20481.00       143.1118    
   270.0000       18699.00       136.7443    
   271.0000       18523.00       136.0992    
   272.0000       19854.00       140.9042    
   273.0000       19343.00       139.0791    
   274.0000       19269.00       138.8128    
   275.0000       19205.00       138.5821    
   276.0000       19703.00       140.3674    
   277.0000       19266.00       138.8020    
   278.0000       18516.00       136.0735    
   279.0000       15960.00       126.3329    
   280.0000       19871.00       140.9645    
   281.0000       19224.00       138.6506    
   282.0000       19698.00       140.3496    
   283.0000       19823.00       140.7942    
   284.0000       19190.00       138.5280    
   285.0000       19180.00       138.4919    
   286.0000       19238.00       138.7011    
   287.0000       19611.00       140.0393    
   288.0000       18953.00       137.6699    
   289.0000       20124.00       141.8591    
   290.0000       18420.00       135.7203    
   291.0000       19045.00       138.0036    
   292.0000       19315.00       138.9784    
   293.0000       18586.00       136.3305    
   294.0000       18576.00       136.2938    
   295.0000       19037.00       137.9746    
   296.0000       19161.00       138.4233    
   297.0000       18834.00       137.2370    
   298.0000       17998.00       134.1566    
   299.0000       17709.00       133.0752    
   300.0000       19765.00       140.5880    
   301.0000       18456.00       135.8529    
   302.0000       19081.00       138.1340    
   303.0000       18814.00       137.1641    
   304.0000       18517.00       136.0772    
   305.0000       18913.00       137.5245    
   306.0000       18728.00       136.8503    
   307.0000       18638.00       136.5211    
   308.0000       18533.00       136.1360    
   309.0000       19724.00       140.4422    
   310.0000       17811.00       133.4579    
   311.0000       18752.00       136.9379    
   312.0000       18927.00       137.5754    
   313.0000       18376.00       135.5581    
   314.0000       18383.00       135.5839    
   315.0000       17911.00       133.8320    
   316.0000       18324.00       135.3662    
   317.0000       18707.00       136.7735    
   318.0000       17799.00       133.4129    
   319.0000       16203.00       127.2910    
   320.0000       17132.00       130.8893    
   321.0000       17377.00       131.8219    
   322.0000       18385.00       135.5913    
   323.0000       18361.00       135.5028    
   324.0000       18076.00       134.4470    
   325.0000       18314.00       135.3292    
   326.0000       18070.00       134.4247    
   327.0000       18205.00       134.9259    
   328.0000       17362.00       131.7649    
   329.0000       18623.00       136.4661    
   330.0000       17392.00       131.8787    
   331.0000       17363.00       131.7687    
   332.0000       18014.00       134.2162    
   333.0000       17445.00       132.0795    
   334.0000       17580.00       132.5896    
   335.0000       17534.00       132.4160    
   336.0000       17362.00       131.7649    
   337.0000       17540.00       132.4387    
   338.0000       17218.00       131.2174    
   339.0000       16581.00       128.7672    
   340.0000       18268.00       135.1592    
   341.0000       17418.00       131.9773    
   342.0000       18024.00       134.2535    
   343.0000       18259.00       135.1259    
   344.0000       18528.00       136.1176    
   345.0000       18952.00       137.6663    
   346.0000       17935.00       133.9216    
   347.0000       18262.00       135.1370    
   348.0000       18129.00       134.6440    
   349.0000       19112.00       138.2462    
   350.0000       17273.00       131.4268    
   351.0000       17834.00       133.5440    
   352.0000       18497.00       136.0037    
   353.0000       17955.00       133.9963    
   354.0000       17779.00       133.3379    
   355.0000       17986.00       134.1119    
   356.0000       18684.00       136.6894    
   357.0000       18438.00       135.7866    
   358.0000       18018.00       134.2311    
   359.0000       19345.00       139.0863    
   360.0000       18684.00       136.6894    
   361.0000       17861.00       133.6451    
   362.0000       17914.00       133.8432    
   363.0000       18569.00       136.2681    
   364.0000       18389.00       135.6060    
   365.0000       18334.00       135.4031    
   366.0000       18129.00       134.6440    
   367.0000       18644.00       136.5430    
   368.0000       17851.00       133.6076    
   369.0000       19328.00       139.0252    
   370.0000       16889.00       129.9577    
   371.0000       17379.00       131.8294    
   372.0000       18845.00       137.2771    
   373.0000       17918.00       133.8581    
   374.0000       17771.00       133.3079    
   375.0000       18136.00       134.6700    
   376.0000       18172.00       134.8036    
   377.0000       18314.00       135.3292    
   378.0000       17333.00       131.6548    
   379.0000       16799.00       129.6110    
   380.0000       18564.00       136.2498    
   381.0000       16749.00       129.4179    
   382.0000       17884.00       133.7311    
   383.0000       18426.00       135.7424    
   384.0000       18256.00       135.1148    
   385.0000       18551.00       136.2021    
   386.0000       18118.00       134.6031    
   387.0000       18680.00       136.6748    
   388.0000       18099.00       134.5325    
   389.0000       19412.00       139.3270    
   390.0000       17596.00       132.6499    
   391.0000       18260.00       135.1296    
   392.0000       18390.00       135.6097    
   393.0000       17482.00       132.2195    
   394.0000       18585.00       136.3268    
   395.0000       18552.00       136.2057    
   396.0000       18723.00       136.8320    
   397.0000       18554.00       136.2131    
   398.0000       18044.00       134.3280    
   399.0000       18879.00       137.4009    
   400.0000       18754.00       136.9453    
   401.0000       18507.00       136.0404    
   402.0000       18438.00       135.7866    
   403.0000       18571.00       136.2755    
   404.0000       18965.00       137.7135    
   405.0000       19584.00       139.9428    
   406.0000       18773.00       137.0146    
   407.0000       18490.00       135.9779    
   408.0000       18014.00       134.2162    
   409.0000       19053.00       138.0326    
   410.0000       17142.00       130.9275    
   411.0000       18436.00       135.7792    
   412.0000       18952.00       137.6663    
   413.0000       18149.00       134.7182    
   414.0000       18527.00       136.1139    
   415.0000       18346.00       135.4474    
   416.0000       18615.00       136.4368    
   417.0000       18251.00       135.0963    
   418.0000       17388.00       131.8636    
   419.0000       16896.00       129.9846    
   420.0000       18891.00       137.4445    
   421.0000       18345.00       135.4437    
   422.0000       19041.00       137.9891    
   423.0000       18920.00       137.5500    
   424.0000       18231.00       135.0222    
   425.0000       18888.00       137.4336    
   426.0000       18843.00       137.2698    
   427.0000       19420.00       139.3557    
   428.0000       18302.00       135.2849    
   429.0000       19653.00       140.1892    
   430.0000       17809.00       133.4504    
   431.0000       18218.00       134.9741    
   432.0000       19083.00       138.1412    
   433.0000       18286.00       135.2257    
   434.0000       18621.00       136.4588    
   435.0000       18615.00       136.4368    
   436.0000       18307.00       135.3034    
   437.0000       18599.00       136.3781    
   438.0000       18265.00       135.1481    
   439.0000       17855.00       133.6226    
   440.0000       19139.00       138.3438    
   441.0000       18458.00       135.8602    
   442.0000       18289.00       135.2368    
   443.0000       18004.00       134.1790    
   444.0000       18125.00       134.6291    
   445.0000       18892.00       137.4482    
   446.0000       18493.00       135.9890    
   447.0000       18679.00       136.6711    
   448.0000       18033.00       134.2870    
   449.0000       19415.00       139.3377    
   450.0000       17801.00       133.4204    
   451.0000       18301.00       135.2812    
   452.0000       18595.00       136.3635    
   453.0000       17859.00       133.6376    
   454.0000       17916.00       133.8507    
   455.0000       17978.00       134.0821    
   456.0000       18490.00       135.9779    
   457.0000       18154.00       134.7368    
   458.0000       18032.00       134.2833    
   459.0000       16780.00       129.5376    
   460.0000       21031.00       145.0207    
   461.0000       17926.00       133.8880    
   462.0000       17987.00       134.1156    
   463.0000       18516.00       136.0735    
   464.0000       18676.00       136.6602    
   465.0000       18816.00       137.1714    
   466.0000       17978.00       134.0821    
   467.0000       18927.00       137.5754    
   468.0000       17919.00       133.8619    
   469.0000       19488.00       139.5994    
   470.0000       18307.00       135.3034    
   471.0000       18156.00       134.7442    
   472.0000       18081.00       134.4656    
   473.0000       18150.00       134.7219    
   474.0000       18012.00       134.2088    
   475.0000       18012.00       134.2088    
   476.0000       18757.00       136.9562    
   477.0000       18268.00       135.1592    
   478.0000       17977.00       134.0783    
   479.0000       18589.00       136.3415    
   480.0000       16682.00       129.1588    
   481.0000       18374.00       135.5507    
   482.0000       18639.00       136.5247    
   483.0000       18313.00       135.3255    
   484.0000       17772.00       133.3117    
   485.0000       17927.00       133.8918    
   486.0000       18323.00       135.3625    
   487.0000       18658.00       136.5943    
   488.0000       17915.00       133.8469    
   489.0000       19366.00       139.1618    
   490.0000       17482.00       132.2195    
   491.0000       17540.00       132.4387    
   492.0000       18370.00       135.5360    
   493.0000       17786.00       133.3642    
   494.0000       18051.00       134.3540    
   495.0000       17994.00       134.1417    
   496.0000       18513.00       136.0625    
   497.0000       18778.00       137.0328    
   498.0000       17924.00       133.8805    
   499.0000       18129.00       134.6440    
   500.0000       17781.00       133.3454    
   501.0000       17777.00       133.3304    
   502.0000       17863.00       133.6525    
   503.0000       17567.00       132.5406    
   504.0000       18230.00       135.0185    
   505.0000       18748.00       136.9233    
   506.0000       18135.00       134.6663    
   507.0000       18594.00       136.3598    
   508.0000       17966.00       134.0373    
   509.0000       19163.00       138.4305    
   510.0000       17055.00       130.5948    
   511.0000       18200.00       134.9074    
   512.0000       18474.00       135.9191    
   513.0000       17698.00       133.0338    
   514.0000       18183.00       134.8444    
   515.0000       17928.00       133.8955    
   516.0000       18549.00       136.1947    
   517.0000       18727.00       136.8466    
   518.0000       17970.00       134.0522    
   519.0000       18580.00       136.3085    
   520.0000       19339.00       139.0647    
   521.0000       17750.00       133.2291    
   522.0000       17922.00       133.8731    
   523.0000       18278.00       135.1962    
   524.0000       17906.00       133.8133    
   525.0000       18303.00       135.2886    
   526.0000       18081.00       134.4656    
   527.0000       18840.00       137.2589    
   528.0000       17702.00       133.0489    
   529.0000       19479.00       139.5672    
   530.0000       17545.00       132.4575    
   531.0000       18237.00       135.0444    
   532.0000       18491.00       135.9816    
   533.0000       18368.00       135.5286    
   534.0000       17867.00       133.6675    
   535.0000       17923.00       133.8768    
   536.0000       19108.00       138.2317    
   537.0000       18911.00       137.5173    
   538.0000       17586.00       132.6122    
   539.0000       18011.00       134.2051    
   540.0000       18989.00       137.8006    
   541.0000       17746.00       133.2141    
   542.0000       18176.00       134.8184    
   543.0000       18757.00       136.9562    
   544.0000       18560.00       136.2351    
   545.0000       18188.00       134.8629    
   546.0000       18310.00       135.3145    
   547.0000       18922.00       137.5573    
   548.0000       18183.00       134.8444    
   549.0000       19541.00       139.7891    
   550.0000       18037.00       134.3019    
   551.0000       18213.00       134.9556    
   552.0000       18572.00       136.2791    
   553.0000       18372.00       135.5434    
   554.0000       18297.00       135.2664    
   555.0000       18440.00       135.7940    
   556.0000       18781.00       137.0438    
   557.0000       18627.00       136.4808    
   558.0000       17721.00       133.1202    
   559.0000       16295.00       127.6519    
   560.0000       17848.00       133.5964    
   561.0000       17956.00       134.0000    
   562.0000       17954.00       133.9925    
   563.0000       18317.00       135.3403    
   564.0000       18195.00       134.8888    
   565.0000       18663.00       136.6126    
   566.0000       18411.00       135.6871    
   567.0000       18681.00       136.6785    
   568.0000       17658.00       132.8834    
   569.0000       19073.00       138.1050    
   570.0000       16916.00       130.0615    
   571.0000       17381.00       131.8370    
   572.0000       18554.00       136.2131    
   573.0000       17902.00       133.7984    
   574.0000       18194.00       134.8851    
   575.0000       17508.00       132.3178    
   576.0000       18149.00       134.7182    
   577.0000       18136.00       134.6700    
   578.0000       17248.00       131.3316    
   579.0000       14114.00       118.8024    
   580.0000       17520.00       132.3631    
   581.0000       17729.00       133.1503    
   582.0000       17681.00       132.9699    
   583.0000       18123.00       134.6217    
   584.0000       17977.00       134.0783    
   585.0000       17891.00       133.7572    
   586.0000       17471.00       132.1779    
   587.0000       18208.00       134.9370    
   588.0000       17371.00       131.7991    
   589.0000       18633.00       136.5027    
   590.0000       16617.00       128.9069    
   591.0000       16508.00       128.4835    
   592.0000       17539.00       132.4349    
   593.0000       16372.00       127.9531    
   594.0000       16570.00       128.7245    
   595.0000       17015.00       130.4416    
   596.0000       17451.00       132.1022    
   597.0000       16309.00       127.7067    
   598.0000       16251.00       127.4794    
   599.0000       15540.00       124.6595    
   600.0000       17366.00       131.7801    
   601.0000       16107.00       126.9134    
   602.0000       16284.00       127.6088    
   603.0000       16995.00       130.3649    
   604.0000       16715.00       129.2865    
   605.0000       16496.00       128.4368    
   606.0000       15910.00       126.1348    
   607.0000       16272.00       127.5618    
   608.0000       16378.00       127.9766    
   609.0000       16879.00       129.9192    
   610.0000       15684.00       125.2358    
   611.0000       15892.00       126.0635    
   612.0000       16107.00       126.9134    
   613.0000       15507.00       124.5271    
   614.0000       15680.00       125.2198    
   615.0000       15560.00       124.7397    
   616.0000       15698.00       125.2917    
   617.0000       15646.00       125.0840    
   618.0000       18009.00       134.1976    
   619.0000       18545.00       136.1800    
   620.0000       22068.00       148.5530    
   621.0000       18559.00       136.2314    
   622.0000       18658.00       136.5943    
   623.0000       19060.00       138.0580    
   624.0000       18579.00       136.3048    
   625.0000       18959.00       137.6917    
   626.0000       18747.00       136.9197    
   627.0000       19134.00       138.3257    
   628.0000       18165.00       134.7776    
   629.0000       19106.00       138.2245    
   630.0000       17407.00       131.9356    
   631.0000       17862.00       133.6488    
   632.0000       18701.00       136.7516    
   633.0000       17636.00       132.8006    
   634.0000       17777.00       133.3304    
   635.0000       17708.00       133.0714    
   636.0000       18375.00       135.5544    
   637.0000       18175.00       134.8147    
   638.0000       18214.00       134.9593    
   639.0000       18007.00       134.1902    
