sample v-GeO2 700K                                           19-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   12202.00       110.4627    
   1.000000       1383.000       37.18871    
   2.000000       1631.000       40.38564    
   3.000000       2058.000       45.36518    
   4.000000       2818.000       53.08484    
   5.000000       3932.000       62.70566    
   6.000000       4494.000       67.03730    
   7.000000       5449.000       73.81734    
   8.000000       5647.000       75.14652    
   9.000000       6014.000       77.54998    
   10.00000       5589.000       74.75961    
   11.00000       5466.000       73.93240    
   12.00000       4879.000       69.84984    
   13.00000       4395.000       66.29480    
   14.00000       4110.000       64.10928    
   15.00000       3886.000       62.33779    
   16.00000       4199.000       64.79969    
   17.00000       4430.000       66.55824    
   18.00000       5248.000       72.44308    
   19.00000       12303.00       110.9189    
   20.00000       6115.000       78.19846    
   21.00000       6718.000       81.96341    
   22.00000       7153.000       84.57541    
   23.00000       8248.000       90.81850    
   24.00000       24883.00       157.7435    
   25.00000       45007.00       212.1485    
   26.00000       50020.00       223.6515    
   27.00000       53069.00       230.3671    
   28.00000       54955.00       234.4248    
   29.00000       53831.00       232.0151    
   30.00000       47032.00       216.8686    
   31.00000       47461.00       217.8555    
   32.00000       53662.00       231.6506    
   33.00000       57154.00       239.0690    
   34.00000       55864.00       236.3557    
   35.00000       54528.00       233.5123    
   36.00000       59911.00       244.7672    
   37.00000       59513.00       243.9529    
   38.00000       56687.00       238.0903    
   39.00000       53459.00       231.2120    
   40.00000       61395.00       247.7802    
   41.00000       59577.00       244.0840    
   42.00000       60291.00       245.5423    
   43.00000       61304.00       247.5965    
   44.00000       63295.00       251.5850    
   45.00000       64483.00       253.9350    
   46.00000       63134.00       251.2648    
   47.00000       62440.00       249.8800    
   48.00000       61826.00       248.6483    
   49.00000       66401.00       257.6839    
   50.00000       60285.00       245.5300    
   51.00000       63751.00       252.4896    
   52.00000       72445.00       269.1561    
   53.00000       69939.00       264.4598    
   54.00000       72239.00       268.7731    
   55.00000       73224.00       270.5993    
   56.00000       75087.00       274.0201    
   57.00000       76652.00       276.8610    
   58.00000       77596.00       278.5606    
   59.00000       69584.00       263.7878    
   60.00000       84275.00       290.3016    
   61.00000       85932.00       293.1416    
   62.00000       93619.00       305.9722    
   63.00000       94149.00       306.8371    
   64.00000       93940.00       306.4963    
   65.00000       96548.00       310.7217    
   66.00000       95078.00       308.3472    
   67.00000       92559.00       304.2351    
   68.00000       90339.00       300.5645    
   69.00000       98309.00       313.5427    
   70.00000       88671.00       297.7768    
   71.00000       85940.00       293.1552    
   72.00000       86228.00       293.6461    
   73.00000       83890.00       289.6377    
   74.00000       86743.00       294.5216    
   75.00000       81988.00       286.3355    
   76.00000       82213.00       286.7281    
