sample v-GeO2 1100K tst                                      23-11-07  1999.998K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   11700.00       108.1665    
   1.000000       1355.000       36.81033    
   2.000000       1615.000       40.18706    
   3.000000       2011.000       44.84417    
   4.000000       2838.000       53.27288    
   5.000000       3837.000       61.94352    
   6.000000       4458.000       66.76826    
   7.000000       5369.000       73.27346    
   8.000000       5674.000       75.32596    
   9.000000       5979.000       77.32400    
   10.00000       5525.000       74.33035    
   11.00000       5214.000       72.20803    
   12.00000       4924.000       70.17122    
   13.00000       4323.000       65.74953    
   14.00000       4024.000       63.43501    
   15.00000       3885.000       62.32977    
   16.00000       4284.000       65.45227    
   17.00000       4311.000       65.65820    
   18.00000       4918.000       70.12846    
   19.00000       12860.00       113.4019    
   20.00000       5978.000       77.31753    
   21.00000       6474.000       80.46117    
   22.00000       6920.000       83.18654    
   23.00000       8070.000       89.83318    
   24.00000       24695.00       157.1464    
   25.00000       43103.00       207.6126    
   26.00000       47306.00       217.4994    
   27.00000       51163.00       226.1924    
   28.00000       52351.00       228.8034    
   29.00000       51372.00       226.6539    
   30.00000       43883.00       209.4827    
   31.00000       45209.00       212.6241    
   32.00000       50206.00       224.0670    
   33.00000       53726.00       231.7887    
   34.00000       51754.00       227.4951    
   35.00000       50568.00       224.8733    
   36.00000       55909.00       236.4508    
   37.00000       54795.00       234.0833    
   38.00000       51752.00       227.4907    
   39.00000       48521.00       220.2748    
   40.00000       55622.00       235.8432    
   41.00000       53069.00       230.3671    
   42.00000       53851.00       232.0582    
   43.00000       55615.00       235.8283    
   44.00000       56309.00       237.2952    
   45.00000       56639.00       237.9895    
   46.00000       54722.00       233.9273    
   47.00000       54995.00       234.5101    
   48.00000       53254.00       230.7683    
   49.00000       56808.00       238.3443    
   50.00000       50173.00       223.9933    
   51.00000       53699.00       231.7305    
   52.00000       59151.00       243.2098    
   53.00000       57054.00       238.8598    
   54.00000       57419.00       239.6226    
   55.00000       58317.00       241.4891    
   56.00000       58080.00       240.9979    
   57.00000       57910.00       240.6450    
   58.00000       56626.00       237.9622    
   59.00000       51093.00       226.0376    
   60.00000       72875.00       269.9537    
   61.00000       96189.00       310.1435    
   62.00000       92652.00       304.3879    
   63.00000       71635.00       267.6472    
   64.00000       65505.00       255.9395    
   65.00000       65469.00       255.8691    
   66.00000       64186.00       253.3496    
   67.00000       63945.00       252.8735    
   68.00000       63411.00       251.8154    
   69.00000       69958.00       264.4958    
   70.00000       64316.00       253.6060    
   71.00000       69698.00       264.0038    
   72.00000       96403.00       310.4883    
   73.00000       173116.0       416.0721    
   74.00000       251026.0       501.0250    
   75.00000       167018.0       408.6783    
   76.00000       89511.00       299.1839    
