sample v-GeO2 350K                                           18-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   12183.00       110.3766    
   1.000000       1469.000       38.32754    
   2.000000       1616.000       40.19950    
   3.000000       1978.000       44.47471    
   4.000000       2826.000       53.16014    
   5.000000       3890.000       62.36987    
   6.000000       4446.000       66.67833    
   7.000000       5309.000       72.86288    
   8.000000       5728.000       75.68355    
   9.000000       5814.000       76.24959    
   10.00000       5704.000       75.52483    
   11.00000       5537.000       74.41102    
   12.00000       5033.000       70.94364    
   13.00000       4364.000       66.06058    
   14.00000       4126.000       64.23395    
   15.00000       4054.000       63.67103    
   16.00000       4312.000       65.66582    
   17.00000       4545.000       67.41662    
   18.00000       5096.000       71.38628    
   19.00000       12517.00       111.8794    
   20.00000       6153.000       78.44106    
   21.00000       6648.000       81.53527    
   22.00000       7080.000       84.14274    
   23.00000       8046.000       89.69950    
   24.00000       24312.00       155.9231    
   25.00000       45139.00       212.4594    
   26.00000       50049.00       223.7163    
   27.00000       52940.00       230.0869    
   28.00000       54448.00       233.3410    
   29.00000       53783.00       231.9116    
   30.00000       48219.00       219.5883    
   31.00000       47731.00       218.4743    
   32.00000       53555.00       231.4195    
   33.00000       57567.00       239.9312    
   34.00000       56153.00       236.9662    
   35.00000       54808.00       234.1111    
   36.00000       61101.00       247.1862    
   37.00000       59846.00       244.6344    
   38.00000       57779.00       240.3726    
   39.00000       54363.00       233.1587    
   40.00000       61546.00       248.0847    
   41.00000       59659.00       244.2519    
   42.00000       60277.00       245.5137    
   43.00000       61670.00       248.3345    
   44.00000       63864.00       252.7133    
   45.00000       64269.00       253.5133    
   46.00000       63619.00       252.2281    
   47.00000       62556.00       250.1120    
   48.00000       62364.00       249.7279    
   49.00000       66709.00       258.2809    
   50.00000       61363.00       247.7156    
   51.00000       64148.00       253.2746    
   52.00000       72045.00       268.4120    
   53.00000       70043.00       264.6564    
   54.00000       72533.00       269.3195    
   55.00000       73322.00       270.7804    
   56.00000       75869.00       275.4433    
   57.00000       75960.00       275.6084    
   58.00000       76971.00       277.4365    
   59.00000       70531.00       265.5767    
   60.00000       84449.00       290.6011    
   61.00000       86360.00       293.8707    
   62.00000       93471.00       305.7303    
   63.00000       93020.00       304.9918    
   64.00000       94678.00       307.6979    
   65.00000       95778.00       309.4802    
   66.00000       94285.00       307.0586    
   67.00000       92747.00       304.5439    
   68.00000       90650.00       301.0814    
   69.00000       98173.00       313.3257    
   70.00000       89015.00       298.3538    
   71.00000       86249.00       293.6818    
   72.00000       87495.00       295.7955    
   73.00000       84236.00       290.2344    
   74.00000       87603.00       295.9780    
   75.00000       82044.00       286.4332    
   76.00000       82711.00       287.5952    
