sample v-GeO2 750K                                           20-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   12101.00       110.0045    
   1.000000       1393.000       37.32291    
   2.000000       1664.000       40.79216    
   3.000000       1934.000       43.97727    
   4.000000       2797.000       52.88667    
   5.000000       3808.000       61.70900    
   6.000000       4623.000       67.99265    
   7.000000       5277.000       72.64296    
   8.000000       5812.000       76.23647    
   9.000000       5876.000       76.65508    
   10.00000       5611.000       74.90661    
   11.00000       5386.000       73.38937    
   12.00000       5010.000       70.78136    
   13.00000       4405.000       66.37017    
   14.00000       4072.000       63.81223    
   15.00000       3986.000       63.13478    
   16.00000       4319.000       65.71910    
   17.00000       4360.000       66.03030    
   18.00000       5160.000       71.83314    
   19.00000       12342.00       111.0946    
   20.00000       6121.000       78.23682    
   21.00000       6632.000       81.43710    
   22.00000       7100.000       84.26150    
   23.00000       8202.000       90.56490    
   24.00000       24543.00       156.6621    
   25.00000       44949.00       212.0118    
   26.00000       50284.00       224.2409    
   27.00000       52942.00       230.0913    
   28.00000       54633.00       233.7370    
   29.00000       53256.00       230.7726    
   30.00000       46905.00       216.5756    
   31.00000       47328.00       217.5500    
   32.00000       52968.00       230.1478    
   33.00000       56902.00       238.5414    
   34.00000       55184.00       234.9128    
   35.00000       54497.00       233.4459    
   36.00000       59897.00       244.7386    
   37.00000       59154.00       243.2160    
   38.00000       56713.00       238.1449    
   39.00000       53157.00       230.5580    
   40.00000       60953.00       246.8866    
   41.00000       58922.00       242.7385    
   42.00000       59884.00       244.7121    
   43.00000       60806.00       246.5887    
   44.00000       62661.00       250.3218    
   45.00000       64171.00       253.3200    
   46.00000       62876.00       250.7509    
   47.00000       61986.00       248.9699    
   48.00000       61946.00       248.8895    
   49.00000       65883.00       256.6768    
   50.00000       60796.00       246.5685    
   51.00000       63892.00       252.7687    
   52.00000       72028.00       268.3803    
   53.00000       69720.00       264.0454    
   54.00000       72481.00       269.2230    
   55.00000       73499.00       271.1070    
   56.00000       75029.00       273.9142    
   57.00000       76489.00       276.5664    
   58.00000       77243.00       277.9262    
   59.00000       69931.00       264.4447    
   60.00000       83972.00       289.7792    
   61.00000       86283.00       293.7397    
   62.00000       94160.00       306.8550    
   63.00000       93352.00       305.5356    
   64.00000       94662.00       307.6719    
   65.00000       95869.00       309.6272    
   66.00000       95916.00       309.7031    
   67.00000       92844.00       304.7031    
   68.00000       91089.00       301.8095    
   69.00000       97981.00       313.0192    
   70.00000       88540.00       297.5567    
   71.00000       86313.00       293.7907    
   72.00000       87075.00       295.0847    
   73.00000       84252.00       290.2620    
   74.00000       86463.00       294.0459    
   75.00000       81083.00       284.7508    
   76.00000       82526.00       287.2734    
