sample v-GeO2 1325K x4                                       25-11-07   500.000K
   77.00000       18388.00       135.6024    
   78.00000       17199.00       131.1450    
   79.00000       14208.00       119.1973    
   80.00000       17628.00       132.7705    
   81.00000       17811.00       133.4579    
   82.00000       17826.00       133.5140    
   83.00000       17814.00       133.4691    
   84.00000       17910.00       133.8282    
   85.00000       17887.00       133.7423    
   86.00000       17006.00       130.4071    
   87.00000       17537.00       132.4273    
   88.00000       17640.00       132.8157    
   89.00000       18605.00       136.4001    
   90.00000       16317.00       127.7380    
   91.00000       17121.00       130.8472    
   92.00000       17150.00       130.9580    
   93.00000       17107.00       130.7937    
   94.00000       17254.00       131.3545    
   95.00000       17399.00       131.9053    
   96.00000       17729.00       133.1503    
   97.00000       18030.00       134.2758    
   98.00000       17710.00       133.0789    
   99.00000       16018.00       126.5622    
   100.0000       17166.00       131.0191    
   101.0000       17444.00       132.0757    
   102.0000       17793.00       133.3904    
   103.0000       18761.00       136.9708    
   104.0000       19076.00       138.1159    
   105.0000       18970.00       137.7316    
   106.0000       18518.00       136.0809    
   107.0000       19871.00       140.9645    
   108.0000       19383.00       139.2228    
   109.0000       20390.00       142.7936    
   110.0000       18198.00       134.9000    
   111.0000       19637.00       140.1321    
   112.0000       18867.00       137.3572    
   113.0000       17849.00       133.6001    
   114.0000       18299.00       135.2738    
   115.0000       17904.00       133.8058    
   116.0000       17758.00       133.2591    
   117.0000       17189.00       131.1068    
   118.0000       16292.00       127.6401    
   119.0000       14001.00       118.3258    
   120.0000       18746.00       136.9160    
   121.0000       17596.00       132.6499    
   122.0000       18715.00       136.8028    
   123.0000       19434.00       139.4059    
   124.0000       19254.00       138.7588    
   125.0000       18953.00       137.6699    
   126.0000       18839.00       137.2552    
   127.0000       18450.00       135.8308    
   128.0000       17331.00       131.6473    
   129.0000       18924.00       137.5645    
   130.0000       17095.00       130.7478    
   131.0000       17905.00       133.8096    
   132.0000       18434.00       135.7719    
   133.0000       18539.00       136.1580    
   134.0000       18813.00       137.1605    
   135.0000       18459.00       135.8639    
   136.0000       18999.00       137.8369    
   137.0000       18906.00       137.4991    
   138.0000       18078.00       134.4545    
   139.0000       18952.00       137.6663    
   140.0000       17972.00       134.0597    
   141.0000       18374.00       135.5507    
   142.0000       18607.00       136.4075    
   143.0000       19551.00       139.8249    
   144.0000       19513.00       139.6889    
   145.0000       19582.00       139.9357    
   146.0000       19440.00       139.4274    
   147.0000       20324.00       142.5623    
   148.0000       19753.00       140.5454    
   149.0000       21265.00       145.8252    
   150.0000       19272.00       138.8236    
   151.0000       20032.00       141.5345    
   152.0000       20876.00       144.4853    
   153.0000       20429.00       142.9301    
   154.0000       20577.00       143.4469    
   155.0000       19936.00       141.1949    
   156.0000       21145.00       145.4132    
   157.0000       21845.00       147.8005    
   158.0000       20130.00       141.8802    
   159.0000       15101.00       122.8861    
   160.0000       23284.00       152.5910    
   161.0000       22871.00       151.2316    
   162.0000       22464.00       149.8800    
   163.0000       22548.00       150.1599    
   164.0000       22431.00       149.7698    
   165.0000       22410.00       149.6997    
   166.0000       22295.00       149.3151    
   167.0000       22550.00       150.1666    
   168.0000       21780.00       147.5805    
   169.0000       23344.00       152.7874    
   170.0000       21801.00       147.6516    
   171.0000       21593.00       146.9456    
   172.0000       22665.00       150.5490    
   173.0000       21348.00       146.1095    
   174.0000       21078.00       145.1826    
   175.0000       21850.00       147.8175    
   176.0000       22522.00       150.0733    
   177.0000       21529.00       146.7276    
   178.0000       20480.00       143.1084    
   179.0000       19908.00       141.0957    
   180.0000       21822.00       147.7227    
   181.0000       21375.00       146.2019    
   182.0000       21828.00       147.7430    
   183.0000       21853.00       147.8276    
   184.0000       21566.00       146.8537    
   185.0000       21681.00       147.2447    
   186.0000       20680.00       143.8054    
   187.0000       20730.00       143.9792    
   188.0000       20174.00       142.0352    
   189.0000       21127.00       145.3513    
   190.0000       19392.00       139.2552    
   191.0000       19239.00       138.7047    
   192.0000       19392.00       139.2552    
   193.0000       18622.00       136.4624    
   194.0000       18843.00       137.2698    
   195.0000       18818.00       137.1787    
   196.0000       18311.00       135.3181    
   197.0000       18496.00       136.0000    
   198.0000       18277.00       135.1925    
   199.0000       18617.00       136.4441    
   200.0000       16934.00       130.1307    
   201.0000       17246.00       131.3240    
   202.0000       17923.00       133.8768    
   203.0000       17953.00       133.9888    
   204.0000       18199.00       134.9037    
   205.0000       17477.00       132.2006    
   206.0000       17436.00       132.0454    
   207.0000       18247.00       135.0815    
   208.0000       17606.00       132.6876    
   209.0000       18374.00       135.5507    
   210.0000       16383.00       127.9961    
   211.0000       17194.00       131.1259    
   212.0000       18285.00       135.2220    
   213.0000       17519.00       132.3594    
   214.0000       17343.00       131.6928    
   215.0000       17048.00       130.5680    
   216.0000       17450.00       132.0984    
   217.0000       17538.00       132.4311    
   218.0000       16667.00       129.1007    
   219.0000       15945.00       126.2735    
   220.0000       18983.00       137.7788    
   221.0000       17240.00       131.3012    
   222.0000       17338.00       131.6738    
   223.0000       17944.00       133.9552    
   224.0000       17291.00       131.4953    
   225.0000       17509.00       132.3216    
   226.0000       17603.00       132.6763    
   227.0000       18214.00       134.9593    
   228.0000       17619.00       132.7366    
   229.0000       19002.00       137.8477    
   230.0000       16766.00       129.4836    
   231.0000       17476.00       132.1968    
   232.0000       17816.00       133.4766    
   233.0000       17820.00       133.4916    
   234.0000       17278.00       131.4458    
   235.0000       17770.00       133.3042    
   236.0000       18109.00       134.5697    
   237.0000       17706.00       133.0639    
   238.0000       17520.00       132.3631    
   239.0000       15584.00       124.8359    
   240.0000       18822.00       137.1933    
   241.0000       18147.00       134.7108    
   242.0000       18851.00       137.2990    
   243.0000       18363.00       135.5101    
   244.0000       18418.00       135.7129    
   245.0000       18910.00       137.5136    
   246.0000       18373.00       135.5470    
   247.0000       18927.00       137.5754    
   248.0000       17961.00       134.0187    
   249.0000       19442.00       139.4346    
   250.0000       17611.00       132.7064    
   251.0000       18192.00       134.8777    
   252.0000       18796.00       137.0985    
   253.0000       18254.00       135.1074    
   254.0000       18497.00       136.0037    
   255.0000       18179.00       134.8295    
   256.0000       18822.00       137.1933    
   257.0000       18704.00       136.7626    
   258.0000       17251.00       131.3431    
   259.0000       15413.00       124.1491    
   260.0000       19322.00       139.0036    
   261.0000       19158.00       138.4124    
   262.0000       18571.00       136.2755    
   263.0000       18983.00       137.7788    
   264.0000       19127.00       138.3004    
   265.0000       19201.00       138.5677    
   266.0000       19477.00       139.5600    
   267.0000       20286.00       142.4289    
   268.0000       19165.00       138.4377    
   269.0000       20713.00       143.9201    
   270.0000       18560.00       136.2351    
   271.0000       18752.00       136.9379    
   272.0000       19640.00       140.1428    
   273.0000       19120.00       138.2751    
   274.0000       18946.00       137.6445    
   275.0000       19203.00       138.5749    
   276.0000       19683.00       140.2961    
   277.0000       19151.00       138.3871    
   278.0000       18540.00       136.1617    
   279.0000       16081.00       126.8109    
   280.0000       19767.00       140.5952    
   281.0000       18988.00       137.7970    
   282.0000       19324.00       139.0108    
   283.0000       19676.00       140.2712    
   284.0000       19253.00       138.7552    
   285.0000       19211.00       138.6037    
   286.0000       19455.00       139.4812    
   287.0000       19882.00       141.0035    
   288.0000       19154.00       138.3980    
   289.0000       20318.00       142.5412    
   290.0000       18526.00       136.1102    
   291.0000       18967.00       137.7207    
   292.0000       19595.00       139.9821    
   293.0000       19022.00       137.9203    
   294.0000       18688.00       136.7041    
   295.0000       19144.00       138.3618    
   296.0000       19335.00       139.0504    
   297.0000       19006.00       137.8622    
   298.0000       17874.00       133.6937    
   299.0000       17714.00       133.0939    
   300.0000       19836.00       140.8403    
   301.0000       18774.00       137.0182    
   302.0000       18916.00       137.5354    
   303.0000       18919.00       137.5464    
   304.0000       18799.00       137.1095    
   305.0000       19017.00       137.9021    
   306.0000       18880.00       137.4045    
   307.0000       18497.00       136.0037    
   308.0000       18343.00       135.4363    
   309.0000       20021.00       141.4956    
   310.0000       17836.00       133.5515    
   311.0000       18765.00       136.9854    
   312.0000       19208.00       138.5929    
   313.0000       18296.00       135.2627    
   314.0000       18438.00       135.7866    
   315.0000       18015.00       134.2200    
   316.0000       18165.00       134.7776    
   317.0000       18734.00       136.8722    
   318.0000       17537.00       132.4273    
   319.0000       16532.00       128.5768    
   320.0000       17099.00       130.7631    
   321.0000       18012.00       134.2088    
   322.0000       18401.00       135.6503    
   323.0000       18352.00       135.4696    
   324.0000       18245.00       135.0741    
   325.0000       18064.00       134.4024    
   326.0000       18042.00       134.3205    
   327.0000       18003.00       134.1753    
   328.0000       17625.00       132.7592    
   329.0000       18760.00       136.9671    
   330.0000       17154.00       130.9733    
   331.0000       17427.00       132.0114    
   332.0000       18005.00       134.1827    
   333.0000       17553.00       132.4877    
   334.0000       17530.00       132.4009    
   335.0000       17501.00       132.2914    
   336.0000       17340.00       131.6814    
   337.0000       17542.00       132.4462    
   338.0000       17281.00       131.4572    
   339.0000       16783.00       129.5492    
   340.0000       18542.00       136.1690    
   341.0000       17495.00       132.2687    
   342.0000       18022.00       134.2460    
   343.0000       18194.00       134.8851    
   344.0000       18532.00       136.1323    
   345.0000       18917.00       137.5391    
   346.0000       17993.00       134.1380    
   347.0000       18433.00       135.7682    
   348.0000       18241.00       135.0592    
   349.0000       19401.00       139.2875    
   350.0000       17247.00       131.3278    
   351.0000       18087.00       134.4879    
   352.0000       18491.00       135.9816    
   353.0000       17692.00       133.0113    
   354.0000       17851.00       133.6076    
   355.0000       18234.00       135.0333    
   356.0000       18864.00       137.3463    
   357.0000       18226.00       135.0037    
   358.0000       18171.00       134.7999    
   359.0000       19041.00       137.9891    
   360.0000       18917.00       137.5391    
   361.0000       17866.00       133.6638    
   362.0000       17914.00       133.8432    
   363.0000       18582.00       136.3158    
   364.0000       18641.00       136.5320    
   365.0000       18327.00       135.3773    
   366.0000       18313.00       135.3255    
   367.0000       18542.00       136.1690    
   368.0000       18519.00       136.0845    
   369.0000       19110.00       138.2389    
   370.0000       17339.00       131.6776    
   371.0000       17393.00       131.8825    
   372.0000       18864.00       137.3463    
   373.0000       17719.00       133.1127    
   374.0000       17719.00       133.1127    
   375.0000       18331.00       135.3920    
   376.0000       18227.00       135.0074    
   377.0000       18187.00       134.8592    
   378.0000       17693.00       133.0150    
   379.0000       16775.00       129.5183    
   380.0000       18327.00       135.3773    
   381.0000       16944.00       130.1691    
   382.0000       17739.00       133.1878    
   383.0000       18623.00       136.4661    
   384.0000       18450.00       135.8308    
   385.0000       18346.00       135.4474    
   386.0000       18395.00       135.6282    
   387.0000       19081.00       138.1340    
   388.0000       17823.00       133.5028    
   389.0000       19183.00       138.5027    
   390.0000       17885.00       133.7348    
   391.0000       18113.00       134.5845    
   392.0000       18465.00       135.8860    
   393.0000       17733.00       133.1653    
   394.0000       18580.00       136.3085    
   395.0000       18544.00       136.1764    
   396.0000       18789.00       137.0730    
   397.0000       18688.00       136.7041    
   398.0000       18055.00       134.3689    
   399.0000       18961.00       137.6989    
   400.0000       18733.00       136.8685    
   401.0000       18522.00       136.0956    
   402.0000       18424.00       135.7350    
   403.0000       18551.00       136.2021    
   404.0000       18972.00       137.7389    
   405.0000       19528.00       139.7426    
   406.0000       18996.00       137.8260    
   407.0000       18321.00       135.3551    
   408.0000       18343.00       135.4363    
   409.0000       19103.00       138.2136    
   410.0000       16716.00       129.2904    
   411.0000       18451.00       135.8345    
   412.0000       19034.00       137.9638    
   413.0000       18456.00       135.8529    
   414.0000       18579.00       136.3048    
   415.0000       18344.00       135.4400    
   416.0000       18713.00       136.7955    
   417.0000       18422.00       135.7277    
   418.0000       17400.00       131.9091    
   419.0000       16930.00       130.1153    
   420.0000       18701.00       136.7516    
   421.0000       18417.00       135.7092    
   422.0000       18849.00       137.2917    
   423.0000       18914.00       137.5282    
   424.0000       18378.00       135.5655    
   425.0000       18962.00       137.7026    
   426.0000       18800.00       137.1131    
   427.0000       19303.00       138.9352    
   428.0000       18682.00       136.6821    
   429.0000       19509.00       139.6746    
   430.0000       17759.00       133.2629    
   431.0000       18018.00       134.2311    
   432.0000       19068.00       138.0869    
   433.0000       18424.00       135.7350    
   434.0000       18725.00       136.8393    
   435.0000       18387.00       135.5987    
   436.0000       18466.00       135.8897    
   437.0000       18992.00       137.8115    
   438.0000       18266.00       135.1518    
   439.0000       17904.00       133.8058    
   440.0000       19301.00       138.9280    
   441.0000       18460.00       135.8676    
   442.0000       18049.00       134.3466    
   443.0000       17970.00       134.0522    
   444.0000       18410.00       135.6835    
   445.0000       18657.00       136.5906    
   446.0000       18648.00       136.5577    
   447.0000       18553.00       136.2094    
   448.0000       18146.00       134.7071    
   449.0000       19535.00       139.7677    
   450.0000       17678.00       132.9586    
   451.0000       18251.00       135.0963    
   452.0000       18399.00       135.6429    
   453.0000       17891.00       133.7572    
   454.0000       17839.00       133.5627    
   455.0000       18512.00       136.0588    
   456.0000       18526.00       136.1102    
   457.0000       18213.00       134.9556    
   458.0000       17746.00       133.2141    
   459.0000       17158.00       130.9886    
   460.0000       20787.00       144.1770    
   461.0000       17946.00       133.9627    
   462.0000       18075.00       134.4433    
   463.0000       18947.00       137.6481    
   464.0000       18457.00       135.8565    
   465.0000       18858.00       137.3244    
   466.0000       18329.00       135.3846    
   467.0000       19053.00       138.0326    
   468.0000       17930.00       133.9030    
   469.0000       19416.00       139.3413    
   470.0000       18078.00       134.4545    
   471.0000       18068.00       134.4173    
   472.0000       17968.00       134.0448    
   473.0000       17922.00       133.8731    
   474.0000       18034.00       134.2907    
   475.0000       17975.00       134.0709    
   476.0000       19055.00       138.0399    
   477.0000       18460.00       135.8676    
   478.0000       17917.00       133.8544    
   479.0000       18698.00       136.7406    
   480.0000       16778.00       129.5299    
   481.0000       18199.00       134.9037    
   482.0000       18458.00       135.8602    
   483.0000       18184.00       134.8481    
   484.0000       17859.00       133.6376    
   485.0000       17779.00       133.3379    
   486.0000       18296.00       135.2627    
   487.0000       18532.00       136.1323    
   488.0000       17988.00       134.1194    
   489.0000       19528.00       139.7426    
   490.0000       17624.00       132.7554    
   491.0000       17886.00       133.7386    
   492.0000       18574.00       136.2865    
   493.0000       18018.00       134.2311    
   494.0000       18262.00       135.1370    
   495.0000       17790.00       133.3792    
   496.0000       18437.00       135.7829    
   497.0000       18565.00       136.2534    
   498.0000       17779.00       133.3379    
   499.0000       17877.00       133.7049    
   500.0000       17818.00       133.4841    
   501.0000       17731.00       133.1578    
   502.0000       17760.00       133.2666    
   503.0000       17911.00       133.8320    
   504.0000       18149.00       134.7182    
   505.0000       18763.00       136.9781    
   506.0000       18487.00       135.9669    
   507.0000       18815.00       137.1678    
   508.0000       17983.00       134.1007    
   509.0000       19011.00       137.8804    
   510.0000       17190.00       131.1106    
   511.0000       17976.00       134.0746    
   512.0000       18348.00       135.4548    
   513.0000       17431.00       132.0265    
   514.0000       18288.00       135.2331    
   515.0000       18330.00       135.3883    
   516.0000       18463.00       135.8786    
   517.0000       18702.00       136.7552    
   518.0000       18420.00       135.7203    
   519.0000       18543.00       136.1727    
   520.0000       19680.00       140.2854    
   521.0000       17621.00       132.7441    
   522.0000       18089.00       134.4953    
   523.0000       18418.00       135.7129    
   524.0000       18248.00       135.0852    
   525.0000       18020.00       134.2386    
   526.0000       18481.00       135.9448    
   527.0000       18819.00       137.1824    
   528.0000       17781.00       133.3454    
   529.0000       19383.00       139.2228    
   530.0000       17774.00       133.3192    
   531.0000       18108.00       134.5660    
   532.0000       18686.00       136.6967    
   533.0000       18267.00       135.1555    
   534.0000       18212.00       134.9518    
   535.0000       17665.00       132.9097    
   536.0000       19315.00       138.9784    
   537.0000       18782.00       137.0474    
   538.0000       17936.00       133.9254    
   539.0000       18193.00       134.8814    
   540.0000       18733.00       136.8685    
   541.0000       17918.00       133.8581    
   542.0000       17967.00       134.0410    
   543.0000       18664.00       136.6163    
   544.0000       18598.00       136.3745    
   545.0000       18731.00       136.8612    
   546.0000       18484.00       135.9559    
   547.0000       18826.00       137.2079    
   548.0000       18496.00       136.0000    
   549.0000       19599.00       139.9964    
   550.0000       17919.00       133.8619    
   551.0000       18278.00       135.1962    
   552.0000       18595.00       136.3635    
   553.0000       18165.00       134.7776    
   554.0000       18569.00       136.2681    
   555.0000       18331.00       135.3920    
   556.0000       18543.00       136.1727    
   557.0000       18888.00       137.4336    
   558.0000       17773.00       133.3154    
   559.0000       16181.00       127.2046    
   560.0000       17900.00       133.7909    
   561.0000       17873.00       133.6899    
   562.0000       18029.00       134.2721    
   563.0000       18246.00       135.0778    
   564.0000       18275.00       135.1851    
   565.0000       18919.00       137.5464    
   566.0000       18692.00       136.7187    
   567.0000       18386.00       135.5950    
   568.0000       17570.00       132.5519    
   569.0000       19290.00       138.8884    
   570.0000       17055.00       130.5948    
   571.0000       17208.00       131.1793    
   572.0000       18519.00       136.0845    
   573.0000       17870.00       133.6787    
   574.0000       18221.00       134.9852    
   575.0000       17874.00       133.6937    
   576.0000       17896.00       133.7759    
   577.0000       18184.00       134.8481    
   578.0000       17052.00       130.5833    
   579.0000       14075.00       118.6381    
   580.0000       17627.00       132.7667    
   581.0000       17439.00       132.0568    
   582.0000       18000.00       134.1641    
   583.0000       18198.00       134.9000    
   584.0000       18015.00       134.2200    
   585.0000       18198.00       134.9000    
   586.0000       17627.00       132.7667    
   587.0000       17978.00       134.0821    
   588.0000       17367.00       131.7839    
   589.0000       18798.00       137.1058    
   590.0000       16596.00       128.8255    
   591.0000       16735.00       129.3638    
   592.0000       17625.00       132.7592    
   593.0000       16413.00       128.1132    
   594.0000       16380.00       127.9844    
   595.0000       17348.00       131.7118    
   596.0000       17235.00       131.2821    
   597.0000       16078.00       126.7991    
   598.0000       16091.00       126.8503    
   599.0000       15522.00       124.5873    
   600.0000       17288.00       131.4838    
   601.0000       16355.00       127.8867    
   602.0000       16135.00       127.0236    
   603.0000       16825.00       129.7112    
   604.0000       16449.00       128.2537    
   605.0000       16721.00       129.3097    
   606.0000       16015.00       126.5504    
   607.0000       16724.00       129.3213    
   608.0000       16195.00       127.2596    
   609.0000       16825.00       129.7112    
   610.0000       15542.00       124.6676    
   611.0000       15900.00       126.0952    
   612.0000       16141.00       127.0472    
   613.0000       16003.00       126.5030    
   614.0000       15774.00       125.5946    
   615.0000       15526.00       124.6034    
   616.0000       15794.00       125.6742    
   617.0000       15760.00       125.5388    
   618.0000       18023.00       134.2498    
   619.0000       18382.00       135.5802    
   620.0000       22251.00       149.1677    
   621.0000       18615.00       136.4368    
   622.0000       18775.00       137.0219    
   623.0000       19074.00       138.1087    
   624.0000       18693.00       136.7224    
   625.0000       18631.00       136.4954    
   626.0000       18479.00       135.9375    
   627.0000       18998.00       137.8332    
   628.0000       18351.00       135.4659    
   629.0000       19117.00       138.2642    
   630.0000       17576.00       132.5745    
   631.0000       17800.00       133.4166    
   632.0000       18874.00       137.3827    
   633.0000       17781.00       133.3454    
   634.0000       17717.00       133.1052    
   635.0000       17874.00       133.6937    
   636.0000       17841.00       133.5702    
   637.0000       18243.00       135.0667    
   638.0000       17859.00       133.6376    
   639.0000       17883.00       133.7273    
