sample v-GeO2 1000K                                          22-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   12020.00       109.6358    
   1.000000       1389.000       37.26929    
   2.000000       1696.000       41.18252    
   3.000000       2038.000       45.14421    
   4.000000       2823.000       53.13191    
   5.000000       3924.000       62.64184    
   6.000000       4360.000       66.03030    
   7.000000       5454.000       73.85120    
   8.000000       5854.000       76.51144    
   9.000000       5881.000       76.68768    
   10.00000       5497.000       74.14175    
   11.00000       5448.000       73.81057    
   12.00000       4957.000       70.40597    
   13.00000       4364.000       66.06058    
   14.00000       4122.000       64.20280    
   15.00000       3802.000       61.66036    
   16.00000       4329.000       65.79514    
   17.00000       4493.000       67.02985    
   18.00000       5126.000       71.59609    
   19.00000       12326.00       111.0225    
   20.00000       6176.000       78.58753    
   21.00000       6687.000       81.77408    
   22.00000       7111.000       84.32674    
   23.00000       8346.000       91.35645    
   24.00000       25063.00       158.3130    
   25.00000       45329.00       212.9061    
   26.00000       49952.00       223.4994    
   27.00000       53840.00       232.0345    
   28.00000       54856.00       234.2136    
   29.00000       54304.00       233.0322    
   30.00000       46372.00       215.3416    
   31.00000       48441.00       220.0932    
   32.00000       53209.00       230.6708    
   33.00000       57498.00       239.7874    
   34.00000       55350.00       235.2658    
   35.00000       55368.00       235.3041    
   36.00000       60443.00       245.8516    
   37.00000       59818.00       244.5772    
   38.00000       56471.00       237.6363    
   39.00000       53442.00       231.1753    
   40.00000       62165.00       249.3291    
   41.00000       60055.00       245.0612    
   42.00000       60410.00       245.7845    
   43.00000       63215.00       251.4259    
   44.00000       63361.00       251.7161    
   45.00000       65180.00       255.3037    
   46.00000       63024.00       251.0458    
   47.00000       64688.00       254.3384    
   48.00000       63556.00       252.1031    
   49.00000       67768.00       260.3229    
   50.00000       60181.00       245.3182    
   51.00000       65035.00       255.0196    
   52.00000       72948.00       270.0889    
   53.00000       70826.00       266.1316    
   54.00000       72552.00       269.3548    
   55.00000       75137.00       274.1113    
   56.00000       75631.00       275.0109    
   57.00000       77316.00       278.0576    
   58.00000       76538.00       276.6550    
   59.00000       68289.00       261.3217    
   60.00000       84263.00       290.2809    
   61.00000       86183.00       293.5694    
   62.00000       92021.00       303.3496    
   63.00000       93364.00       305.5552    
   64.00000       94054.00       306.6823    
   65.00000       94920.00       308.0909    
   66.00000       93181.00       305.2556    
   67.00000       91489.00       302.4715    
   68.00000       89183.00       298.6352    
   69.00000       97578.00       312.3748    
   70.00000       86267.00       293.7124    
   71.00000       85017.00       291.5768    
   72.00000       85683.00       292.7166    
   73.00000       84966.00       291.4893    
   74.00000       88344.00       297.2272    
   75.00000       82806.00       287.7603    
   76.00000       81811.00       286.0262    
