Vanadium rnace avelenght calibration                         25-11-07  2000.000K
   77.00000       54975.00       234.4675    
   78.00000       51375.00       226.6605    
   79.00000       45277.00       212.7839    
   80.00000       55786.00       236.1906    
   81.00000       55175.00       234.8936    
   82.00000       55906.00       236.4445    
   83.00000       56739.00       238.1995    
   84.00000       56396.00       237.4784    
   85.00000       57849.00       240.5182    
   86.00000       54603.00       233.6729    
   87.00000       56390.00       237.4658    
   88.00000       57565.00       239.9271    
   89.00000       60125.00       245.2040    
   90.00000       54016.00       232.4134    
   91.00000       55741.00       236.0953    
   92.00000       56354.00       237.3900    
   93.00000       55437.00       235.4506    
   94.00000       56775.00       238.2751    
   95.00000       55342.00       235.2488    
   96.00000       55941.00       236.5185    
   97.00000       56999.00       238.7446    
   98.00000       55171.00       234.8851    
   99.00000       52326.00       228.7488    
   100.0000       52687.00       229.5365    
   101.0000       53910.00       232.1853    
   102.0000       55026.00       234.5762    
   103.0000       57584.00       239.9667    
   104.0000       57370.00       239.5204    
   105.0000       58121.00       241.0830    
   106.0000       56497.00       237.6910    
   107.0000       58493.00       241.8533    
   108.0000       56917.00       238.5728    
   109.0000       60905.00       246.7894    
   110.0000       57253.00       239.2760    
   111.0000       59683.00       244.3010    
   112.0000       61882.00       248.7609    
   113.0000       57952.00       240.7322    
   114.0000       58072.00       240.9813    
   115.0000       56940.00       238.6210    
   116.0000       57269.00       239.3094    
   117.0000       55212.00       234.9723    
   118.0000       52012.00       228.0614    
   119.0000       46204.00       214.9512    
   120.0000       59191.00       243.2920    
   121.0000       55453.00       235.4846    
   122.0000       58302.00       241.4581    
   123.0000       58764.00       242.4129    
   124.0000       56667.00       238.0483    
   125.0000       57332.00       239.4410    
   126.0000       57572.00       239.9417    
   127.0000       58265.00       241.3814    
   128.0000       54965.00       234.4462    
   129.0000       59606.00       244.1434    
   130.0000       54433.00       233.3088    
   131.0000       56174.00       237.0105    
   132.0000       58196.00       241.2385    
   133.0000       55541.00       235.6714    
   134.0000       56288.00       237.2509    
   135.0000       55092.00       234.7169    
   136.0000       56831.00       238.3925    
   137.0000       57079.00       238.9121    
   138.0000       54745.00       233.9765    
   139.0000       57160.00       239.0816    
   140.0000       53100.00       230.4344    
   141.0000       54456.00       233.3581    
   142.0000       55825.00       236.2731    
   143.0000       56808.00       238.3443    
   144.0000       56343.00       237.3668    
   145.0000       55905.00       236.4424    
   146.0000       55586.00       235.7668    
   147.0000       57509.00       239.8103    
   148.0000       55871.00       236.3705    
   149.0000       59233.00       243.3783    
   150.0000       54289.00       233.0000    
   151.0000       56330.00       237.3394    
   152.0000       58168.00       241.1804    
   153.0000       56337.00       237.3542    
   154.0000       56583.00       237.8718    
   155.0000       54717.00       233.9167    
   156.0000       56856.00       238.4450    
   157.0000       57060.00       238.8723    
   158.0000       52924.00       230.0522    
   159.0000       40070.00       200.1749    
   160.0000       58897.00       242.6870    
   161.0000       57190.00       239.1443    
   162.0000       57496.00       239.7832    
   163.0000       56830.00       238.3904    
   164.0000       57926.00       240.6782    
   165.0000       57150.00       239.0607    
   166.0000       56847.00       238.4261    
   167.0000       57597.00       239.9937    
   168.0000       54960.00       234.4355    
   169.0000       59242.00       243.3968    
   170.0000       55610.00       235.8177    
   171.0000       55311.00       235.1829    
   172.0000       57033.00       238.8158    
   173.0000       53772.00       231.8879    
   174.0000       53593.00       231.5016    
   175.0000       55778.00       236.1737    
   176.0000       56969.00       238.6818    
   177.0000       54723.00       233.9295    
   178.0000       52685.00       229.5321    
   179.0000       52291.00       228.6723    
   180.0000       56485.00       237.6657    
   181.0000       55277.00       235.1106    
   182.0000       56637.00       237.9853    
   183.0000       57777.00       240.3685    
   184.0000       57611.00       240.0229    
   185.0000       58726.00       242.3345    
   186.0000       56561.00       237.8256    
   187.0000       57426.00       239.6372    
   188.0000       56314.00       237.3057    
   189.0000       59891.00       244.7264    
   190.0000       55174.00       234.8915    
   191.0000       55584.00       235.7626    
   192.0000       57179.00       239.1213    
   193.0000       54798.00       234.0897    
   194.0000       55560.00       235.7117    
   195.0000       55949.00       236.5354    
   196.0000       55299.00       235.1574    
   197.0000       55819.00       236.2605    
   198.0000       55926.00       236.4868    
   199.0000       56695.00       238.1071    
   200.0000       52255.00       228.5935    
   201.0000       53157.00       230.5580    
   202.0000       54803.00       234.1004    
   203.0000       56463.00       237.6194    
   204.0000       55307.00       235.1744    
   205.0000       55284.00       235.1255    
   206.0000       54433.00       233.3088    
   207.0000       56678.00       238.0714    
   208.0000       54255.00       232.9270    
   209.0000       57421.00       239.6268    
   210.0000       51451.00       226.8281    
   211.0000       53381.00       231.0433    
   212.0000       57330.00       239.4368    
   213.0000       55024.00       234.5719    
   214.0000       54384.00       233.2038    
   215.0000       53716.00       231.7671    
   216.0000       55511.00       235.6077    
   217.0000       55684.00       235.9746    
   218.0000       52176.00       228.4207    
   219.0000       50687.00       225.1377    
   220.0000       57958.00       240.7447    
   221.0000       53518.00       231.3396    
   222.0000       54306.00       233.0365    
   223.0000       55523.00       235.6332    
   224.0000       54625.00       233.7199    
   225.0000       53787.00       231.9202    
   226.0000       54197.00       232.8025    
   227.0000       56010.00       236.6643    
   228.0000       54566.00       233.5937    
   229.0000       58023.00       240.8796    
   230.0000       52269.00       228.6241    
   231.0000       53428.00       231.1450    
   232.0000       55039.00       234.6039    
   233.0000       54637.00       233.7456    
   234.0000       54538.00       233.5337    
   235.0000       54331.00       233.0901    
   236.0000       55737.00       236.0869    
   237.0000       54671.00       233.8183    
   238.0000       53939.00       232.2477    
   239.0000       49600.00       222.7106    
   240.0000       56627.00       237.9643    
   241.0000       54440.00       233.3238    
   242.0000       57131.00       239.0209    
   243.0000       54352.00       233.1351    
   244.0000       54003.00       232.3855    
   245.0000       56796.00       238.3191    
   246.0000       54547.00       233.5530    
   247.0000       55789.00       236.1969    
   248.0000       53090.00       230.4127    
   249.0000       57305.00       239.3846    
   250.0000       52596.00       229.3382    
   251.0000       53697.00       231.7261    
   252.0000       55328.00       235.2190    
   253.0000       53401.00       231.0866    
   254.0000       54219.00       232.8497    
   255.0000       53202.00       230.6556    
   256.0000       54237.00       232.8884    
   257.0000       53358.00       230.9935    
   258.0000       50431.00       224.5685    
   259.0000       46210.00       214.9651    
   260.0000       55218.00       234.9851    
   261.0000       54700.00       233.8803    
   262.0000       53419.00       231.1255    
   263.0000       53665.00       231.6571    
   264.0000       53766.00       231.8750    
   265.0000       53695.00       231.7218    
   266.0000       54474.00       233.3967    
   267.0000       56774.00       238.2729    
   268.0000       54188.00       232.7832    
   269.0000       56979.00       238.7027    
   270.0000       51806.00       227.6093    
   271.0000       52304.00       228.7007    
   272.0000       54660.00       233.7948    
   273.0000       53957.00       232.2865    
   274.0000       53140.00       230.5211    
   275.0000       52973.00       230.1586    
   276.0000       54683.00       233.8440    
   277.0000       53442.00       231.1753    
   278.0000       51724.00       227.4291    
   279.0000       45465.00       213.2252    
   280.0000       54829.00       234.1559    
   281.0000       53631.00       231.5837    
   282.0000       53469.00       231.2336    
   283.0000       54541.00       233.5401    
   284.0000       54035.00       232.4543    
   285.0000       53881.00       232.1228    
   286.0000       54167.00       232.7381    
   287.0000       55229.00       235.0085    
   288.0000       52496.00       229.1201    
   289.0000       55787.00       236.1927    
   290.0000       51977.00       227.9846    
   291.0000       52582.00       229.3076    
   292.0000       54186.00       232.7789    
   293.0000       52558.00       229.2553    
   294.0000       52250.00       228.5826    
   295.0000       53059.00       230.3454    
   296.0000       53910.00       232.1853    
   297.0000       51524.00       226.9890    
   298.0000       50156.00       223.9554    
   299.0000       50261.00       224.1897    
   300.0000       55253.00       235.0596    
   301.0000       52455.00       229.0306    
   302.0000       53116.00       230.4691    
   303.0000       53039.00       230.3020    
   304.0000       52747.00       229.6671    
   305.0000       52957.00       230.1239    
   306.0000       53248.00       230.7553    
   307.0000       52614.00       229.3774    
   308.0000       51680.00       227.3324    
   309.0000       55336.00       235.2361    
   310.0000       50713.00       225.1955    
   311.0000       53183.00       230.6144    
   312.0000       54368.00       233.1695    
   313.0000       51185.00       226.2410    
   314.0000       52434.00       228.9847    
   315.0000       51467.00       226.8634    
   316.0000       52046.00       228.1359    
   317.0000       53654.00       231.6333    
   318.0000       51043.00       225.9270    
   319.0000       48004.00       219.0981    
   320.0000       48794.00       220.8936    
   321.0000       50857.00       225.5150    
   322.0000       52755.00       229.6846    
   323.0000       53027.00       230.2759    
   324.0000       52235.00       228.5498    
   325.0000       52800.00       229.7825    
   326.0000       51990.00       228.0132    
   327.0000       52194.00       228.4601    
   328.0000       50597.00       224.9378    
   329.0000       54421.00       233.2831    
   330.0000       50158.00       223.9598    
   331.0000       51340.00       226.5833    
   332.0000       52911.00       230.0239    
   333.0000       50365.00       224.4215    
   334.0000       50944.00       225.7078    
   335.0000       51544.00       227.0330    
   336.0000       50937.00       225.6923    
   337.0000       51991.00       228.0154    
   338.0000       50807.00       225.4041    
   339.0000       49911.00       223.4077    
   340.0000       54668.00       233.8119    
   341.0000       51776.00       227.5434    
   342.0000       53003.00       230.2238    
   343.0000       54452.00       233.3495    
   344.0000       55085.00       234.7019    
   345.0000       56648.00       238.0084    
   346.0000       54254.00       232.9249    
   347.0000       54622.00       233.7135    
   348.0000       54839.00       234.1773    
   349.0000       57427.00       239.6393    
   350.0000       51589.00       227.1321    
   351.0000       53539.00       231.3850    
   352.0000       54868.00       234.2392    
   353.0000       53195.00       230.6404    
   354.0000       53644.00       231.6117    
   355.0000       54049.00       232.4844    
   356.0000       55425.00       235.4251    
   357.0000       55134.00       234.8063    
   358.0000       54307.00       233.0386    
   359.0000       57425.00       239.6351    
   360.0000       56479.00       237.6531    
   361.0000       53660.00       231.6463    
   362.0000       54124.00       232.6457    
   363.0000       55801.00       236.2224    
   364.0000       54811.00       234.1175    
   365.0000       54687.00       233.8525    
   366.0000       54204.00       232.8175    
   367.0000       55999.00       236.6411    
   368.0000       54093.00       232.5790    
   369.0000       57270.00       239.3115    
   370.0000       50982.00       225.7919    
   371.0000       52652.00       229.4602    
   372.0000       56932.00       238.6043    
   373.0000       53515.00       231.3331    
   374.0000       53098.00       230.4300    
   375.0000       53997.00       232.3725    
   376.0000       54016.00       232.4134    
   377.0000       54254.00       232.9249    
   378.0000       52547.00       229.2313    
   379.0000       50810.00       225.4107    
   380.0000       54466.00       233.3795    
   381.0000       49831.00       223.2286    
   382.0000       52213.00       228.5016    
   383.0000       54093.00       232.5790    
   384.0000       53547.00       231.4023    
   385.0000       54453.00       233.3517    
   386.0000       54018.00       232.4177    
   387.0000       55484.00       235.5504    
   388.0000       52812.00       229.8086    
   389.0000       56515.00       237.7288    
   390.0000       52041.00       228.1250    
   391.0000       53736.00       231.8103    
   392.0000       53778.00       231.9008    
   393.0000       51743.00       227.4709    
   394.0000       54034.00       232.4521    
   395.0000       53731.00       231.7995    
   396.0000       54389.00       233.2145    
   397.0000       54440.00       233.3238    
   398.0000       52832.00       229.8521    
   399.0000       54770.00       234.0299    
   400.0000       53763.00       231.8685    
   401.0000       53330.00       230.9329    
   402.0000       53606.00       231.5297    
   403.0000       53797.00       231.9418    
   404.0000       54039.00       232.4629    
   405.0000       55697.00       236.0021    
   406.0000       53699.00       231.7305    
   407.0000       53017.00       230.2542    
   408.0000       52432.00       228.9803    
   409.0000       54392.00       233.2209    
   410.0000       49458.00       222.3915    
   411.0000       52498.00       229.1244    
   412.0000       54039.00       232.4629    
   413.0000       52353.00       228.8078    
   414.0000       53453.00       231.1991    
   415.0000       52347.00       228.7947    
   416.0000       53051.00       230.3280    
   417.0000       52438.00       228.9935    
   418.0000       49779.00       223.1121    
   419.0000       48743.00       220.7782    
   420.0000       53065.00       230.3584    
   421.0000       52420.00       228.9541    
   422.0000       54391.00       233.2188    
   423.0000       53964.00       232.3015    
   424.0000       52399.00       228.9083    
   425.0000       53892.00       232.1465    
   426.0000       53948.00       232.2671    
   427.0000       54479.00       233.4074    
   428.0000       52512.00       229.1550    
   429.0000       55572.00       235.7371    
   430.0000       49908.00       223.4010    
   431.0000       51549.00       227.0441    
   432.0000       53953.00       232.2778    
   433.0000       51644.00       227.2532    
   434.0000       52298.00       228.6876    
   435.0000       52660.00       229.4777    
   436.0000       52114.00       228.2849    
   437.0000       53419.00       231.1255    
   438.0000       52369.00       228.8427    
   439.0000       51013.00       225.8606    
   440.0000       53940.00       232.2499    
   441.0000       52511.00       229.1528    
   442.0000       51628.00       227.2180    
   443.0000       51304.00       226.5039    
   444.0000       51924.00       227.8684    
   445.0000       52681.00       229.5234    
   446.0000       52383.00       228.8733    
   447.0000       52925.00       230.0543    
   448.0000       51514.00       226.9670    
   449.0000       55273.00       235.1021    
   450.0000       50128.00       223.8928    
   451.0000       51832.00       227.6664    
   452.0000       52627.00       229.4057    
   453.0000       51773.00       227.5368    
   454.0000       50996.00       225.8229    
   455.0000       52120.00       228.2980    
   456.0000       52697.00       229.5583    
   457.0000       51894.00       227.8026    
   458.0000       51012.00       225.8584    
   459.0000       49234.00       221.8874    
   460.0000       60346.00       245.6542    
   461.0000       51769.00       227.5280    
   462.0000       52193.00       228.4579    
   463.0000       53371.00       231.0216    
   464.0000       53486.00       231.2704    
   465.0000       53335.00       230.9437    
   466.0000       52026.00       228.0921    
   467.0000       53801.00       231.9504    
   468.0000       51976.00       227.9825    
   469.0000       55439.00       235.4549    
   470.0000       51942.00       227.9079    
   471.0000       51775.00       227.5412    
   472.0000       51767.00       227.5236    
   473.0000       51787.00       227.5676    
   474.0000       51649.00       227.2642    
   475.0000       52200.00       228.4732    
   476.0000       54750.00       233.9872    
   477.0000       53247.00       230.7531    
   478.0000       51838.00       227.6796    
   479.0000       53739.00       231.8167    
   480.0000       48832.00       220.9796    
   481.0000       52990.00       230.1956    
   482.0000       53471.00       231.2380    
   483.0000       52858.00       229.9087    
   484.0000       51702.00       227.3807    
   485.0000       52021.00       228.0811    
   486.0000       53242.00       230.7423    
   487.0000       53868.00       232.0948    
   488.0000       52135.00       228.3309    
   489.0000       56594.00       237.8949    
   490.0000       51407.00       226.7311    
   491.0000       51625.00       227.2113    
   492.0000       53886.00       232.1336    
   493.0000       52624.00       229.3992    
   494.0000       53479.00       231.2553    
   495.0000       52543.00       229.2226    
   496.0000       53934.00       232.2370    
   497.0000       54670.00       233.8162    
   498.0000       53273.00       230.8094    
   499.0000       52965.00       230.1413    
   500.0000       52507.00       229.1441    
   501.0000       52133.00       228.3265    
   502.0000       52420.00       228.9541    
   503.0000       52016.00       228.0702    
   504.0000       53074.00       230.3779    
   505.0000       54854.00       234.2093    
   506.0000       54117.00       232.6306    
   507.0000       55553.00       235.6968    
   508.0000       52773.00       229.7237    
   509.0000       55666.00       235.9364    
   510.0000       51445.00       226.8149    
   511.0000       53485.00       231.2682    
   512.0000       53854.00       232.0647    
   513.0000       52243.00       228.5673    
   514.0000       53637.00       231.5966    
   515.0000       53446.00       231.1839    
   516.0000       54690.00       233.8589    
   517.0000       54725.00       233.9337    
   518.0000       53793.00       231.9332    
   519.0000       54686.00       233.8504    
   520.0000       57579.00       239.9563    
   521.0000       51793.00       227.5807    
   522.0000       52922.00       230.0478    
   523.0000       54140.00       232.6800    
   524.0000       53464.00       231.2228    
   525.0000       53695.00       231.7218    
   526.0000       54176.00       232.7574    
   527.0000       55843.00       236.3112    
   528.0000       52313.00       228.7204    
   529.0000       56370.00       237.4237    
   530.0000       52665.00       229.4886    
   531.0000       54043.00       232.4715    
   532.0000       54108.00       232.6113    
   533.0000       53358.00       230.9935    
   534.0000       53228.00       230.7119    
   535.0000       52424.00       228.9629    
   536.0000       56956.00       238.6546    
   537.0000       54838.00       234.1752    
   538.0000       52945.00       230.0978    
   539.0000       53156.00       230.5558    
   540.0000       54357.00       233.1459    
   541.0000       52777.00       229.7325    
   542.0000       53784.00       231.9138    
   543.0000       54993.00       234.5059    
   544.0000       54132.00       232.6628    
   545.0000       54782.00       234.0555    
   546.0000       54254.00       232.9249    
   547.0000       55906.00       236.4445    
   548.0000       54005.00       232.3898    
   549.0000       57078.00       238.9100    
   550.0000       52882.00       229.9609    
   551.0000       53673.00       231.6743    
   552.0000       54682.00       233.8418    
   553.0000       53490.00       231.2791    
   554.0000       53597.00       231.5103    
   555.0000       53777.00       231.8987    
   556.0000       54534.00       233.5252    
   557.0000       54891.00       234.2883    
   558.0000       52517.00       229.1659    
   559.0000       48032.00       219.1620    
   560.0000       52198.00       228.4688    
   561.0000       52782.00       229.7433    
   562.0000       52604.00       229.3556    
   563.0000       52308.00       228.7094    
   564.0000       53179.00       230.6057    
   565.0000       53933.00       232.2348    
   566.0000       54262.00       232.9420    
   567.0000       54132.00       232.6628    
   568.0000       51410.00       226.7377    
   569.0000       55728.00       236.0678    
   570.0000       49869.00       223.3137    
   571.0000       50304.00       224.2855    
   572.0000       54336.00       233.1008    
   573.0000       51585.00       227.1233    
   574.0000       52629.00       229.4101    
   575.0000       51520.00       226.9802    
   576.0000       51722.00       227.4247    
   577.0000       52436.00       228.9891    
   578.0000       49839.00       223.2465    
   579.0000       42513.00       206.1868    
   580.0000       50662.00       225.0822    
   581.0000       51237.00       226.3559    
   582.0000       51426.00       226.7730    
   583.0000       52254.00       228.5913    
   584.0000       52750.00       229.6737    
   585.0000       52162.00       228.3900    
   586.0000       50964.00       225.7521    
   587.0000       52525.00       229.1833    
   588.0000       49810.00       223.1815    
   589.0000       53667.00       231.6614    
   590.0000       48139.00       219.4060    
   591.0000       47995.00       219.0776    
   592.0000       50947.00       225.7144    
   593.0000       47298.00       217.4810    
   594.0000       48019.00       219.1324    
   595.0000       49734.00       223.0112    
   596.0000       50162.00       223.9688    
   597.0000       46761.00       216.2429    
   598.0000       47063.00       216.9401    
   599.0000       45115.00       212.4029    
   600.0000       50033.00       223.6806    
   601.0000       47273.00       217.4236    
   602.0000       47451.00       217.8325    
   603.0000       49152.00       221.7025    
   604.0000       47972.00       219.0251    
   605.0000       47477.00       217.8922    
   606.0000       46316.00       215.2115    
   607.0000       48090.00       219.2943    
   608.0000       46849.00       216.4463    
   609.0000       48670.00       220.6128    
   610.0000       45066.00       212.2875    
   611.0000       46057.00       214.6089    
   612.0000       46614.00       215.9028    
   613.0000       45316.00       212.8755    
   614.0000       45034.00       212.2122    
   615.0000       45820.00       214.0561    
   616.0000       45350.00       212.9554    
   617.0000       45474.00       213.2463    
   618.0000       52288.00       228.6657    
   619.0000       53838.00       232.0302    
   620.0000       64262.00       253.4995    
   621.0000       53061.00       230.3497    
   622.0000       54370.00       233.1738    
   623.0000       55360.00       235.2871    
   624.0000       53409.00       231.1039    
   625.0000       54744.00       233.9743    
   626.0000       53808.00       231.9655    
   627.0000       55170.00       234.8829    
   628.0000       52455.00       229.0306    
   629.0000       55700.00       236.0085    
   630.0000       50206.00       224.0670    
   631.0000       51243.00       226.3692    
   632.0000       53572.00       231.4563    
   633.0000       50648.00       225.0511    
   634.0000       50872.00       225.5482    
   635.0000       51251.00       226.3868    
   636.0000       52225.00       228.5279    
   637.0000       52525.00       229.1833    
   638.0000       51538.00       227.0198    
   639.0000       51931.00       227.8837    
