sample v-GeO2 1350K tst                                      24-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   10311.00       101.5431    
   1.000000       1315.000       36.26293    
   2.000000       1480.000       38.47077    
   3.000000       1874.000       43.28972    
   4.000000       2743.000       52.37366    
   5.000000       3707.000       60.88514    
   6.000000       4406.000       66.37771    
   7.000000       5197.000       72.09022    
   8.000000       5342.000       73.08899    
   9.000000       5489.000       74.08778    
   10.00000       5116.000       71.52622    
   11.00000       4929.000       70.20684    
   12.00000       4531.000       67.31271    
   13.00000       4151.000       64.42825    
   14.00000       3889.000       62.36185    
   15.00000       3657.000       60.47313    
   16.00000       4037.000       63.53739    
   17.00000       4425.000       66.52068    
   18.00000       4718.000       68.68770    
   19.00000       11143.00       105.5604    
   20.00000       5829.000       76.34789    
   21.00000       6256.000       79.09488    
   22.00000       6640.000       81.48620    
   23.00000       7908.000       88.92693    
   24.00000       24501.00       156.5280    
   25.00000       44034.00       209.8428    
   26.00000       48347.00       219.8795    
   27.00000       52321.00       228.7378    
   28.00000       53207.00       230.6664    
   29.00000       53203.00       230.6578    
   30.00000       45260.00       212.7440    
   31.00000       47235.00       217.3362    
   32.00000       52043.00       228.1293    
   33.00000       55910.00       236.4530    
   34.00000       54382.00       233.1995    
   35.00000       53543.00       231.3936    
   36.00000       58250.00       241.3504    
   37.00000       58214.00       241.2758    
   38.00000       54485.00       233.4202    
   39.00000       50962.00       225.7477    
   40.00000       60180.00       245.3161    
   41.00000       58233.00       241.3151    
   42.00000       58604.00       242.0826    
   43.00000       61156.00       247.2974    
   44.00000       62172.00       249.3431    
   45.00000       62519.00       250.0380    
   46.00000       60957.00       246.8947    
   47.00000       61311.00       247.6106    
   48.00000       60487.00       245.9411    
   49.00000       63762.00       252.5114    
   50.00000       56076.00       236.8037    
   51.00000       61186.00       247.3580    
   52.00000       66995.00       258.8339    
   53.00000       65203.00       255.3488    
   54.00000       66565.00       258.0020    
   55.00000       68741.00       262.1851    
   56.00000       67840.00       260.4611    
   57.00000       67930.00       260.6339    
   58.00000       66056.00       257.0136    
   59.00000       56959.00       238.6608    
   60.00000       71153.00       266.7452    
   61.00000       72886.00       269.9741    
   62.00000       78194.00       279.6319    
   63.00000       78492.00       280.1642    
   64.00000       78266.00       279.7606    
   65.00000       79729.00       282.3633    
   66.00000       79060.00       281.1761    
   67.00000       78438.00       280.0678    
   68.00000       75422.00       274.6307    
   69.00000       83401.00       288.7923    
   70.00000       74176.00       272.3527    
   71.00000       74158.00       272.3197    
   72.00000       74898.00       273.6750    
   73.00000       74551.00       273.0403    
   74.00000       77426.00       278.2553    
   75.00000       73894.00       271.8345    
   76.00000       73411.00       270.9446    
