sample v-GeO2 750K                                           20-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   12297.00       110.8918    
   1.000000       1394.000       37.33631    
   2.000000       1748.000       41.80909    
   3.000000       1938.000       44.02272    
   4.000000       2813.000       53.03772    
   5.000000       3901.000       62.45798    
   6.000000       4501.000       67.08949    
   7.000000       5457.000       73.87151    
   8.000000       5761.000       75.90125    
   9.000000       6052.000       77.79460    
   10.00000       5527.000       74.34380    
   11.00000       5359.000       73.20519    
   12.00000       4959.000       70.42017    
   13.00000       4431.000       66.56576    
   14.00000       4141.000       64.35060    
   15.00000       3907.000       62.50600    
   16.00000       4253.000       65.21503    
   17.00000       4442.000       66.64833    
   18.00000       5104.000       71.44228    
   19.00000       12465.00       111.6468    
   20.00000       6178.000       78.60026    
   21.00000       6598.000       81.22807    
   22.00000       7008.000       83.71380    
   23.00000       8212.000       90.62009    
   24.00000       24509.00       156.5535    
   25.00000       45284.00       212.8004    
   26.00000       49891.00       223.3629    
   27.00000       52737.00       229.6454    
   28.00000       54672.00       233.8204    
   29.00000       53438.00       231.1666    
   30.00000       47570.00       218.1055    
   31.00000       47831.00       218.7030    
   32.00000       53166.00       230.5775    
   33.00000       56792.00       238.3107    
   34.00000       55485.00       235.5525    
   35.00000       54899.00       234.3054    
   36.00000       59930.00       244.8060    
   37.00000       59043.00       242.9877    
   38.00000       56702.00       238.1218    
   39.00000       53717.00       231.7693    
   40.00000       61545.00       248.0826    
   41.00000       59056.00       243.0144    
   42.00000       60429.00       245.8231    
   43.00000       61680.00       248.3546    
   44.00000       62582.00       250.1639    
   45.00000       63823.00       252.6321    
   46.00000       62778.00       250.5554    
   47.00000       62162.00       249.3231    
   48.00000       61965.00       248.9277    
   49.00000       65913.00       256.7353    
   50.00000       60554.00       246.0772    
   51.00000       64430.00       253.8307    
   52.00000       71900.00       268.1418    
   53.00000       69547.00       263.7177    
   54.00000       72593.00       269.4309    
   55.00000       73821.00       271.7002    
   56.00000       75555.00       274.8727    
   57.00000       76452.00       276.4995    
   58.00000       77307.00       278.0414    
   59.00000       69990.00       264.5562    
   60.00000       84326.00       290.3894    
   61.00000       86015.00       293.2831    
   62.00000       94035.00       306.6513    
   63.00000       93832.00       306.3201    
   64.00000       95148.00       308.4607    
   65.00000       95884.00       309.6514    
   66.00000       95399.00       308.8673    
   67.00000       92652.00       304.3879    
   68.00000       90540.00       300.8987    
   69.00000       98056.00       313.1389    
   70.00000       88925.00       298.2029    
   71.00000       86108.00       293.4417    
   72.00000       86614.00       294.3026    
   73.00000       83876.00       289.6135    
   74.00000       86804.00       294.6252    
   75.00000       81579.00       285.6204    
   76.00000       81849.00       286.0927    
