sample v-GeO2 1400K                                          24-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   10343.00       101.7005    
   1.000000       1279.000       35.76311    
   2.000000       1630.000       40.37326    
   3.000000       1800.000       42.42641    
   4.000000       2703.000       51.99038    
   5.000000       3839.000       61.95966    
   6.000000       4259.000       65.26102    
   7.000000       5162.000       71.84706    
   8.000000       5307.000       72.84916    
   9.000000       5628.000       75.02000    
   10.00000       5107.000       71.46328    
   11.00000       4871.000       69.79255    
   12.00000       4679.000       68.40321    
   13.00000       4042.000       63.57673    
   14.00000       3883.000       62.31372    
   15.00000       3755.000       61.27805    
   16.00000       3935.000       62.72958    
   17.00000       4052.000       63.65532    
   18.00000       4703.000       68.57842    
   19.00000       10775.00       103.8027    
   20.00000       5752.000       75.84194    
   21.00000       6365.000       79.78095    
   22.00000       6559.000       80.98766    
   23.00000       7856.000       88.63408    
   24.00000       24858.00       157.6642    
   25.00000       43712.00       209.0741    
   26.00000       48626.00       220.5130    
   27.00000       51904.00       227.8245    
   28.00000       53862.00       232.0819    
   29.00000       52964.00       230.1391    
   30.00000       45002.00       212.1367    
   31.00000       46786.00       216.3007    
   32.00000       51824.00       227.6488    
   33.00000       55615.00       235.8283    
   34.00000       53987.00       232.3510    
   35.00000       53841.00       232.0366    
   36.00000       58495.00       241.8574    
   37.00000       57828.00       240.4745    
   38.00000       54488.00       233.4267    
   39.00000       51059.00       225.9624    
   40.00000       60292.00       245.5443    
   41.00000       58097.00       241.0332    
   42.00000       58448.00       241.7602    
   43.00000       60833.00       246.6435    
   44.00000       61618.00       248.2297    
   45.00000       63216.00       251.4279    
   46.00000       60495.00       245.9573    
   47.00000       61975.00       248.9478    
   48.00000       60317.00       245.5952    
   49.00000       64736.00       254.4327    
   50.00000       56342.00       237.3647    
   51.00000       61245.00       247.4773    
   52.00000       67208.00       259.2451    
   53.00000       65620.00       256.1640    
   54.00000       66837.00       258.5285    
   55.00000       68641.00       261.9943    
   56.00000       68627.00       261.9676    
   57.00000       68597.00       261.9103    
   58.00000       66188.00       257.2703    
   59.00000       56970.00       238.6839    
   60.00000       72311.00       268.9070    
   61.00000       74007.00       272.0423    
   62.00000       78584.00       280.3284    
   63.00000       79606.00       282.1454    
   64.00000       79228.00       281.4747    
   65.00000       80813.00       284.2763    
   66.00000       79347.00       281.6860    
   67.00000       78371.00       279.9482    
   68.00000       76065.00       275.7988    
   69.00000       84415.00       290.5426    
   70.00000       74285.00       272.5527    
   71.00000       74443.00       272.8424    
   72.00000       74993.00       273.8485    
   73.00000       74242.00       272.4738    
   74.00000       77086.00       277.6436    
   75.00000       73758.00       271.5842    
   76.00000       73620.00       271.3300    
