sample v-GeO2 350K                                           17-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   12210.00       110.4989    
   1.000000       1330.000       36.46917    
   2.000000       1608.000       40.09988    
   3.000000       2094.000       45.76025    
   4.000000       2835.000       53.24472    
   5.000000       3871.000       62.21736    
   6.000000       4655.000       68.22756    
   7.000000       5461.000       73.89858    
   8.000000       5880.000       76.68116    
   9.000000       6062.000       77.85885    
   10.00000       5615.000       74.93330    
   11.00000       5542.000       74.44461    
   12.00000       5135.000       71.65891    
   13.00000       4422.000       66.49812    
   14.00000       4233.000       65.06151    
   15.00000       3873.000       62.23343    
   16.00000       4354.000       65.98485    
   17.00000       4478.000       66.91786    
   18.00000       5231.000       72.32565    
   19.00000       12526.00       111.9196    
   20.00000       6081.000       77.98077    
   21.00000       6558.000       80.98148    
   22.00000       7173.000       84.69357    
   23.00000       8221.000       90.66973    
   24.00000       24557.00       156.7067    
   25.00000       44846.00       211.7687    
   26.00000       50343.00       224.3725    
   27.00000       53269.00       230.8008    
   28.00000       55220.00       234.9894    
   29.00000       53893.00       232.1487    
   30.00000       47676.00       218.3483    
   31.00000       47675.00       218.3461    
   32.00000       53507.00       231.3158    
   33.00000       57135.00       239.0293    
   34.00000       56089.00       236.8312    
   35.00000       54678.00       233.8333    
   36.00000       60421.00       245.8068    
   37.00000       59576.00       244.0820    
   38.00000       57392.00       239.5663    
   39.00000       54234.00       232.8819    
   40.00000       61822.00       248.6403    
   41.00000       59083.00       243.0699    
   42.00000       60250.00       245.4588    
   43.00000       61848.00       248.6926    
   44.00000       63390.00       251.7737    
   45.00000       64393.00       253.7578    
   46.00000       62783.00       250.5654    
   47.00000       62226.00       249.4514    
   48.00000       62312.00       249.6237    
   49.00000       66657.00       258.1802    
   50.00000       60578.00       246.1260    
   51.00000       64312.00       253.5981    
   52.00000       71880.00       268.1045    
   53.00000       69684.00       263.9773    
   54.00000       72196.00       268.6931    
   55.00000       73120.00       270.4071    
   56.00000       74862.00       273.6092    
   57.00000       76201.00       276.0453    
   58.00000       76728.00       276.9982    
   59.00000       69148.00       262.9601    
   60.00000       83516.00       288.9914    
   61.00000       86207.00       293.6103    
   62.00000       93528.00       305.8235    
   63.00000       93321.00       305.4849    
   64.00000       94196.00       306.9137    
   65.00000       95900.00       309.6772    
   66.00000       94017.00       306.6219    
   67.00000       92557.00       304.2318    
   68.00000       90601.00       301.0000    
   69.00000       98385.00       313.6638    
   70.00000       88238.00       297.0488    
   71.00000       85541.00       292.4739    
   72.00000       86735.00       294.5081    
   73.00000       84332.00       290.3997    
   74.00000       86445.00       294.0153    
   75.00000       82320.00       286.9146    
   76.00000       82591.00       287.3865    
