sample v-GeO2 700K                                           19-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   12473.00       111.6826    
   1.000000       1409.000       37.53665    
   2.000000       1639.000       40.48457    
   3.000000       1976.000       44.45222    
   4.000000       2806.000       52.97169    
   5.000000       3929.000       62.68174    
   6.000000       4589.000       67.74216    
   7.000000       5395.000       73.45066    
   8.000000       5695.000       75.46523    
   9.000000       5915.000       76.90903    
   10.00000       5650.000       75.16648    
   11.00000       5464.000       73.91888    
   12.00000       5131.000       71.63100    
   13.00000       4433.000       66.58078    
   14.00000       4160.000       64.49806    
   15.00000       4001.000       63.25346    
   16.00000       4277.000       65.39877    
   17.00000       4555.000       67.49074    
   18.00000       5227.000       72.29800    
   19.00000       12289.00       110.8558    
   20.00000       6115.000       78.19846    
   21.00000       6623.000       81.38181    
   22.00000       6967.000       83.46856    
   23.00000       8099.000       89.99445    
   24.00000       24603.00       156.8534    
   25.00000       44703.00       211.4308    
   26.00000       49685.00       222.9013    
   27.00000       53329.00       230.9307    
   28.00000       54620.00       233.7092    
   29.00000       53881.00       232.1228    
   30.00000       47018.00       216.8363    
   31.00000       48023.00       219.1415    
   32.00000       53199.00       230.6491    
   33.00000       56770.00       238.2646    
   34.00000       55489.00       235.5610    
   35.00000       54707.00       233.8953    
   36.00000       60050.00       245.0510    
   37.00000       58627.00       242.1301    
   38.00000       56986.00       238.7174    
   39.00000       53931.00       232.2305    
   40.00000       61094.00       247.1720    
   41.00000       58982.00       242.8621    
   42.00000       59872.00       244.6876    
   43.00000       61366.00       247.7216    
   44.00000       62638.00       250.2758    
   45.00000       64100.00       253.1798    
   46.00000       63311.00       251.6168    
   47.00000       62264.00       249.5276    
   48.00000       62049.00       249.0964    
   49.00000       66509.00       257.8934    
   50.00000       60040.00       245.0306    
   51.00000       64415.00       253.8011    
   52.00000       72297.00       268.8810    
   53.00000       69648.00       263.9091    
   54.00000       72770.00       269.7592    
   55.00000       73760.00       271.5879    
   56.00000       75325.00       274.4540    
   57.00000       76936.00       277.3734    
   58.00000       77951.00       279.1971    
   59.00000       70374.00       265.2810    
   60.00000       84312.00       290.3653    
   61.00000       85979.00       293.2218    
   62.00000       93362.00       305.5520    
   63.00000       93552.00       305.8627    
   64.00000       94863.00       307.9984    
   65.00000       96250.00       310.2419    
   66.00000       95488.00       309.0113    
   67.00000       92254.00       303.7334    
   68.00000       90764.00       301.2706    
   69.00000       98339.00       313.5905    
   70.00000       88642.00       297.7281    
   71.00000       86197.00       293.5933    
   72.00000       87208.00       295.3100    
   73.00000       84324.00       290.3860    
   74.00000       87117.00       295.1559    
   75.00000       81273.00       285.0842    
   76.00000       82226.00       286.7508    
