sample v-GeO2 800K                                           20-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   12239.00       110.6300    
   1.000000       1450.000       38.07887    
   2.000000       1661.000       40.75537    
   3.000000       1999.000       44.71018    
   4.000000       2824.000       53.14132    
   5.000000       3845.000       62.00806    
   6.000000       4494.000       67.03730    
   7.000000       5512.000       74.24284    
   8.000000       5743.000       75.78259    
   9.000000       5999.000       77.45321    
   10.00000       5725.000       75.66373    
   11.00000       5280.000       72.66360    
   12.00000       5074.000       71.23202    
   13.00000       4395.000       66.29480    
   14.00000       4157.000       64.47480    
   15.00000       3860.000       62.12890    
   16.00000       4063.000       63.74166    
   17.00000       4481.000       66.94027    
   18.00000       5191.000       72.04859    
   19.00000       12075.00       109.8863    
   20.00000       6390.000       79.93748    
   21.00000       6618.000       81.35109    
   22.00000       6998.000       83.65405    
   23.00000       8186.000       90.47652    
   24.00000       24820.00       157.5436    
   25.00000       45310.00       212.8615    
   26.00000       49785.00       223.1255    
   27.00000       52405.00       228.9214    
   28.00000       54349.00       233.1287    
   29.00000       53360.00       230.9978    
   30.00000       46949.00       216.6772    
   31.00000       47728.00       218.4674    
   32.00000       53137.00       230.5146    
   33.00000       56702.00       238.1218    
   34.00000       55375.00       235.3189    
   35.00000       54563.00       233.5872    
   36.00000       58884.00       242.6603    
   37.00000       58644.00       242.1652    
   38.00000       56220.00       237.1076    
   39.00000       52127.00       228.3134    
   40.00000       61377.00       247.7438    
   41.00000       58301.00       241.4560    
   42.00000       59583.00       244.0963    
   43.00000       61043.00       247.0688    
   44.00000       62498.00       249.9960    
   45.00000       63320.00       251.6347    
   46.00000       62448.00       249.8960    
   47.00000       61799.00       248.5940    
   48.00000       61458.00       247.9072    
   49.00000       65802.00       256.5190    
   50.00000       60017.00       244.9837    
   51.00000       63167.00       251.3305    
   52.00000       71000.00       266.4583    
   53.00000       69100.00       262.8688    
   54.00000       71907.00       268.1548    
   55.00000       73201.00       270.5568    
   56.00000       74569.00       273.0732    
   57.00000       76289.00       276.2046    
   58.00000       77078.00       277.6292    
   59.00000       68736.00       262.1755    
   60.00000       84660.00       290.9639    
   61.00000       86784.00       294.5912    
   62.00000       94783.00       307.8685    
   63.00000       94727.00       307.7775    
   64.00000       96108.00       310.0129    
   65.00000       97575.00       312.3700    
   66.00000       96520.00       310.6767    
   67.00000       93981.00       306.5632    
   68.00000       91386.00       302.3012    
   69.00000       98332.00       313.5793    
   70.00000       89265.00       298.7725    
   71.00000       85790.00       292.8993    
   72.00000       86532.00       294.1632    
   73.00000       84322.00       290.3825    
   74.00000       86786.00       294.5946    
   75.00000       81142.00       284.8543    
   76.00000       81914.00       286.2062    
