sample v-GeO2 800K                                           21-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   12320.00       110.9955    
   1.000000       1370.000       37.01351    
   2.000000       1719.000       41.46082    
   3.000000       1975.000       44.44097    
   4.000000       2814.000       53.04715    
   5.000000       4016.000       63.37192    
   6.000000       4634.000       68.07349    
   7.000000       5341.000       73.08215    
   8.000000       6830.000       82.64381    
   9.000000       7153.000       84.57541    
   10.00000       6601.000       81.24654    
   11.00000       6332.000       79.57387    
   12.00000       6074.000       77.93587    
   13.00000       5212.000       72.19418    
   14.00000       5034.000       70.95068    
   15.00000       4733.000       68.79680    
   16.00000       5409.000       73.54591    
   17.00000       5810.000       76.22336    
   18.00000       6454.000       80.33679    
   19.00000       13625.00       116.7262    
   20.00000       6131.000       78.30070    
   21.00000       6593.000       81.19729    
   22.00000       7061.000       84.02975    
   23.00000       8049.000       89.71622    
   24.00000       24372.00       156.1153    
   25.00000       44431.00       210.7866    
   26.00000       49168.00       221.7386    
   27.00000       52358.00       228.8187    
   28.00000       54612.00       233.6921    
   29.00000       53374.00       231.0281    
   30.00000       46998.00       216.7902    
   31.00000       47416.00       217.7522    
   32.00000       52916.00       230.0348    
   33.00000       56661.00       238.0357    
   34.00000       55252.00       235.0574    
   35.00000       54362.00       233.1566    
   36.00000       59117.00       243.1399    
   37.00000       58723.00       242.3283    
   38.00000       56462.00       237.6173    
   39.00000       52494.00       229.1157    
   40.00000       60279.00       245.5178    
   41.00000       58529.00       241.9277    
   42.00000       59260.00       243.4338    
   43.00000       60993.00       246.9676    
   44.00000       61691.00       248.3767    
   45.00000       62777.00       250.5534    
   46.00000       62257.00       249.5135    
   47.00000       61098.00       247.1801    
   48.00000       61548.00       248.0887    
   49.00000       65168.00       255.2802    
   50.00000       59471.00       243.8668    
   51.00000       63218.00       251.4319    
   52.00000       71264.00       266.9532    
   53.00000       69551.00       263.7253    
   54.00000       71955.00       268.2443    
   55.00000       73053.00       270.2832    
   56.00000       75228.00       274.2772    
   57.00000       76606.00       276.7779    
   58.00000       77438.00       278.2769    
   59.00000       69688.00       263.9849    
   60.00000       83671.00       289.2594    
   61.00000       86546.00       294.1870    
   62.00000       94174.00       306.8778    
   63.00000       93627.00       305.9853    
   64.00000       94968.00       308.1688    
   65.00000       96297.00       310.3176    
   66.00000       95407.00       308.8802    
   67.00000       93054.00       305.0475    
   68.00000       91542.00       302.5591    
   69.00000       98689.00       314.1480    
   70.00000       89805.00       299.6748    
   71.00000       86226.00       293.6426    
   72.00000       87031.00       295.0102    
   73.00000       84134.00       290.0586    
   74.00000       86284.00       293.7414    
   75.00000       80858.00       284.3554    
   76.00000       81429.00       285.3577    
