sample v-GeO2 1350K tst                                      24-11-07  2000.000K
   77.00000       73923.00       271.8878    
   78.00000       68076.00       260.9138    
   79.00000       56576.00       237.8571    
   80.00000       71669.00       267.7107    
   81.00000       70717.00       265.9267    
   82.00000       71973.00       268.2778    
   83.00000       72121.00       268.5535    
   84.00000       70931.00       266.3287    
   85.00000       71026.00       266.5070    
   86.00000       68290.00       261.3235    
   87.00000       69668.00       263.9470    
   88.00000       70317.00       265.1735    
   89.00000       73872.00       271.7940    
   90.00000       65465.00       255.8613    
   91.00000       68252.00       261.2508    
   92.00000       68858.00       262.4081    
   93.00000       67778.00       260.3421    
   94.00000       68865.00       262.4214    
   95.00000       69214.00       263.0855    
   96.00000       69429.00       263.4938    
   97.00000       71590.00       267.5631    
   98.00000       69629.00       263.8731    
   99.00000       64223.00       253.4226    
   100.0000       67473.00       259.7556    
   101.0000       69702.00       264.0114    
   102.0000       70553.00       265.6181    
   103.0000       74154.00       272.3123    
   104.0000       75049.00       273.9507    
   105.0000       74420.00       272.8003    
   106.0000       73267.00       270.6788    
   107.0000       78108.00       279.4781    
   108.0000       77730.00       278.8010    
   109.0000       82319.00       286.9129    
   110.0000       71310.00       267.0393    
   111.0000       71511.00       267.4154    
   112.0000       73648.00       271.3817    
   113.0000       69632.00       263.8788    
   114.0000       71584.00       267.5518    
   115.0000       71067.00       266.5840    
   116.0000       71366.00       267.1442    
   117.0000       69107.00       262.8821    
   118.0000       64154.00       253.2864    
   119.0000       56806.00       238.3401    
   120.0000       74247.00       272.4830    
   121.0000       69263.00       263.1786    
   122.0000       73082.00       270.3368    
   123.0000       73396.00       270.9170    
   124.0000       71238.00       266.9045    
   125.0000       71272.00       266.9682    
   126.0000       72168.00       268.6410    
   127.0000       73012.00       270.2073    
   128.0000       68926.00       262.5376    
   129.0000       75348.00       274.4959    
   130.0000       68577.00       261.8721    
   131.0000       71006.00       266.4695    
   132.0000       73655.00       271.3946    
   133.0000       71024.00       266.5033    
   134.0000       72716.00       269.6591    
   135.0000       71582.00       267.5481    
   136.0000       73877.00       271.8032    
   137.0000       75328.00       274.4595    
   138.0000       71419.00       267.2433    
   139.0000       74020.00       272.0662    
   140.0000       70800.00       266.0827    
   141.0000       72877.00       269.9574    
   142.0000       73946.00       271.9301    
   143.0000       76390.00       276.3874    
   144.0000       76173.00       275.9946    
   145.0000       76314.00       276.2499    
   146.0000       75768.00       275.2599    
   147.0000       80104.00       283.0265    
   148.0000       77730.00       278.8010    
   149.0000       83338.00       288.6832    
   150.0000       76142.00       275.9384    
   151.0000       79262.00       281.5351    
   152.0000       82412.00       287.0749    
   153.0000       81664.00       285.7691    
   154.0000       81677.00       285.7919    
   155.0000       79261.00       281.5333    
   156.0000       83027.00       288.1441    
   157.0000       84783.00       291.1752    
   158.0000       77514.00       278.4134    
   159.0000       57734.00       240.2790    
   160.0000       89867.00       299.7783    
   161.0000       86281.00       293.7363    
   162.0000       86740.00       294.5165    
   163.0000       88164.00       296.9242    
   164.0000       88280.00       297.1195    
   165.0000       88607.00       297.6693    
   166.0000       87625.00       296.0152    
   167.0000       89286.00       298.8076    
   168.0000       85659.00       292.6756    
   169.0000       92427.00       304.0181    
   170.0000       86633.00       294.3348    
   171.0000       86223.00       293.6375    
   172.0000       88923.00       298.1996    
   173.0000       84267.00       290.2878    
   174.0000       83517.00       288.9931    
   175.0000       87005.00       294.9661    
   176.0000       89295.00       298.8227    
   177.0000       85524.00       292.4449    
   178.0000       81513.00       285.5048    
   179.0000       78686.00       280.5103    
   180.0000       86458.00       294.0374    
   181.0000       84176.00       290.1310    
   182.0000       85584.00       292.5474    
   183.0000       86227.00       293.6443    
   184.0000       84501.00       290.6906    
   185.0000       85755.00       292.8395    
   186.0000       82189.00       286.6862    
   187.0000       81474.00       285.4365    
   188.0000       78598.00       280.3534    
   189.0000       82841.00       287.8211    
   190.0000       76690.00       276.9296    
   191.0000       76025.00       275.7263    
   192.0000       76870.00       277.2544    
   193.0000       74241.00       272.4720    
   194.0000       74062.00       272.1433    
   195.0000       74471.00       272.8937    
   196.0000       72769.00       269.7573    
   197.0000       72430.00       269.1282    
   198.0000       71888.00       268.1194    
   199.0000       73412.00       270.9465    
   200.0000       67421.00       259.6555    
   201.0000       67937.00       260.6473    
   202.0000       71068.00       266.5858    
   203.0000       72375.00       269.0260    
   204.0000       70773.00       266.0320    
   205.0000       69898.00       264.3823    
   206.0000       69490.00       263.6096    
   207.0000       72362.00       269.0019    
   208.0000       69909.00       264.4031    
   209.0000       73020.00       270.2221    
   210.0000       64513.00       253.9941    
   211.0000       67944.00       260.6607    
   212.0000       72042.00       268.4064    
   213.0000       70038.00       264.6469    
   214.0000       69201.00       263.0608    
   215.0000       67475.00       259.7595    
   216.0000       69449.00       263.5318    
   217.0000       70675.00       265.8477    
   218.0000       65397.00       255.7284    
   219.0000       63300.00       251.5949    
   220.0000       73607.00       271.3061    
   221.0000       68241.00       261.2298    
   222.0000       68944.00       262.5719    
   223.0000       70655.00       265.8101    
   224.0000       69366.00       263.3743    
   225.0000       69284.00       263.2185    
   226.0000       70087.00       264.7395    
   227.0000       71538.00       267.4659    
   228.0000       69689.00       263.9868    
   229.0000       74631.00       273.1867    
   230.0000       66160.00       257.2159    
   231.0000       68004.00       260.7758    
   232.0000       70311.00       265.1622    
   233.0000       70128.00       264.8169    
   234.0000       69664.00       263.9394    
   235.0000       70277.00       265.0981    
   236.0000       71895.00       268.1324    
   237.0000       69997.00       264.5695    
   238.0000       69526.00       263.6778    
   239.0000       62899.00       250.7967    
   240.0000       73585.00       271.2656    
   241.0000       71132.00       266.7058    
   242.0000       74238.00       272.4665    
   243.0000       72423.00       269.1152    
   244.0000       72064.00       268.4474    
   245.0000       75280.00       274.3720    
   246.0000       72587.00       269.4197    
   247.0000       74674.00       273.2654    
   248.0000       71522.00       267.4360    
   249.0000       77136.00       277.7337    
   250.0000       69619.00       263.8541    
   251.0000       71964.00       268.2611    
   252.0000       74232.00       272.4555    
   253.0000       72684.00       269.5997    
   254.0000       73739.00       271.5493    
   255.0000       72544.00       269.3399    
   256.0000       73840.00       271.7352    
   257.0000       72958.00       270.1074    
   258.0000       68617.00       261.9485    
   259.0000       61900.00       248.7971    
   260.0000       76461.00       276.5158    
   261.0000       75800.00       275.3180    
   262.0000       74078.00       272.1727    
   263.0000       74467.00       272.8864    
   264.0000       75609.00       274.9709    
   265.0000       75522.00       274.8127    
   266.0000       76526.00       276.6333    
   267.0000       79408.00       281.7943    
   268.0000       76079.00       275.8242    
   269.0000       80942.00       284.5031    
   270.0000       73523.00       271.1512    
   271.0000       73184.00       270.5254    
   272.0000       78036.00       279.3492    
   273.0000       76136.00       275.9275    
   274.0000       75253.00       274.3228    
   275.0000       75088.00       274.0219    
   276.0000       76830.00       277.1823    
   277.0000       74513.00       272.9707    
   278.0000       72589.00       269.4235    
   279.0000       62812.00       250.6232    
   280.0000       77906.00       279.1165    
   281.0000       75434.00       274.6525    
   282.0000       76582.00       276.7345    
   283.0000       77787.00       278.9032    
   284.0000       76062.00       275.7934    
   285.0000       76276.00       276.1811    
   286.0000       76249.00       276.1322    
   287.0000       78669.00       280.4799    
   288.0000       74277.00       272.5381    
   289.0000       79728.00       282.3615    
   290.0000       73242.00       270.6326    
   291.0000       74689.00       273.2929    
   292.0000       77024.00       277.5320    
   293.0000       73879.00       271.8069    
   294.0000       73602.00       271.2969    
   295.0000       75000.00       273.8613    
   296.0000       76569.00       276.7110    
   297.0000       73578.00       271.2527    
   298.0000       70939.00       266.3438    
   299.0000       70182.00       264.9189    
   300.0000       77964.00       279.2203    
   301.0000       74069.00       272.1562    
   302.0000       74881.00       273.6439    
   303.0000       75051.00       273.9544    
   304.0000       73631.00       271.3503    
   305.0000       74890.00       273.6604    
   306.0000       74164.00       272.3307    
   307.0000       73866.00       271.7830    
   308.0000       72608.00       269.4587    
   309.0000       78158.00       279.5675    
   310.0000       70455.00       265.4336    
   311.0000       73931.00       271.9026    
   312.0000       75306.00       274.4194    
   313.0000       72335.00       268.9517    
   314.0000       73512.00       271.1310    
   315.0000       71910.00       268.1604    
   316.0000       71997.00       268.3226    
   317.0000       74223.00       272.4390    
   318.0000       70258.00       265.0623    
   319.0000       64630.00       254.2243    
   320.0000       67867.00       260.5130    
   321.0000       70595.00       265.6972    
   322.0000       72116.00       268.5442    
   323.0000       72536.00       269.3251    
   324.0000       72225.00       268.7471    
   325.0000       72239.00       268.7731    
   326.0000       70836.00       266.1503    
   327.0000       71351.00       267.1161    
   328.0000       68491.00       261.7079    
   329.0000       74366.00       272.7013    
   330.0000       67273.00       259.3704    
   331.0000       69434.00       263.5033    
   332.0000       71036.00       266.5258    
   333.0000       67886.00       260.5494    
   334.0000       68901.00       262.4900    
   335.0000       69268.00       263.1881    
   336.0000       68103.00       260.9655    
   337.0000       69023.00       262.7223    
   338.0000       68184.00       261.1207    
   339.0000       65602.00       256.1289    
   340.0000       72745.00       269.7128    
   341.0000       69086.00       262.8422    
   342.0000       70688.00       265.8722    
   343.0000       72025.00       268.3747    
   344.0000       73066.00       270.3072    
   345.0000       74523.00       272.9890    
   346.0000       71807.00       267.9683    
   347.0000       71603.00       267.5874    
   348.0000       72001.00       268.3300    
   349.0000       76036.00       275.7462    
   350.0000       67803.00       260.3901    
   351.0000       70761.00       266.0094    
   352.0000       73008.00       270.1999    
   353.0000       70191.00       264.9359    
   354.0000       70308.00       265.1566    
   355.0000       71584.00       267.5518    
   356.0000       74628.00       273.1812    
   357.0000       72579.00       269.4049    
   358.0000       71538.00       267.4659    
   359.0000       75363.00       274.5232    
   360.0000       73790.00       271.6432    
   361.0000       70213.00       264.9774    
   362.0000       71486.00       267.3687    
   363.0000       73497.00       271.1033    
   364.0000       72413.00       269.0966    
   365.0000       72712.00       269.6516    
   366.0000       71825.00       268.0019    
   367.0000       74046.00       272.1140    
   368.0000       71365.00       267.1423    
   369.0000       76199.00       276.0417    
   370.0000       67430.00       259.6729    
   371.0000       69329.00       263.3040    
   372.0000       74446.00       272.8479    
   373.0000       71327.00       267.0711    
   374.0000       71061.00       266.5727    
   375.0000       71695.00       267.7592    
   376.0000       71835.00       268.0205    
   377.0000       72592.00       269.4290    
   378.0000       70024.00       264.6205    
   379.0000       66277.00       257.4432    
   380.0000       72918.00       270.0333    
   381.0000       66969.00       258.7837    
   382.0000       70129.00       264.8188    
   383.0000       72295.00       268.8773    
   384.0000       71905.00       268.1511    
   385.0000       72272.00       268.8345    
   386.0000       72243.00       268.7806    
   387.0000       75046.00       273.9453    
   388.0000       70721.00       265.9342    
   389.0000       75573.00       274.9054    
   390.0000       69395.00       263.4293    
   391.0000       72227.00       268.7508    
   392.0000       72317.00       268.9182    
   393.0000       69622.00       263.8598    
   394.0000       73023.00       270.2277    
   395.0000       72565.00       269.3789    
   396.0000       73349.00       270.8302    
   397.0000       74240.00       272.4702    
   398.0000       71577.00       267.5388    
   399.0000       74117.00       272.2444    
   400.0000       73437.00       270.9926    
   401.0000       72863.00       269.9315    
   402.0000       72951.00       270.0944    
   403.0000       72824.00       269.8592    
   404.0000       74577.00       273.0879    
   405.0000       75969.00       275.6248    
   406.0000       73943.00       271.9246    
   407.0000       72632.00       269.5032    
   408.0000       71678.00       267.7275    
   409.0000       75687.00       275.1127    
   410.0000       67303.00       259.4282    
   411.0000       72552.00       269.3548    
   412.0000       74286.00       272.5546    
   413.0000       72118.00       268.5479    
   414.0000       72763.00       269.7462    
   415.0000       72115.00       268.5424    
   416.0000       73139.00       270.4422    
   417.0000       72890.00       269.9815    
   418.0000       68252.00       261.2508    
   419.0000       66721.00       258.3041    
   420.0000       74187.00       272.3729    
   421.0000       71878.00       268.1007    
   422.0000       75250.00       274.3173    
   423.0000       75711.00       275.1563    
   424.0000       72322.00       268.9275    
   425.0000       74690.00       273.2947    
   426.0000       74473.00       272.8974    
   427.0000       75972.00       275.6302    
   428.0000       72804.00       269.8222    
   429.0000       77557.00       278.4906    
   430.0000       69830.00       264.2537    
   431.0000       71879.00       268.1026    
   432.0000       74890.00       273.6604    
   433.0000       72535.00       269.3232    
   434.0000       73283.00       270.7083    
   435.0000       73051.00       270.2795    
   436.0000       72341.00       268.9628    
   437.0000       74472.00       272.8956    
   438.0000       72972.00       270.1333    
   439.0000       70287.00       265.1169    
   440.0000       75807.00       275.3307    
   441.0000       73910.00       271.8639    
   442.0000       71624.00       267.6266    
   443.0000       70806.00       266.0940    
   444.0000       71841.00       268.0317    
   445.0000       73501.00       271.1107    
   446.0000       72501.00       269.2601    
   447.0000       72952.00       270.0963    
   448.0000       71551.00       267.4902    
   449.0000       77109.00       277.6851    
   450.0000       70334.00       265.2056    
   451.0000       71543.00       267.4752    
   452.0000       73370.00       270.8690    
   453.0000       71156.00       266.7508    
   454.0000       71132.00       266.7058    
   455.0000       71710.00       267.7872    
   456.0000       72952.00       270.0963    
   457.0000       71703.00       267.7742    
   458.0000       70693.00       265.8816    
   459.0000       67290.00       259.4032    
   460.0000       83273.00       288.5706    
   461.0000       71139.00       266.7190    
   462.0000       71893.00       268.1287    
   463.0000       73930.00       271.9007    
   464.0000       74167.00       272.3362    
   465.0000       73568.00       271.2342    
   466.0000       72314.00       268.9126    
   467.0000       74690.00       273.2947    
   468.0000       71109.00       266.6627    
   469.0000       76727.00       276.9964    
   470.0000       71329.00       267.0749    
   471.0000       71172.00       266.7808    
   472.0000       71147.00       266.7339    
   473.0000       70612.00       265.7292    
   474.0000       71119.00       266.6815    
   475.0000       72132.00       268.5740    
   476.0000       74242.00       272.4738    
   477.0000       72494.00       269.2471    
   478.0000       70503.00       265.5240    
   479.0000       73204.00       270.5624    
   480.0000       66327.00       257.5403    
   481.0000       71780.00       267.9179    
   482.0000       72768.00       269.7554    
   483.0000       71918.00       268.1753    
   484.0000       69784.00       264.1666    
   485.0000       70282.00       265.1075    
   486.0000       72042.00       268.4064    
   487.0000       73042.00       270.2628    
   488.0000       70645.00       265.7913    
   489.0000       76590.00       276.7490    
   490.0000       69276.00       263.2033    
   491.0000       69904.00       264.3936    
   492.0000       73327.00       270.7896    
   493.0000       70572.00       265.6539    
   494.0000       72330.00       268.9424    
   495.0000       70783.00       266.0508    
   496.0000       71753.00       267.8675    
   497.0000       73405.00       270.9336    
   498.0000       71590.00       267.5631    
   499.0000       71207.00       266.8464    
   500.0000       70871.00       266.2161    
   501.0000       70068.00       264.7036    
   502.0000       70134.00       264.8282    
   503.0000       69742.00       264.0871    
   504.0000       71298.00       267.0168    
   505.0000       73425.00       270.9705    
   506.0000       72729.00       269.6831    
   507.0000       74068.00       272.1544    
   508.0000       70392.00       265.3149    
   509.0000       75000.00       273.8613    
   510.0000       68464.00       261.6562    
   511.0000       71857.00       268.0616    
   512.0000       72349.00       268.9777    
   513.0000       69456.00       263.5451    
   514.0000       71373.00       267.1573    
   515.0000       71837.00       268.0243    
   516.0000       72957.00       270.1055    
   517.0000       73448.00       271.0129    
   518.0000       71631.00       267.6397    
   519.0000       72916.00       270.0296    
   520.0000       77329.00       278.0809    
   521.0000       70116.00       264.7943    
   522.0000       71836.00       268.0224    
   523.0000       72710.00       269.6479    
   524.0000       71792.00       267.9403    
   525.0000       71490.00       267.3761    
   526.0000       72320.00       268.9238    
   527.0000       74018.00       272.0625    
   528.0000       69574.00       263.7688    
   529.0000       76116.00       275.8913    
   530.0000       69622.00       263.8598    
   531.0000       72194.00       268.6894    
   532.0000       72909.00       270.0167    
   533.0000       71133.00       266.7077    
   534.0000       70678.00       265.8533    
   535.0000       70472.00       265.4656    
   536.0000       76092.00       275.8478    
   537.0000       73744.00       271.5585    
   538.0000       70643.00       265.7875    
   539.0000       70917.00       266.3025    
   540.0000       73370.00       270.8690    
   541.0000       70603.00       265.7122    
   542.0000       71999.00       268.3263    
   543.0000       73824.00       271.7057    
   544.0000       72683.00       269.5978    
   545.0000       73393.00       270.9114    
   546.0000       73053.00       270.2832    
   547.0000       74604.00       273.1373    
   548.0000       72082.00       268.4809    
   549.0000       76581.00       276.7327    
   550.0000       70746.00       265.9812    
   551.0000       72379.00       269.0334    
   552.0000       73745.00       271.5603    
   553.0000       71929.00       268.1958    
   554.0000       73053.00       270.2832    
   555.0000       71926.00       268.1902    
   556.0000       73388.00       270.9022    
   557.0000       74013.00       272.0533    
   558.0000       70477.00       265.4750    
   559.0000       64156.00       253.2903    
   560.0000       70396.00       265.3224    
   561.0000       70801.00       266.0846    
   562.0000       70768.00       266.0226    
   563.0000       71907.00       268.1548    
   564.0000       72661.00       269.5570    
   565.0000       73309.00       270.7563    
   566.0000       73623.00       271.3356    
   567.0000       72927.00       270.0500    
   568.0000       69048.00       262.7699    
   569.0000       75788.00       275.2962    
   570.0000       67603.00       260.0058    
   571.0000       68679.00       262.0668    
   572.0000       73159.00       270.4792    
   573.0000       70888.00       266.2480    
   574.0000       71697.00       267.7630    
   575.0000       70577.00       265.6633    
   576.0000       70389.00       265.3093    
   577.0000       71510.00       267.4135    
   578.0000       67610.00       260.0192    
   579.0000       55973.00       236.5861    
   580.0000       69414.00       263.4654    
   581.0000       69946.00       264.4731    
   582.0000       70294.00       265.1302    
   583.0000       71500.00       267.3948    
   584.0000       71837.00       268.0243    
   585.0000       71167.00       266.7714    
   586.0000       69782.00       264.1628    
   587.0000       71836.00       268.0224    
   588.0000       68379.00       261.4938    
   589.0000       73290.00       270.7213    
   590.0000       65969.00       256.8443    
   591.0000       65476.00       255.8828    
   592.0000       68949.00       262.5814    
   593.0000       64634.00       254.2322    
   594.0000       65546.00       256.0195    
   595.0000       68179.00       261.1111    
   596.0000       67573.00       259.9481    
   597.0000       63506.00       252.0040    
   598.0000       64529.00       254.0256    
   599.0000       60825.00       246.6272    
   600.0000       68364.00       261.4651    
   601.0000       64047.00       253.0751    
   602.0000       64755.00       254.4700    
   603.0000       66495.00       257.8662    
   604.0000       65392.00       255.7186    
   605.0000       64611.00       254.1869    
   606.0000       63516.00       252.0238    
   607.0000       65153.00       255.2509    
   608.0000       64423.00       253.8169    
   609.0000       66677.00       258.2189    
   610.0000       61020.00       247.0223    
   611.0000       63670.00       252.3291    
   612.0000       63454.00       251.9008    
   613.0000       61803.00       248.6021    
   614.0000       61320.00       247.6288    
   615.0000       61377.00       247.7438    
   616.0000       61328.00       247.6449    
   617.0000       62261.00       249.5215    
   618.0000       71361.00       267.1348    
   619.0000       73360.00       270.8505    
   620.0000       88058.00       296.7457    
   621.0000       72815.00       269.8426    
   622.0000       74221.00       272.4353    
   623.0000       75193.00       274.2134    
   624.0000       73506.00       271.1199    
   625.0000       74885.00       273.6512    
   626.0000       73291.00       270.7231    
   627.0000       74891.00       273.6622    
   628.0000       71718.00       267.8022    
   629.0000       75928.00       275.5504    
   630.0000       68988.00       262.6557    
   631.0000       69864.00       264.3180    
   632.0000       73761.00       271.5898    
   633.0000       69739.00       264.0814    
   634.0000       69851.00       264.2934    
   635.0000       69952.00       264.4844    
   636.0000       71059.00       266.5689    
   637.0000       71843.00       268.0354    
   638.0000       70833.00       266.1447    
   639.0000       70881.00       266.2349    
