sample v-GeO2 750K                                           20-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   12108.00       110.0364    
   1.000000       1324.000       36.38681    
   2.000000       1681.000       41.00000    
   3.000000       1945.000       44.10215    
   4.000000       2891.000       53.76802    
   5.000000       3983.000       63.11101    
   6.000000       4489.000       67.00000    
   7.000000       5400.000       73.48470    
   8.000000       5744.000       75.78918    
   9.000000       6102.000       78.11530    
   10.00000       5724.000       75.65712    
   11.00000       5313.000       72.89033    
   12.00000       5225.000       72.28416    
   13.00000       4471.000       66.86554    
   14.00000       4072.000       63.81223    
   15.00000       3786.000       61.53048    
   16.00000       4279.000       65.41406    
   17.00000       4485.000       66.97015    
   18.00000       5172.000       71.91662    
   19.00000       12189.00       110.4038    
   20.00000       6241.000       79.00000    
   21.00000       6521.000       80.75271    
   22.00000       7117.000       84.36231    
   23.00000       8273.000       90.95603    
   24.00000       24346.00       156.0320    
   25.00000       44769.00       211.5869    
   26.00000       50118.00       223.8705    
   27.00000       53167.00       230.5797    
   28.00000       54068.00       232.5253    
   29.00000       53007.00       230.2325    
   30.00000       47339.00       217.5753    
   31.00000       47326.00       217.5454    
   32.00000       52877.00       229.9500    
   33.00000       56332.00       237.3436    
   34.00000       55277.00       235.1106    
   35.00000       54025.00       232.4328    
   36.00000       60023.00       244.9959    
   37.00000       58813.00       242.5139    
   38.00000       56394.00       237.4742    
   39.00000       53490.00       231.2791    
   40.00000       61208.00       247.4025    
   41.00000       58529.00       241.9277    
   42.00000       59553.00       244.0348    
   43.00000       61274.00       247.5359    
   44.00000       62801.00       250.6013    
   45.00000       63278.00       251.5512    
   46.00000       62384.00       249.7679    
   47.00000       62025.00       249.0482    
   48.00000       61762.00       248.5196    
   49.00000       65890.00       256.6905    
   50.00000       59697.00       244.3297    
   51.00000       63416.00       251.8253    
   52.00000       71361.00       267.1348    
   53.00000       69155.00       262.9734    
   54.00000       72199.00       268.6987    
   55.00000       72970.00       270.1296    
   56.00000       75081.00       274.0091    
   57.00000       76630.00       276.8212    
   58.00000       76940.00       277.3806    
   59.00000       69959.00       264.4977    
   60.00000       84938.00       291.4413    
   61.00000       86465.00       294.0493    
   62.00000       94771.00       307.8490    
   63.00000       93567.00       305.8872    
   64.00000       95615.00       309.2168    
   65.00000       97505.00       312.2579    
   66.00000       96195.00       310.1532    
   67.00000       93315.00       305.4750    
   68.00000       91568.00       302.6021    
   69.00000       99041.00       314.7078    
   70.00000       89704.00       299.5063    
   71.00000       85694.00       292.7354    
   72.00000       87212.00       295.3168    
   73.00000       83781.00       289.4495    
   74.00000       87282.00       295.4353    
   75.00000       81422.00       285.3454    
   76.00000       82017.00       286.3861    
