sample v-GeO2 500K                                           18-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   12449.00       111.5751    
   1.000000       1357.000       36.83748    
   2.000000       1593.000       39.91240    
   3.000000       1905.000       43.64631    
   4.000000       2775.000       52.67827    
   5.000000       3871.000       62.21736    
   6.000000       4485.000       66.97015    
   7.000000       5396.000       73.45747    
   8.000000       5781.000       76.03289    
   9.000000       6086.000       78.01282    
   10.00000       5736.000       75.73638    
   11.00000       5506.000       74.20242    
   12.00000       5094.000       71.37226    
   13.00000       4418.000       66.46804    
   14.00000       4232.000       65.05383    
   15.00000       4007.000       63.30087    
   16.00000       4274.000       65.37584    
   17.00000       4407.000       66.38524    
   18.00000       5221.000       72.25648    
   19.00000       12508.00       111.8392    
   20.00000       6286.000       79.28430    
   21.00000       6608.000       81.28960    
   22.00000       7189.000       84.78797    
   23.00000       8286.000       91.02747    
   24.00000       24524.00       156.6014    
   25.00000       45350.00       212.9554    
   26.00000       50526.00       224.7799    
   27.00000       53409.00       231.1039    
   28.00000       54991.00       234.5016    
   29.00000       54445.00       233.3345    
   30.00000       47682.00       218.3621    
   31.00000       47886.00       218.8287    
   32.00000       53872.00       232.1034    
   33.00000       56848.00       238.4282    
   34.00000       55533.00       235.6544    
   35.00000       55098.00       234.7296    
   36.00000       60207.00       245.3712    
   37.00000       59583.00       244.0963    
   38.00000       57070.00       238.8933    
   39.00000       53557.00       231.4239    
   40.00000       61718.00       248.4311    
   41.00000       59333.00       243.5837    
   42.00000       60689.00       246.3514    
   43.00000       62038.00       249.0743    
   44.00000       63054.00       251.1056    
   45.00000       65055.00       255.0588    
   46.00000       63591.00       252.1726    
   47.00000       62548.00       250.0960    
   48.00000       62714.00       250.4276    
   49.00000       67454.00       259.7191    
   50.00000       60606.00       246.1829    
   51.00000       64748.00       254.4563    
   52.00000       72080.00       268.4772    
   53.00000       70485.00       265.4901    
   54.00000       72992.00       270.1703    
   55.00000       73512.00       271.1310    
   56.00000       75776.00       275.2744    
   57.00000       76496.00       276.5791    
   58.00000       77001.00       277.4905    
   59.00000       69355.00       263.3534    
   60.00000       84773.00       291.1580    
   61.00000       85563.00       292.5115    
   62.00000       93875.00       306.3903    
   63.00000       93578.00       305.9052    
   64.00000       93878.00       306.3952    
   65.00000       95725.00       309.3946    
   66.00000       94537.00       307.4687    
   67.00000       92889.00       304.7770    
   68.00000       90941.00       301.5643    
   69.00000       98673.00       314.1226    
   70.00000       88511.00       297.5080    
   71.00000       85784.00       292.8891    
   72.00000       87039.00       295.0237    
   73.00000       84276.00       290.3033    
   74.00000       87294.00       295.4556    
   75.00000       81887.00       286.1591    
   76.00000       82347.00       286.9617    
