sample v-GeO2 750K                                           20-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   11982.00       109.4623    
   1.000000       1398.000       37.38984    
   2.000000       1598.000       39.97499    
   3.000000       2057.000       45.35416    
   4.000000       2873.000       53.60037    
   5.000000       3840.000       61.96774    
   6.000000       4534.000       67.33498    
   7.000000       5419.000       73.61386    
   8.000000       5754.000       75.85513    
   9.000000       5991.000       77.40155    
   10.00000       5765.000       75.92760    
   11.00000       5436.000       73.72923    
   12.00000       5086.000       71.31620    
   13.00000       4424.000       66.51315    
   14.00000       4031.000       63.49016    
   15.00000       3795.000       61.60357    
   16.00000       4252.000       65.20736    
   17.00000       4438.000       66.61832    
   18.00000       5089.000       71.33723    
   19.00000       12229.00       110.5848    
   20.00000       6146.000       78.39643    
   21.00000       6575.000       81.08637    
   22.00000       6954.000       83.39065    
   23.00000       8102.000       90.01111    
   24.00000       24446.00       156.3522    
   25.00000       45295.00       212.8262    
   26.00000       49859.00       223.2913    
   27.00000       53087.00       230.4062    
   28.00000       54600.00       233.6664    
   29.00000       53124.00       230.4864    
   30.00000       47046.00       216.9009    
   31.00000       47325.00       217.5431    
   32.00000       52959.00       230.1282    
   33.00000       57237.00       239.2426    
   34.00000       55246.00       235.0447    
   35.00000       54312.00       233.0493    
   36.00000       60102.00       245.1571    
   37.00000       58922.00       242.7385    
   38.00000       56013.00       236.6707    
   39.00000       53078.00       230.3866    
   40.00000       60947.00       246.8745    
   41.00000       58968.00       242.8333    
   42.00000       60043.00       245.0367    
   43.00000       61268.00       247.5237    
   44.00000       62971.00       250.9402    
   45.00000       63522.00       252.0357    
   46.00000       62509.00       250.0180    
   47.00000       62055.00       249.1084    
   48.00000       62151.00       249.3010    
   49.00000       66089.00       257.0778    
   50.00000       60232.00       245.4221    
   51.00000       63489.00       251.9702    
   52.00000       71249.00       266.9251    
   53.00000       69533.00       263.6911    
   54.00000       72217.00       268.7322    
   55.00000       73326.00       270.7878    
   56.00000       75404.00       274.5979    
   57.00000       75948.00       275.5866    
   58.00000       77832.00       278.9839    
   59.00000       70015.00       264.6035    
   60.00000       84581.00       290.8281    
   61.00000       86226.00       293.6426    
   62.00000       93989.00       306.5763    
   63.00000       94074.00       306.7148    
   64.00000       95208.00       308.5579    
   65.00000       97007.00       311.4595    
   66.00000       95146.00       308.4575    
   67.00000       93212.00       305.3064    
   68.00000       91419.00       302.3557    
   69.00000       98540.00       313.9108    
   70.00000       89986.00       299.9767    
   71.00000       86141.00       293.4979    
   72.00000       87257.00       295.3929    
   73.00000       84159.00       290.1017    
   74.00000       87394.00       295.6248    
   75.00000       81478.00       285.4435    
   76.00000       81600.00       285.6571    
