Cd 11mm Room Temperature                                     29-11-07  2000.000K
   137.0000       4462.000       66.79820    
   138.0000       4538.000       67.36468    
   139.0000       4272.000       65.36054    
   140.0000       4607.000       67.87489    
   141.0000       4139.000       64.33506    
   142.0000       4248.000       65.17668    
   143.0000       4396.000       66.30234    
   144.0000       4420.000       66.48308    
   145.0000       4580.000       67.67570    
   146.0000       4526.000       67.27555    
   147.0000       4477.000       66.91039    
   148.0000       4579.000       67.66831    
   149.0000       4505.000       67.11929    
   150.0000       4739.000       68.84039    
   151.0000       4435.000       66.59579    
   152.0000       4518.000       67.21607    
   153.0000       4692.000       68.49818    
   154.0000       4608.000       67.88225    
   155.0000       4616.000       67.94115    
   156.0000       4444.000       66.66333    
   157.0000       4685.000       68.44706    
   158.0000       4715.000       68.66586    
   159.0000       4243.000       65.13831    
   160.0000       3249.000       57.00000    
   161.0000       4783.000       69.15923    
   162.0000       4680.000       68.41052    
   163.0000       4825.000       69.46222    
   164.0000       4869.000       69.77822    
   165.0000       4669.000       68.33008    
   166.0000       4742.000       68.86218    
   167.0000       4674.000       68.36666    
   168.0000       4800.000       69.28204    
   169.0000       4580.000       67.67570    
   170.0000       4906.000       70.04285    
   171.0000       4532.000       67.32013    
   172.0000       4603.000       67.84541    
   173.0000       4620.000       67.97058    
   174.0000       4485.000       66.97015    
   175.0000       4185.000       64.69157    
   176.0000       4541.000       67.38694    
   177.0000       4765.000       69.02898    
   178.0000       4541.000       67.38694    
   179.0000       4327.000       65.77994    
   180.0000       4365.000       66.06815    
   181.0000       4663.000       68.28616    
   182.0000       4688.000       68.46897    
   183.0000       4662.000       68.27884    
   184.0000       4879.000       69.84984    
   185.0000       4916.000       70.11419    
   186.0000       5010.000       70.78136    
   187.0000       4801.000       69.28925    
   188.0000       4942.000       70.29936    
   189.0000       4722.000       68.71681    
   190.0000       5008.000       70.76723    
   191.0000       4766.000       69.03622    
   192.0000       4842.000       69.58448    
   193.0000       4906.000       70.04285    
   194.0000       4806.000       69.32532    
   195.0000       4828.000       69.48381    
   196.0000       4845.000       69.60603    
   197.0000       4869.000       69.77822    
   198.0000       4731.000       68.78226    
   199.0000       4846.000       69.61322    
   200.0000       5063.000       71.15476    
   201.0000       4493.000       67.02985    
   202.0000       4581.000       67.68308    
   203.0000       4936.000       70.25668    
   204.0000       4978.000       70.55495    
   205.0000       4876.000       69.82836    
   206.0000       4894.000       69.95713    
   207.0000       4956.000       70.39886    
   208.0000       5093.000       71.36526    
   209.0000       4875.000       69.82120    
   210.0000       5119.000       71.54719    
   211.0000       4542.000       67.39436    
   212.0000       4840.000       69.57011    
   213.0000       5178.000       71.95832    
   214.0000       4876.000       69.82836    
   215.0000       4861.000       69.72087    
   216.0000       4696.000       68.52737    
   217.0000       5022.000       70.86607    
   218.0000       4989.000       70.63285    
   219.0000       4567.000       67.57958    
   220.0000       4639.000       68.11021    
   221.0000       5094.000       71.37226    
   222.0000       4915.000       70.10706    
   223.0000       4835.000       69.53416    
   224.0000       4860.000       69.71370    
   225.0000       4951.000       70.36334    
   226.0000       4842.000       69.58448    
   227.0000       4830.000       69.49820    
   228.0000       5171.000       71.90967    
   229.0000       4921.000       70.14984    
   230.0000       5198.000       72.09716    
   231.0000       4696.000       68.52737    
   232.0000       4848.000       69.62758    
   233.0000       4736.000       68.81860    
   234.0000       4782.000       69.15201    
   235.0000       4887.000       69.90708    
   236.0000       4814.000       69.38300    
   237.0000       5014.000       70.80960    
   238.0000       4902.000       70.01428    
   239.0000       4582.000       67.69048    
   240.0000       4415.000       66.44547    
   241.0000       4976.000       70.54077    
   242.0000       4841.000       69.57729    
   243.0000       5035.000       70.95773    
   244.0000       4885.000       69.89278    
   245.0000       4899.000       69.99286    
   246.0000       5102.000       71.42828    
   247.0000       5094.000       71.37226    
   248.0000       5005.000       70.74603    
   249.0000       4767.000       69.04346    
   250.0000       5063.000       71.15476    
   251.0000       4615.000       67.93379    
   252.0000       4674.000       68.36666    
   253.0000       4894.000       69.95713    
   254.0000       4936.000       70.25668    
   255.0000       4740.000       68.84766    
   256.0000       4650.000       68.19091    
   257.0000       4895.000       69.96428    
   258.0000       4613.000       67.91907    
   259.0000       4370.000       66.10597    
   260.0000       4120.000       64.18723    
   261.0000       4832.000       69.51259    
   262.0000       4841.000       69.57729    
   263.0000       4655.000       68.22756    
   264.0000       4723.000       68.72408    
   265.0000       4766.000       69.03622    
   266.0000       4684.000       68.43976    
   267.0000       4878.000       69.84268    
   268.0000       5145.000       71.72865    
   269.0000       4808.000       69.33974    
   270.0000       5052.000       71.07742    
   271.0000       4594.000       67.77905    
   272.0000       4527.000       67.28298    
   273.0000       4864.000       69.74239    
   274.0000       4759.000       68.98550    
   275.0000       4600.000       67.82330    
   276.0000       4651.000       68.19824    
   277.0000       4851.000       69.64912    
   278.0000       4536.000       67.34983    
   279.0000       4640.000       68.11755    
   280.0000       4065.000       63.75735    
   281.0000       4745.000       68.88396    
   282.0000       4669.000       68.33008    
   283.0000       4664.000       68.29349    
   284.0000       4822.000       69.44062    
   285.0000       4813.000       69.37579    
   286.0000       4816.000       69.39741    
   287.0000       4941.000       70.29224    
   288.0000       4861.000       69.72087    
   289.0000       4643.000       68.13956    
   290.0000       4899.000       69.99286    
   291.0000       4560.000       67.52777    
   292.0000       4652.000       68.20557    
   293.0000       4809.000       69.34695    
   294.0000       4707.000       68.60758    
   295.0000       4706.000       68.60029    
   296.0000       4572.000       67.61657    
   297.0000       4742.000       68.86218    
   298.0000       4546.000       67.42403    
   299.0000       4483.000       66.95521    
   300.0000       4451.000       66.71581    
   301.0000       4725.000       68.73863    
   302.0000       4688.000       68.46897    
   303.0000       4648.000       68.17624    
   304.0000       4711.000       68.63673    
   305.0000       4683.000       68.43245    
   306.0000       4640.000       68.11755    
   307.0000       4570.000       67.60178    
   308.0000       4528.000       67.29041    
   309.0000       4719.000       68.69498    
   310.0000       4832.000       69.51259    
   311.0000       4543.000       67.40178    
   312.0000       4668.000       68.32276    
   313.0000       4835.000       69.53416    
   314.0000       4519.000       67.22351    
   315.0000       4687.000       68.46167    
   316.0000       4568.000       67.58698    
   317.0000       4606.000       67.86752    
   318.0000       4867.000       69.76389    
   319.0000       4381.000       66.18913    
   320.0000       4220.000       64.96152    
   321.0000       4298.000       65.55914    
   322.0000       4539.000       67.37210    
   323.0000       4737.000       68.82587    
   324.0000       4714.000       68.65858    
   325.0000       4680.000       68.41052    
   326.0000       4648.000       68.17624    
   327.0000       4679.000       68.40321    
   328.0000       4631.000       68.05145    
   329.0000       4428.000       66.54322    
   330.0000       4736.000       68.81860    
   331.0000       4514.000       67.18631    
   332.0000       4526.000       67.27555    
   333.0000       4520.000       67.23094    
   334.0000       4472.000       66.87302    
   335.0000       4497.000       67.05968    
   336.0000       4567.000       67.57958    
   337.0000       4549.000       67.44627    
   338.0000       4502.000       67.09695    
   339.0000       4391.000       66.26462    
   340.0000       4527.000       67.28298    
   341.0000       4636.000       68.08818    
   342.0000       4529.000       67.29784    
   343.0000       4788.000       69.19537    
   344.0000       4757.000       68.97101    
   345.0000       4936.000       70.25668    
   346.0000       5012.000       70.79548    
   347.0000       4727.000       68.75318    
   348.0000       4844.000       69.59885    
   349.0000       4861.000       69.72087    
   350.0000       4993.000       70.66116    
   351.0000       4473.000       66.88049    
   352.0000       4609.000       67.88962    
   353.0000       4746.000       68.89122    
   354.0000       4705.000       68.59300    
   355.0000       4605.000       67.86015    
   356.0000       4685.000       68.44706    
   357.0000       4953.000       70.37756    
   358.0000       4786.000       69.18092    
   359.0000       4827.000       69.47662    
   360.0000       5030.000       70.92249    
   361.0000       4788.000       69.19537    
   362.0000       4452.000       66.72331    
   363.0000       4644.000       68.14690    
   364.0000       4805.000       69.31811    
   365.0000       4630.000       68.04411    
   366.0000       4719.000       68.69498    
   367.0000       4557.000       67.50555    
   368.0000       4770.000       69.06519    
   369.0000       4507.000       67.13419    
   370.0000       4923.000       70.16409    
   371.0000       4275.000       65.38348    
   372.0000       4261.000       65.27634    
   373.0000       4653.000       68.21290    
   374.0000       4463.000       66.80569    
   375.0000       4432.000       66.57327    
   376.0000       4501.000       67.08949    
   377.0000       4601.000       67.83067    
   378.0000       4546.000       67.42403    
   379.0000       4457.000       66.76077    
   380.0000       4270.000       65.34524    
   381.0000       4594.000       67.77905    
   382.0000       4198.000       64.79198    
   383.0000       4502.000       67.09695    
   384.0000       4462.000       66.79820    
   385.0000       4485.000       66.97015    
   386.0000       4550.000       67.45369    
   387.0000       4448.000       66.69333    
   388.0000       4660.000       68.26419    
   389.0000       4454.000       66.73830    
   390.0000       4755.000       68.95650    
   391.0000       4408.000       66.39277    
   392.0000       4523.000       67.25325    
   393.0000       4667.000       68.31544    
   394.0000       4293.000       65.52099    
   395.0000       4475.000       66.89544    
   396.0000       4404.000       66.36264    
   397.0000       4523.000       67.25325    
   398.0000       4532.000       67.32013    
   399.0000       4359.000       66.02272    
   400.0000       4604.000       67.85278    
   401.0000       4283.000       65.44463    
   402.0000       4543.000       67.40178    
   403.0000       4389.000       66.24953    
   404.0000       4421.000       66.49060    
   405.0000       4540.000       67.37952    
   406.0000       4694.000       68.51277    
   407.0000       4465.000       66.82066    
   408.0000       4422.000       66.49812    
   409.0000       4371.000       66.11354    
   410.0000       4524.000       67.26069    
   411.0000       4100.000       64.03124    
   412.0000       4403.000       66.35510    
   413.0000       4460.000       66.78323    
   414.0000       4333.000       65.82552    
   415.0000       4611.000       67.90434    
   416.0000       4331.000       65.81033    
   417.0000       4460.000       66.78323    
   418.0000       4352.000       65.96969    
   419.0000       4108.000       64.09368    
   420.0000       4103.000       64.05466    
   421.0000       4426.000       66.52819    
   422.0000       4292.000       65.51336    
   423.0000       4468.000       66.84310    
   424.0000       4426.000       66.52819    
   425.0000       4247.000       65.16901    
   426.0000       4482.000       66.94774    
   427.0000       4549.000       67.44627    
   428.0000       4475.000       66.89544    
   429.0000       4351.000       65.96211    
   430.0000       4466.000       66.82814    
   431.0000       4087.000       63.92965    
   432.0000       4369.000       66.09841    
   433.0000       4553.000       67.47592    
   434.0000       4235.000       65.07688    
   435.0000       4353.000       65.97727    
   436.0000       4228.000       65.02307    
   437.0000       4361.000       66.03786    
   438.0000       4398.000       66.31742    
   439.0000       4265.000       65.30697    
   440.0000       4305.000       65.61250    
   441.0000       4460.000       66.78323    
   442.0000       4319.000       65.71910    
   443.0000       4175.000       64.61424    
   444.0000       4151.000       64.42825    
   445.0000       4261.000       65.27634    
   446.0000       4297.000       65.55151    
   447.0000       4157.000       64.47480    
   448.0000       4198.000       64.79198    
   449.0000       4167.000       64.55231    
   450.0000       4534.000       67.33498    
   451.0000       4149.000       64.41273    
   452.0000       4290.000       65.49809    
   453.0000       4218.000       64.94613    
   454.0000       4157.000       64.47480    
   455.0000       4179.000       64.64519    
   456.0000       4163.000       64.52132    
   457.0000       4361.000       66.03786    
   458.0000       4165.000       64.53681    
   459.0000       4195.000       64.76882    
   460.0000       4078.000       63.85922    
   461.0000       4833.000       69.51978    
   462.0000       4180.000       64.65292    
   463.0000       4191.000       64.73793    
   464.0000       4402.000       66.34757    
   465.0000       4321.000       65.73431    
   466.0000       4440.000       66.63332    
   467.0000       4369.000       66.09841    
   468.0000       4566.000       67.57218    
   469.0000       4162.000       64.51357    
   470.0000       4510.000       67.15653    
   471.0000       4186.000       64.69930    
   472.0000       4176.000       64.62198    
   473.0000       4136.000       64.31174    
   474.0000       4168.000       64.56005    
   475.0000       4253.000       65.21503    
   476.0000       4202.000       64.82284    
   477.0000       4375.000       66.14378    
   478.0000       4145.000       64.38168    
   479.0000       4195.000       64.76882    
   480.0000       4377.000       66.15890    
   481.0000       3889.000       62.36185    
   482.0000       4247.000       65.16901    
   483.0000       4230.000       65.03845    
   484.0000       4192.000       64.74566    
   485.0000       4173.000       64.59876    
   486.0000       4130.000       64.26508    
   487.0000       4308.000       65.63535    
   488.0000       4309.000       65.64297    
   489.0000       4096.000       64.00000    
   490.0000       4587.000       67.72739    
   491.0000       4044.000       63.59245    
   492.0000       4084.000       63.90618    
   493.0000       4199.000       64.79969    
   494.0000       4188.000       64.71476    
   495.0000       4354.000       65.98485    
   496.0000       4110.000       64.10928    
   497.0000       4201.000       64.81512    
   498.0000       4269.000       65.33759    
   499.0000       4139.000       64.33506    
   500.0000       4167.000       64.55231    
   501.0000       4046.000       63.60818    
   502.0000       3985.000       63.12686    
   503.0000       4117.000       64.16386    
   504.0000       3950.000       62.84903    
   505.0000       4178.000       64.63745    
   506.0000       4242.000       65.13064    
   507.0000       4287.000       65.47519    
   508.0000       4363.000       66.05301    
   509.0000       4087.000       63.92965    
   510.0000       4265.000       65.30697    
   511.0000       3989.000       63.15853    
   512.0000       4144.000       64.37391    
   513.0000       4185.000       64.69157    
   514.0000       4015.000       63.36403    
   515.0000       4228.000       65.02307    
   516.0000       4195.000       64.76882    
   517.0000       4397.000       66.30988    
   518.0000       4214.000       64.91533    
   519.0000       4189.000       64.72248    
   520.0000       4257.000       65.24569    
   521.0000       4520.000       67.23094    
   522.0000       3991.000       63.17436    
   523.0000       4174.000       64.60650    
   524.0000       4247.000       65.16901    
   525.0000       4215.000       64.92303    
   526.0000       4117.000       64.16386    
   527.0000       4079.000       63.86705    
   528.0000       4222.000       64.97692    
   529.0000       3918.000       62.59393    
   530.0000       4284.000       65.45227    
   531.0000       4156.000       64.46705    
   532.0000       4069.000       63.78872    
   533.0000       4254.000       65.22269    
   534.0000       4049.000       63.63175    
   535.0000       4067.000       63.77304    
   536.0000       4085.000       63.91401    
   537.0000       4482.000       66.94774    
   538.0000       4317.000       65.70388    
   539.0000       4045.000       63.60032    
   540.0000       3991.000       63.17436    
   541.0000       4057.000       63.69458    
   542.0000       3983.000       63.11101    
   543.0000       4073.000       63.82006    
   544.0000       4322.000       65.74192    
   545.0000       4177.000       64.62971    
   546.0000       4172.000       64.59102    
   547.0000       4153.000       64.44377    
   548.0000       4220.000       64.96152    
   549.0000       4086.000       63.92183    
   550.0000       4426.000       66.52819    
   551.0000       4184.000       64.68385    
   552.0000       4098.000       64.01562    
   553.0000       4304.000       65.60488    
   554.0000       4072.000       63.81223    
   555.0000       4309.000       65.64297    
   556.0000       4112.000       64.12488    
   557.0000       4357.000       66.00758    
   558.0000       4269.000       65.33759    
   559.0000       4125.000       64.22617    
   560.0000       3801.000       61.65225    
   561.0000       4169.000       64.56779    
   562.0000       4098.000       64.01562    
   563.0000       4018.000       63.38770    
   564.0000       4063.000       63.74166    
   565.0000       4134.000       64.29619    
   566.0000       4226.000       65.00769    
   567.0000       4164.000       64.52906    
   568.0000       4109.000       64.10148    
   569.0000       3925.000       62.64982    
   570.0000       4291.000       65.50572    
   571.0000       3924.000       62.64184    
   572.0000       3934.000       62.72161    
   573.0000       4244.000       65.14599    
   574.0000       4062.000       63.73382    
   575.0000       4107.000       64.08588    
   576.0000       3961.000       62.93648    
   577.0000       4120.000       64.18723    
   578.0000       4120.000       64.18723    
   579.0000       3997.000       63.22183    
   580.0000       3372.000       58.06892    
   581.0000       3967.000       62.98412    
   582.0000       3940.000       62.76942    
   583.0000       4104.000       64.06247    
   584.0000       4199.000       64.79969    
   585.0000       4248.000       65.17668    
   586.0000       4214.000       64.91533    
   587.0000       4017.000       63.37981    
   588.0000       4147.000       64.39720    
   589.0000       4036.000       63.52952    
   590.0000       4331.000       65.81033    
   591.0000       3857.000       62.10475    
   592.0000       3909.000       62.52200    
   593.0000       4094.000       63.98437    
   594.0000       3833.000       61.91123    
   595.0000       3886.000       62.33779    
   596.0000       4063.000       63.74166    
   597.0000       4068.000       63.78088    
   598.0000       3682.000       60.67949    
   599.0000       3877.000       62.26556    
   600.0000       3801.000       61.65225    
   601.0000       4094.000       63.98437    
   602.0000       3742.000       61.17189    
   603.0000       3807.000       61.70089    
   604.0000       4021.000       63.41135    
   605.0000       3867.000       62.18521    
   606.0000       3833.000       61.91123    
   607.0000       3808.000       61.70900    
   608.0000       3802.000       61.66036    
   609.0000       3763.000       61.34330    
   610.0000       3877.000       62.26556    
   611.0000       3410.000       58.39521    
   612.0000       3681.000       60.67125    
   613.0000       3824.000       61.83850    
   614.0000       3634.000       60.28267    
   615.0000       3652.000       60.43178    
   616.0000       3651.000       60.42350    
   617.0000       3637.000       60.30754    
   618.0000       3803.000       61.66847    
   619.0000       4068.000       63.78088    
   620.0000       4238.000       65.09992    
   621.0000       4898.000       69.98571    
   622.0000       4176.000       64.62198    
   623.0000       4186.000       64.69930    
   624.0000       4309.000       65.64297    
   625.0000       4079.000       63.86705    
   626.0000       4295.000       65.53625    
   627.0000       4166.000       64.54456    
   628.0000       4376.000       66.15134    
   629.0000       4075.000       63.83573    
   630.0000       3999.000       63.23765    
   631.0000       3441.000       58.66004    
   632.0000       3277.000       57.24509    
   633.0000       3096.000       55.64171    
   634.0000       2924.000       54.07402    
   635.0000       2903.000       53.87949    
   636.0000       2922.000       54.05553    
   637.0000       2964.000       54.44263    
   638.0000       2875.000       53.61903    
   639.0000       2934.000       54.16641    
   640.0000       3009.000       54.85435    
