sample v-GeO2 850K                                           21-11-07  1626.858K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   9571.000       97.83149    
   1.000000       1148.000       33.88215    
   2.000000       1334.000       36.52396    
   3.000000       1527.000       39.07685    
   4.000000       2279.000       47.73887    
   5.000000       3124.000       55.89275    
   6.000000       3590.000       59.91661    
   7.000000       4258.000       65.25335    
   8.000000       5480.000       74.02702    
   9.000000       5804.000       76.18399    
   10.00000       5290.000       72.73238    
   11.00000       5026.000       70.89429    
   12.00000       4752.000       68.93475    
   13.00000       4157.000       64.47480    
   14.00000       4030.000       63.48228    
   15.00000       4004.000       63.27717    
   16.00000       4221.000       64.96922    
   17.00000       4576.000       67.64614    
   18.00000       5022.000       70.86607    
   19.00000       10713.00       103.5036    
   20.00000       4850.000       69.64194    
   21.00000       5197.000       72.09022    
   22.00000       5383.000       73.36893    
   23.00000       6427.000       80.16857    
   24.00000       19363.00       139.1510    
   25.00000       35510.00       188.4410    
   26.00000       39003.00       197.4918    
   27.00000       42130.00       205.2559    
   28.00000       43111.00       207.6319    
   29.00000       42673.00       206.5744    
   30.00000       37155.00       192.7563    
   31.00000       38132.00       195.2742    
   32.00000       42041.00       205.0390    
   33.00000       45343.00       212.9390    
   34.00000       43409.00       208.3483    
   35.00000       43624.00       208.8636    
   36.00000       47092.00       217.0069    
   37.00000       46910.00       216.5872    
   38.00000       44410.00       210.7368    
   39.00000       42226.00       205.4897    
   40.00000       48137.00       219.4015    
   41.00000       47036.00       216.8779    
   42.00000       46613.00       215.9004    
   43.00000       48556.00       220.3543    
   44.00000       49467.00       222.4118    
   45.00000       50307.00       224.2922    
   46.00000       48853.00       221.0271    
   47.00000       49075.00       221.5288    
   48.00000       49219.00       221.8536    
   49.00000       52694.00       229.5517    
   50.00000       47076.00       216.9700    
   51.00000       50987.00       225.8030    
   52.00000       57098.00       238.9519    
   53.00000       55394.00       235.3593    
   54.00000       56532.00       237.7646    
   55.00000       58839.00       242.5675    
   56.00000       59830.00       244.6017    
   57.00000       60999.00       246.9798    
   58.00000       60568.00       246.1057    
   59.00000       55219.00       234.9872    
   60.00000       66829.00       258.5131    
   61.00000       68309.00       261.3599    
   62.00000       73430.00       270.9797    
   63.00000       75190.00       274.2079    
   64.00000       74670.00       273.2581    
   65.00000       76603.00       276.7725    
   66.00000       74954.00       273.7773    
   67.00000       73988.00       272.0074    
   68.00000       72171.00       268.6466    
   69.00000       78278.00       279.7820    
   70.00000       69561.00       263.7442    
   71.00000       68781.00       262.2613    
   72.00000       68272.00       261.2891    
   73.00000       66409.00       257.6994    
   74.00000       68338.00       261.4154    
   75.00000       65144.00       255.2332    
   76.00000       64568.00       254.1023    
