sample v-GeO2 500K                                           18-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   12369.00       111.2160    
   1.000000       1364.000       36.93237    
   2.000000       1613.000       40.16217    
   3.000000       1952.000       44.18144    
   4.000000       2941.000       54.23099    
   5.000000       3907.000       62.50600    
   6.000000       4486.000       66.97761    
   7.000000       5374.000       73.30757    
   8.000000       5702.000       75.51159    
   9.000000       6052.000       77.79460    
   10.00000       5741.000       75.76939    
   11.00000       5582.000       74.71278    
   12.00000       5015.000       70.81667    
   13.00000       4385.000       66.21933    
   14.00000       4093.000       63.97656    
   15.00000       4002.000       63.26136    
   16.00000       4241.000       65.12296    
   17.00000       4469.000       66.85058    
   18.00000       5139.000       71.68682    
   19.00000       12319.00       110.9910    
   20.00000       6127.000       78.27515    
   21.00000       6641.000       81.49233    
   22.00000       7131.000       84.44525    
   23.00000       8227.000       90.70281    
   24.00000       24430.00       156.3010    
   25.00000       45395.00       213.0610    
   26.00000       50498.00       224.7176    
   27.00000       53497.00       231.2942    
   28.00000       54805.00       234.1047    
   29.00000       53877.00       232.1142    
   30.00000       47748.00       218.5132    
   31.00000       47634.00       218.2522    
   32.00000       53961.00       232.2951    
   33.00000       57551.00       239.8979    
   34.00000       56096.00       236.8459    
   35.00000       54684.00       233.8461    
   36.00000       60482.00       245.9309    
   37.00000       59428.00       243.7786    
   38.00000       57183.00       239.1297    
   39.00000       53825.00       232.0022    
   40.00000       62052.00       249.1024    
   41.00000       59637.00       244.2069    
   42.00000       60017.00       244.9837    
   43.00000       62394.00       249.7879    
   44.00000       63661.00       252.3113    
   45.00000       64439.00       253.8484    
   46.00000       63393.00       251.7797    
   47.00000       63167.00       251.3305    
   48.00000       62012.00       249.0221    
   49.00000       66915.00       258.6794    
   50.00000       60983.00       246.9474    
   51.00000       64704.00       254.3698    
   52.00000       71944.00       268.2238    
   53.00000       70246.00       265.0396    
   54.00000       72565.00       269.3789    
   55.00000       74075.00       272.1672    
   56.00000       75382.00       274.5578    
   57.00000       76491.00       276.5701    
   58.00000       77463.00       278.3217    
   59.00000       70278.00       265.1000    
   60.00000       84508.00       290.7026    
   61.00000       86396.00       293.9320    
   62.00000       93647.00       306.0180    
   63.00000       93259.00       305.3834    
   64.00000       94722.00       307.7694    
   65.00000       96175.00       310.1209    
   66.00000       94645.00       307.6443    
   67.00000       92413.00       303.9951    
   68.00000       90521.00       300.8671    
   69.00000       97889.00       312.8722    
   70.00000       88871.00       298.1124    
   71.00000       86095.00       293.4195    
   72.00000       86872.00       294.7406    
   73.00000       84473.00       290.6424    
   74.00000       87707.00       296.1537    
   75.00000       81802.00       286.0105    
   76.00000       81733.00       285.8898    
