sample v-GeO2 750K                                           20-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   12319.00       110.9910    
   1.000000       1391.000       37.29611    
   2.000000       1635.000       40.43513    
   3.000000       2018.000       44.92215    
   4.000000       2850.000       53.38539    
   5.000000       4019.000       63.39558    
   6.000000       4554.000       67.48333    
   7.000000       5466.000       73.93240    
   8.000000       5879.000       76.67464    
   9.000000       5984.000       77.35632    
   10.00000       5524.000       74.32362    
   11.00000       5375.000       73.31439    
   12.00000       5021.000       70.85902    
   13.00000       4345.000       65.91661    
   14.00000       4241.000       65.12296    
   15.00000       3793.000       61.58734    
   16.00000       4318.000       65.71149    
   17.00000       4522.000       67.24582    
   18.00000       5106.000       71.45628    
   19.00000       12346.00       111.1126    
   20.00000       6182.000       78.62569    
   21.00000       6677.000       81.71291    
   22.00000       7084.000       84.16650    
   23.00000       8153.000       90.29396    
   24.00000       24670.00       157.0669    
   25.00000       45016.00       212.1697    
   26.00000       50306.00       224.2900    
   27.00000       53326.00       230.9242    
   28.00000       54236.00       232.8862    
   29.00000       53203.00       230.6578    
   30.00000       47338.00       217.5730    
   31.00000       47353.00       217.6074    
   32.00000       53319.00       230.9091    
   33.00000       56953.00       238.6483    
   34.00000       55497.00       235.5780    
   35.00000       53974.00       232.3230    
   36.00000       59940.00       244.8265    
   37.00000       58989.00       242.8765    
   38.00000       56998.00       238.7425    
   39.00000       52886.00       229.9696    
   40.00000       60879.00       246.7367    
   41.00000       59036.00       242.9733    
   42.00000       59815.00       244.5711    
   43.00000       61166.00       247.3176    
   44.00000       62882.00       250.7628    
   45.00000       63538.00       252.0674    
   46.00000       62754.00       250.5075    
   47.00000       61486.00       247.9637    
   48.00000       61898.00       248.7931    
   49.00000       65919.00       256.7469    
   50.00000       60083.00       245.1183    
   51.00000       63620.00       252.2301    
   52.00000       71615.00       267.6098    
   53.00000       69288.00       263.2261    
   54.00000       72034.00       268.3915    
   55.00000       73316.00       270.7693    
   56.00000       75055.00       273.9617    
   57.00000       76548.00       276.6731    
   58.00000       77043.00       277.5662    
   59.00000       70200.00       264.9528    
   60.00000       84753.00       291.1237    
   61.00000       86173.00       293.5524    
   62.00000       93888.00       306.4115    
   63.00000       93719.00       306.1356    
   64.00000       95185.00       308.5207    
   65.00000       97306.00       311.9391    
   66.00000       95669.00       309.3040    
   67.00000       93214.00       305.3097    
   68.00000       91099.00       301.8261    
   69.00000       98559.00       313.9411    
   70.00000       89171.00       298.6151    
   71.00000       86416.00       293.9660    
   72.00000       86582.00       294.2482    
   73.00000       83808.00       289.4961    
   74.00000       87061.00       295.0610    
   75.00000       81290.00       285.1140    
   76.00000       82334.00       286.9390    
