sample v-GeO2 600K                                           19-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   12427.00       111.4765    
   1.000000       1389.000       37.26929    
   2.000000       1683.000       41.02438    
   3.000000       1986.000       44.56456    
   4.000000       2746.000       52.40229    
   5.000000       3965.000       62.96825    
   6.000000       4608.000       67.88225    
   7.000000       5499.000       74.15524    
   8.000000       5773.000       75.98026    
   9.000000       5883.000       76.70071    
   10.00000       5589.000       74.75961    
   11.00000       5362.000       73.22568    
   12.00000       5025.000       70.88724    
   13.00000       4416.000       66.45299    
   14.00000       4274.000       65.37584    
   15.00000       4001.000       63.25346    
   16.00000       4164.000       64.52906    
   17.00000       4401.000       66.34003    
   18.00000       5058.000       71.11962    
   19.00000       12433.00       111.5034    
   20.00000       6223.000       78.88599    
   21.00000       6586.000       81.15417    
   22.00000       7012.000       83.73769    
   23.00000       8144.000       90.24411    
   24.00000       24827.00       157.5659    
   25.00000       45507.00       213.3237    
   26.00000       49974.00       223.5486    
   27.00000       53316.00       230.9026    
   28.00000       54754.00       233.9957    
   29.00000       53449.00       231.1904    
   30.00000       47568.00       218.1009    
   31.00000       47480.00       217.8991    
   32.00000       53704.00       231.7412    
   33.00000       57308.00       239.3909    
   34.00000       55912.00       236.4572    
   35.00000       54875.00       234.2541    
   36.00000       60539.00       246.0467    
   37.00000       59621.00       244.1741    
   38.00000       56990.00       238.7258    
   39.00000       53756.00       231.8534    
   40.00000       61530.00       248.0524    
   41.00000       58920.00       242.7344    
   42.00000       60512.00       245.9919    
   43.00000       61645.00       248.2841    
   44.00000       63054.00       251.1056    
   45.00000       64564.00       254.0945    
   46.00000       63399.00       251.7916    
   47.00000       62715.00       250.4296    
   48.00000       62276.00       249.5516    
   49.00000       66150.00       257.1964    
   50.00000       60546.00       246.0610    
   51.00000       63963.00       252.9091    
   52.00000       72417.00       269.1041    
   53.00000       70014.00       264.6016    
   54.00000       72356.00       268.9907    
   55.00000       74017.00       272.0607    
   56.00000       75288.00       274.3866    
   57.00000       76640.00       276.8393    
   58.00000       77880.00       279.0699    
   59.00000       70304.00       265.1490    
   60.00000       84808.00       291.2181    
   61.00000       85802.00       292.9198    
   62.00000       93587.00       305.9199    
   63.00000       93605.00       305.9493    
   64.00000       94529.00       307.4557    
   65.00000       96665.00       310.9099    
   66.00000       95157.00       308.4753    
   67.00000       92440.00       304.0395    
   68.00000       90411.00       300.6842    
   69.00000       98239.00       313.4310    
   70.00000       88686.00       297.8019    
   71.00000       85990.00       293.2405    
   72.00000       86716.00       294.4758    
   73.00000       84032.00       289.8827    
   74.00000       87751.00       296.2280    
   75.00000       81123.00       284.8210    
   76.00000       82135.00       286.5920    
