sample v-GeO2 700K                                           19-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   12152.00       110.2361    
   1.000000       1375.000       37.08099    
   2.000000       1630.000       40.37326    
   3.000000       2006.000       44.78839    
   4.000000       2727.000       52.22068    
   5.000000       3905.000       62.49000    
   6.000000       4432.000       66.57327    
   7.000000       5403.000       73.50510    
   8.000000       5803.000       76.17742    
   9.000000       6005.000       77.49194    
   10.00000       5620.000       74.96666    
   11.00000       5357.000       73.19153    
   12.00000       4924.000       70.17122    
   13.00000       4409.000       66.40030    
   14.00000       4264.000       65.29931    
   15.00000       3859.000       62.12085    
   16.00000       4229.000       65.03076    
   17.00000       4446.000       66.67833    
   18.00000       5203.000       72.13182    
   19.00000       12146.00       110.2089    
   20.00000       6121.000       78.23682    
   21.00000       6639.000       81.48006    
   22.00000       6948.000       83.35467    
   23.00000       8245.000       90.80198    
   24.00000       24563.00       156.7259    
   25.00000       45038.00       212.2216    
   26.00000       50367.00       224.4259    
   27.00000       53084.00       230.3997    
   28.00000       54725.00       233.9337    
   29.00000       54032.00       232.4478    
   30.00000       46849.00       216.4463    
   31.00000       47507.00       217.9610    
   32.00000       52806.00       229.7956    
   33.00000       57243.00       239.2551    
   34.00000       55100.00       234.7339    
   35.00000       54791.00       234.0748    
   36.00000       59997.00       244.9429    
   37.00000       58979.00       242.8559    
   38.00000       56508.00       237.7141    
   39.00000       53115.00       230.4669    
   40.00000       61564.00       248.1209    
   41.00000       59080.00       243.0638    
   42.00000       59924.00       244.7938    
   43.00000       61841.00       248.6785    
   44.00000       63690.00       252.3688    
   45.00000       63949.00       252.8814    
   46.00000       62906.00       250.8107    
   47.00000       62007.00       249.0121    
   48.00000       62590.00       250.1799    
   49.00000       66440.00       257.7596    
   50.00000       60390.00       245.7438    
   51.00000       64219.00       253.4147    
   52.00000       71950.00       268.2350    
   53.00000       69917.00       264.4182    
   54.00000       72344.00       268.9684    
   55.00000       73825.00       271.7076    
   56.00000       75488.00       274.7508    
   57.00000       75948.00       275.5866    
   58.00000       77219.00       277.8831    
   59.00000       69118.00       262.9030    
   60.00000       84860.00       291.3074    
   61.00000       86626.00       294.3229    
   62.00000       93502.00       305.7810    
   63.00000       92584.00       304.2762    
   64.00000       94684.00       307.7076    
   65.00000       96013.00       309.8596    
   66.00000       95274.00       308.6649    
   67.00000       92656.00       304.3945    
   68.00000       90888.00       301.4764    
   69.00000       97656.00       312.4996    
   70.00000       88196.00       296.9781    
   71.00000       86600.00       294.2788    
   72.00000       86798.00       294.6150    
   73.00000       83541.00       289.0346    
   74.00000       87427.00       295.6806    
   75.00000       81341.00       285.2034    
   76.00000       81557.00       285.5818    
