sample v-GeO2 1400K                                          23-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   10815.00       103.9952    
   1.000000       1362.000       36.90528    
   2.000000       1584.000       39.79950    
   3.000000       1944.000       44.09082    
   4.000000       2629.000       51.27377    
   5.000000       3742.000       61.17189    
   6.000000       4281.000       65.42935    
   7.000000       5270.000       72.59476    
   8.000000       5430.000       73.68853    
   9.000000       5483.000       74.04728    
   10.00000       5224.000       72.27724    
   11.00000       5026.000       70.89429    
   12.00000       4796.000       69.25316    
   13.00000       4147.000       64.39720    
   14.00000       3855.000       62.08865    
   15.00000       3717.000       60.96721    
   16.00000       4154.000       64.45153    
   17.00000       4238.000       65.09992    
   18.00000       4875.000       69.82120    
   19.00000       11305.00       106.3250    
   20.00000       5924.000       76.96753    
   21.00000       6456.000       80.34924    
   22.00000       6559.000       80.98766    
   23.00000       8037.000       89.64931    
   24.00000       24909.00       157.8259    
   25.00000       43881.00       209.4779    
   26.00000       48230.00       219.6133    
   27.00000       52570.00       229.2815    
   28.00000       53388.00       231.0584    
   29.00000       53197.00       230.6447    
   30.00000       45358.00       212.9742    
   31.00000       47187.00       217.2257    
   32.00000       52073.00       228.1951    
   33.00000       56368.00       237.4195    
   34.00000       54357.00       233.1459    
   35.00000       53847.00       232.0496    
   36.00000       58699.00       242.2788    
   37.00000       58852.00       242.5943    
   38.00000       55096.00       234.7254    
   39.00000       52017.00       228.0724    
   40.00000       60232.00       245.4221    
   41.00000       59011.00       242.9218    
   42.00000       59085.00       243.0741    
   43.00000       61531.00       248.0544    
   44.00000       62844.00       250.6871    
   45.00000       63655.00       252.2994    
   46.00000       61612.00       248.2177    
   47.00000       62760.00       250.5195    
   48.00000       61017.00       247.0162    
   49.00000       65768.00       256.4527    
   50.00000       57455.00       239.6977    
   51.00000       62201.00       249.4013    
   52.00000       69104.00       262.8764    
   53.00000       67549.00       259.9019    
   54.00000       68153.00       261.0613    
   55.00000       70092.00       264.7489    
   56.00000       70233.00       265.0151    
   57.00000       70729.00       265.9492    
   58.00000       69204.00       263.0665    
   59.00000       60563.00       246.0955    
   60.00000       74989.00       273.8412    
   61.00000       76021.00       275.7191    
   62.00000       81402.00       285.3104    
   63.00000       81530.00       285.5346    
   64.00000       81938.00       286.2481    
   65.00000       82258.00       286.8065    
   66.00000       81737.00       285.8968    
   67.00000       80512.00       283.7464    
   68.00000       78544.00       280.2570    
   69.00000       86430.00       293.9898    
   70.00000       76476.00       276.5429    
   71.00000       76297.00       276.2191    
   72.00000       76889.00       277.2887    
   73.00000       75363.00       274.5232    
   74.00000       78163.00       279.5765    
   75.00000       75367.00       274.5305    
   76.00000       75373.00       274.5414    
