sample v-GeO2 800K                                           21-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   12150.00       110.2270    
   1.000000       1500.000       38.72983    
   2.000000       1641.000       40.50926    
   3.000000       1992.000       44.63183    
   4.000000       2767.000       52.60228    
   5.000000       3840.000       61.96774    
   6.000000       4622.000       67.98529    
   7.000000       5440.000       73.75636    
   8.000000       5823.000       76.30859    
   9.000000       5979.000       77.32400    
   10.00000       5605.000       74.86655    
   11.00000       5431.000       73.69532    
   12.00000       4953.000       70.37756    
   13.00000       4421.000       66.49060    
   14.00000       4210.000       64.88451    
   15.00000       3830.000       61.88699    
   16.00000       4310.000       65.65059    
   17.00000       4423.000       66.50564    
   18.00000       5182.000       71.98611    
   19.00000       12091.00       109.9591    
   20.00000       5876.000       76.65508    
   21.00000       6671.000       81.67619    
   22.00000       7027.000       83.82720    
   23.00000       8086.000       89.92219    
   24.00000       24586.00       156.7992    
   25.00000       44973.00       212.0684    
   26.00000       49578.00       222.6612    
   27.00000       52709.00       229.5844    
   28.00000       54122.00       232.6414    
   29.00000       52914.00       230.0304    
   30.00000       46824.00       216.3885    
   31.00000       47370.00       217.6465    
   32.00000       52819.00       229.8239    
   33.00000       57215.00       239.1966    
   34.00000       55323.00       235.2084    
   35.00000       53922.00       232.2111    
   36.00000       59718.00       244.3727    
   37.00000       58507.00       241.8822    
   38.00000       56039.00       236.7256    
   39.00000       53267.00       230.7964    
   40.00000       60649.00       246.2702    
   41.00000       58622.00       242.1198    
   42.00000       59615.00       244.1618    
   43.00000       60773.00       246.5218    
   44.00000       62996.00       250.9900    
   45.00000       63285.00       251.5651    
   46.00000       62032.00       249.0622    
   47.00000       61754.00       248.5035    
   48.00000       61544.00       248.0806    
   49.00000       65616.00       256.1562    
   50.00000       59549.00       244.0266    
   51.00000       63298.00       251.5909    
   52.00000       71319.00       267.0562    
   53.00000       69133.00       262.9315    
   54.00000       71460.00       267.3200    
   55.00000       73394.00       270.9133    
   56.00000       75433.00       274.6507    
   57.00000       75905.00       275.5086    
   58.00000       76989.00       277.4689    
   59.00000       69600.00       263.8181    
   60.00000       84559.00       290.7903    
   61.00000       87193.00       295.2846    
   62.00000       95041.00       308.2872    
   63.00000       94763.00       307.8360    
   64.00000       96702.00       310.9695    
   65.00000       97467.00       312.1971    
   66.00000       96665.00       310.9099    
   67.00000       94228.00       306.9658    
   68.00000       91786.00       302.9620    
   69.00000       98980.00       314.6109    
   70.00000       89269.00       298.7792    
   71.00000       86724.00       294.4894    
   72.00000       86923.00       294.8271    
   73.00000       84119.00       290.0327    
   74.00000       87230.00       295.3473    
   75.00000       81021.00       284.6419    
   76.00000       82433.00       287.1115    
