sample v-GeO2 1000K                                          22-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   11834.00       108.7842    
   1.000000       1371.000       37.02702    
   2.000000       1650.000       40.62019    
   3.000000       2022.000       44.96666    
   4.000000       2930.000       54.12947    
   5.000000       4060.000       63.71813    
   6.000000       4525.000       67.26812    
   7.000000       5446.000       73.79702    
   8.000000       5584.000       74.72617    
   9.000000       6127.000       78.27515    
   10.00000       5651.000       75.17313    
   11.00000       5559.000       74.55870    
   12.00000       4988.000       70.62577    
   13.00000       4433.000       66.58078    
   14.00000       4128.000       64.24951    
   15.00000       3924.000       62.64184    
   16.00000       4255.000       65.23036    
   17.00000       4464.000       66.81317    
   18.00000       5115.000       71.51923    
   19.00000       12326.00       111.0225    
   20.00000       6068.000       77.89737    
   21.00000       6557.000       80.97530    
   22.00000       6830.000       82.64381    
   23.00000       8335.000       91.29622    
   24.00000       25073.00       158.3446    
   25.00000       45724.00       213.8317    
   26.00000       49665.00       222.8565    
   27.00000       54162.00       232.7273    
   28.00000       55030.00       234.5847    
   29.00000       54486.00       233.4224    
   30.00000       46799.00       216.3308    
   31.00000       48293.00       219.7567    
   32.00000       53450.00       231.1926    
   33.00000       57187.00       239.1380    
   34.00000       55550.00       235.6905    
   35.00000       55325.00       235.2127    
   36.00000       60880.00       246.7387    
   37.00000       59862.00       244.6671    
   38.00000       56086.00       236.8248    
   39.00000       54069.00       232.5274    
   40.00000       61899.00       248.7951    
   41.00000       59922.00       244.7897    
   42.00000       60150.00       245.2550    
   43.00000       62907.00       250.8127    
   44.00000       63534.00       252.0595    
   45.00000       64820.00       254.5977    
   46.00000       62882.00       250.7628    
   47.00000       64173.00       253.3239    
   48.00000       63073.00       251.1434    
   49.00000       67925.00       260.6242    
   50.00000       59764.00       244.4668    
   51.00000       65555.00       256.0371    
   52.00000       72855.00       269.9167    
   53.00000       70566.00       265.6426    
   54.00000       72088.00       268.4921    
   55.00000       75156.00       274.1459    
   56.00000       76385.00       276.3784    
   57.00000       77524.00       278.4313    
   58.00000       76541.00       276.6604    
   59.00000       68789.00       262.2766    
   60.00000       83866.00       289.5963    
   61.00000       86690.00       294.4317    
   62.00000       92571.00       304.2548    
   63.00000       93176.00       305.2474    
   64.00000       93310.00       305.4669    
   65.00000       94490.00       307.3922    
   66.00000       92866.00       304.7392    
   67.00000       92080.00       303.4469    
   68.00000       88928.00       298.2080    
   69.00000       97939.00       312.9521    
   70.00000       86226.00       293.6426    
   71.00000       85579.00       292.5389    
   72.00000       85756.00       292.8412    
   73.00000       84581.00       290.8281    
   74.00000       88051.00       296.7339    
   75.00000       83197.00       288.4389    
   76.00000       81265.00       285.0702    
