sample v-GeO2 1400K                                          24-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   10479.00       102.3670    
   1.000000       1321.000       36.34556    
   2.000000       1578.000       39.72405    
   3.000000       1892.000       43.49713    
   4.000000       2606.000       51.04900    
   5.000000       3690.000       60.74537    
   6.000000       4242.000       65.13064    
   7.000000       5174.000       71.93052    
   8.000000       5378.000       73.33485    
   9.000000       5462.000       73.90534    
   10.00000       5123.000       71.57513    
   11.00000       4934.000       70.24244    
   12.00000       4556.000       67.49815    
   13.00000       4067.000       63.77304    
   14.00000       3889.000       62.36185    
   15.00000       3683.000       60.68773    
   16.00000       4032.000       63.49803    
   17.00000       4299.000       65.56676    
   18.00000       4763.000       69.01449    
   19.00000       10873.00       104.2737    
   20.00000       5849.000       76.47875    
   21.00000       6390.000       79.93748    
   22.00000       6640.000       81.48620    
   23.00000       7873.000       88.72993    
   24.00000       24543.00       156.6621    
   25.00000       44288.00       210.4471    
   26.00000       48726.00       220.7397    
   27.00000       52003.00       228.0417    
   28.00000       53423.00       231.1342    
   29.00000       53614.00       231.5470    
   30.00000       45264.00       212.7534    
   31.00000       46902.00       216.5687    
   32.00000       51844.00       227.6928    
   33.00000       55893.00       236.4170    
   34.00000       53914.00       232.1939    
   35.00000       53774.00       231.8922    
   36.00000       58232.00       241.3131    
   37.00000       58007.00       240.8464    
   38.00000       54371.00       233.1759    
   39.00000       50794.00       225.3752    
   40.00000       60288.00       245.5361    
   41.00000       58515.00       241.8987    
   42.00000       58281.00       241.4146    
   43.00000       61242.00       247.4712    
   44.00000       61651.00       248.2962    
   45.00000       62954.00       250.9064    
   46.00000       60797.00       246.5705    
   47.00000       61178.00       247.3419    
   48.00000       60751.00       246.4772    
   49.00000       64705.00       254.3718    
   50.00000       56140.00       236.9388    
   51.00000       60504.00       245.9756    
   52.00000       67993.00       260.7547    
   53.00000       65849.00       256.6106    
   54.00000       66421.00       257.7227    
   55.00000       68597.00       261.9103    
   56.00000       67601.00       260.0019    
   57.00000       68138.00       261.0326    
   58.00000       66667.00       258.1995    
   59.00000       56665.00       238.0441    
   60.00000       72647.00       269.5311    
   61.00000       73783.00       271.6302    
   62.00000       78513.00       280.2017    
   63.00000       79056.00       281.1690    
   64.00000       78639.00       280.4265    
   65.00000       80379.00       283.5119    
   66.00000       78561.00       280.2874    
   67.00000       78292.00       279.8071    
   68.00000       76456.00       276.5068    
   69.00000       84546.00       290.7679    
   70.00000       74603.00       273.1355    
   71.00000       74364.00       272.6976    
   72.00000       74537.00       273.0146    
   73.00000       73873.00       271.7959    
   74.00000       76933.00       277.3680    
   75.00000       74072.00       272.1617    
   76.00000       73640.00       271.3669    
