sample v-GeO2 500K                                           18-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   12554.00       112.0446    
   1.000000       1330.000       36.46917    
   2.000000       1698.000       41.20679    
   3.000000       2055.000       45.33211    
   4.000000       2844.000       53.32917    
   5.000000       3916.000       62.57795    
   6.000000       4551.000       67.46110    
   7.000000       5476.000       74.00000    
   8.000000       5843.000       76.43952    
   9.000000       5800.000       76.15773    
   10.00000       5623.000       74.98666    
   11.00000       5395.000       73.45066    
   12.00000       5069.000       71.19691    
   13.00000       4325.000       65.76473    
   14.00000       4063.000       63.74166    
   15.00000       3869.000       62.20129    
   16.00000       4285.000       65.45992    
   17.00000       4424.000       66.51315    
   18.00000       5133.000       71.64496    
   19.00000       12605.00       112.2720    
   20.00000       6077.000       77.95512    
   21.00000       6666.000       81.64558    
   22.00000       7005.000       83.69588    
   23.00000       8150.000       90.27735    
   24.00000       24279.00       155.8172    
   25.00000       44986.00       212.0990    
   26.00000       50056.00       223.7320    
   27.00000       52698.00       229.5605    
   28.00000       55085.00       234.7019    
   29.00000       53379.00       231.0390    
   30.00000       47457.00       217.8463    
   31.00000       48030.00       219.1575    
   32.00000       53917.00       232.2003    
   33.00000       57427.00       239.6393    
   34.00000       55972.00       236.5840    
   35.00000       54777.00       234.0449    
   36.00000       60882.00       246.7428    
   37.00000       59733.00       244.4034    
   38.00000       56948.00       238.6378    
   39.00000       54118.00       232.6328    
   40.00000       61847.00       248.6906    
   41.00000       59046.00       242.9938    
   42.00000       60206.00       245.3691    
   43.00000       61759.00       248.5136    
   44.00000       62994.00       250.9861    
   45.00000       64268.00       253.5113    
   46.00000       62984.00       250.9661    
   47.00000       62375.00       249.7499    
   48.00000       62638.00       250.2758    
   49.00000       66554.00       257.9806    
   50.00000       60784.00       246.5441    
   51.00000       64630.00       254.2243    
   52.00000       72510.00       269.2768    
   53.00000       70270.00       265.0849    
   54.00000       72630.00       269.4995    
   55.00000       73408.00       270.9391    
   56.00000       75383.00       274.5597    
   57.00000       77285.00       278.0018    
   58.00000       78044.00       279.3636    
   59.00000       70718.00       265.9286    
   60.00000       84443.00       290.5908    
   61.00000       85993.00       293.2456    
   62.00000       93989.00       306.5763    
   63.00000       93475.00       305.7368    
   64.00000       93563.00       305.8807    
   65.00000       95794.00       309.5061    
   66.00000       94890.00       308.0422    
   67.00000       92559.00       304.2351    
   68.00000       90139.00       300.2316    
   69.00000       98873.00       314.4408    
   70.00000       89140.00       298.5632    
   71.00000       85985.00       293.2320    
   72.00000       87019.00       294.9898    
   73.00000       84345.00       290.4221    
   74.00000       86938.00       294.8525    
   75.00000       82209.00       286.7211    
   76.00000       82168.00       286.6496    
