sample v-GeO2 1000K                                          22-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   12020.00       109.6358    
   1.000000       1429.000       37.80212    
   2.000000       1745.000       41.77320    
   3.000000       2038.000       45.14421    
   4.000000       2811.000       53.01886    
   5.000000       3988.000       63.15061    
   6.000000       4462.000       66.79820    
   7.000000       5470.000       73.95945    
   8.000000       5760.000       75.89466    
   9.000000       5963.000       77.22047    
   10.00000       5588.000       74.75293    
   11.00000       5282.000       72.67737    
   12.00000       4848.000       69.62758    
   13.00000       4410.000       66.40783    
   14.00000       3975.000       63.04760    
   15.00000       3882.000       62.30570    
   16.00000       4262.000       65.28400    
   17.00000       4409.000       66.40030    
   18.00000       5066.000       71.17584    
   19.00000       12615.00       112.3165    
   20.00000       6220.000       78.86697    
   21.00000       6594.000       81.20345    
   22.00000       6863.000       82.84322    
   23.00000       8293.000       91.06591    
   24.00000       25694.00       160.2935    
   25.00000       45342.00       212.9366    
   26.00000       49542.00       222.5803    
   27.00000       53864.00       232.0862    
   28.00000       54764.00       234.0171    
   29.00000       54206.00       232.8218    
   30.00000       46769.00       216.2614    
   31.00000       48171.00       219.4789    
   32.00000       53537.00       231.3806    
   33.00000       57112.00       238.9812    
   34.00000       55464.00       235.5080    
   35.00000       55580.00       235.7541    
   36.00000       60406.00       245.7763    
   37.00000       59578.00       244.0860    
   38.00000       56525.00       237.7499    
   39.00000       54115.00       232.6263    
   40.00000       61998.00       248.9940    
   41.00000       60112.00       245.1775    
   42.00000       59945.00       244.8367    
   43.00000       63337.00       251.6684    
   44.00000       63806.00       252.5985    
   45.00000       65256.00       255.4525    
   46.00000       62923.00       250.8446    
   47.00000       64410.00       253.7913    
   48.00000       62850.00       250.6990    
   49.00000       67299.00       259.4205    
   50.00000       59877.00       244.6978    
   51.00000       65261.00       255.4623    
   52.00000       72396.00       269.0650    
   53.00000       71198.00       266.8295    
   54.00000       72358.00       268.9944    
   55.00000       75838.00       275.3870    
   56.00000       75883.00       275.4687    
   57.00000       77189.00       277.8291    
   58.00000       76465.00       276.5230    
   59.00000       68980.00       262.6404    
   60.00000       84061.00       289.9327    
   61.00000       86749.00       294.5318    
   62.00000       93056.00       305.0508    
   63.00000       93550.00       305.8594    
   64.00000       93680.00       306.0719    
   65.00000       95347.00       308.7831    
   66.00000       93226.00       305.3293    
   67.00000       92502.00       304.1414    
   68.00000       89384.00       298.9716    
   69.00000       97333.00       311.9824    
   70.00000       85988.00       293.2371    
   71.00000       85791.00       292.9010    
   72.00000       85169.00       291.8373    
   73.00000       84722.00       291.0704    
   74.00000       87391.00       295.6197    
   75.00000       82516.00       287.2560    
   76.00000       82114.00       286.5554    
