sample v-GeO2 1000K                                          22-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   12143.00       110.1953    
   1.000000       1365.000       36.94591    
   2.000000       1611.000       40.13726    
   3.000000       1925.000       43.87482    
   4.000000       2959.000       54.39669    
   5.000000       3873.000       62.23343    
   6.000000       4512.000       67.17142    
   7.000000       5524.000       74.32362    
   8.000000       5778.000       76.01315    
   9.000000       6046.000       77.75603    
   10.00000       5682.000       75.37904    
   11.00000       5426.000       73.66138    
   12.00000       4847.000       69.62040    
   13.00000       4350.000       65.95453    
   14.00000       4096.000       64.00000    
   15.00000       3878.000       62.27359    
   16.00000       4318.000       65.71149    
   17.00000       4450.000       66.70832    
   18.00000       5013.000       70.80254    
   19.00000       12567.00       112.1026    
   20.00000       6316.000       79.47327    
   21.00000       6755.000       82.18880    
   22.00000       7137.000       84.48077    
   23.00000       8371.000       91.49317    
   24.00000       25384.00       159.3236    
   25.00000       45994.00       214.4621    
   26.00000       49713.00       222.9641    
   27.00000       53322.00       230.9156    
   28.00000       55060.00       234.6487    
   29.00000       54001.00       232.3811    
   30.00000       46935.00       216.6449    
   31.00000       48320.00       219.8181    
   32.00000       53633.00       231.5880    
   33.00000       57062.00       238.8765    
   34.00000       55596.00       235.7880    
   35.00000       55410.00       235.3933    
   36.00000       60373.00       245.7092    
   37.00000       60010.00       244.9694    
   38.00000       56489.00       237.6741    
   39.00000       53861.00       232.0797    
   40.00000       62012.00       249.0221    
   41.00000       59850.00       244.6426    
   42.00000       59940.00       244.8265    
   43.00000       62942.00       250.8824    
   44.00000       63617.00       252.2241    
   45.00000       64262.00       253.4995    
   46.00000       63064.00       251.1255    
   47.00000       64011.00       253.0040    
   48.00000       63486.00       251.9643    
   49.00000       67152.00       259.1370    
   50.00000       60508.00       245.9837    
   51.00000       64854.00       254.6645    
   52.00000       72286.00       268.8606    
   53.00000       70698.00       265.8910    
   54.00000       72327.00       268.9368    
   55.00000       74786.00       273.4703    
   56.00000       75788.00       275.2962    
   57.00000       76806.00       277.1389    
   58.00000       76553.00       276.6821    
   59.00000       68046.00       260.8563    
   60.00000       84217.00       290.2017    
   61.00000       86661.00       294.3824    
   62.00000       92704.00       304.4733    
   63.00000       93214.00       305.3097    
   64.00000       93254.00       305.3752    
   65.00000       94766.00       307.8409    
   66.00000       93122.00       305.1590    
   67.00000       91900.00       303.1501    
   68.00000       88611.00       297.6760    
   69.00000       97342.00       311.9968    
   70.00000       86405.00       293.9473    
   71.00000       85152.00       291.8082    
   72.00000       85687.00       292.7234    
   73.00000       85081.00       291.6865    
   74.00000       88971.00       298.2801    
   75.00000       84314.00       290.3687    
   76.00000       81584.00       285.6291    
