sample v-GeO2 600K                                           19-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   12284.00       110.8332    
   1.000000       1382.000       37.17526    
   2.000000       1650.000       40.62019    
   3.000000       1998.000       44.69899    
   4.000000       2761.000       52.54522    
   5.000000       3895.000       62.40993    
   6.000000       4635.000       68.08083    
   7.000000       5503.000       74.18221    
   8.000000       5734.000       75.72318    
   9.000000       6000.000       77.45966    
   10.00000       5684.000       75.39231    
   11.00000       5412.000       73.56630    
   12.00000       5091.000       71.35124    
   13.00000       4379.000       66.17401    
   14.00000       4143.000       64.36614    
   15.00000       3935.000       62.72958    
   16.00000       4265.000       65.30697    
   17.00000       4491.000       67.01492    
   18.00000       5175.000       71.93747    
   19.00000       12219.00       110.5396    
   20.00000       6092.000       78.05126    
   21.00000       6692.000       81.80464    
   22.00000       6948.000       83.35467    
   23.00000       8103.000       90.01666    
   24.00000       24788.00       157.4420    
   25.00000       45377.00       213.0188    
   26.00000       50336.00       224.3569    
   27.00000       53026.00       230.2737    
   28.00000       54276.00       232.9721    
   29.00000       53893.00       232.1487    
   30.00000       47239.00       217.3454    
   31.00000       47405.00       217.7269    
   32.00000       53118.00       230.4734    
   33.00000       57063.00       238.8786    
   34.00000       56128.00       236.9135    
   35.00000       54685.00       233.8482    
   36.00000       59834.00       244.6099    
   37.00000       59504.00       243.9344    
   38.00000       56801.00       238.3296    
   39.00000       53416.00       231.1190    
   40.00000       61567.00       248.1270    
   41.00000       59393.00       243.7068    
   42.00000       60425.00       245.8150    
   43.00000       61462.00       247.9153    
   44.00000       63274.00       251.5432    
   45.00000       64133.00       253.2449    
   46.00000       63204.00       251.4041    
   47.00000       62465.00       249.9300    
   48.00000       62429.00       249.8580    
   49.00000       66180.00       257.2547    
   50.00000       60689.00       246.3514    
   51.00000       64603.00       254.1712    
   52.00000       71458.00       267.3163    
   53.00000       69588.00       263.7954    
   54.00000       72175.00       268.6541    
   55.00000       73615.00       271.3208    
   56.00000       75506.00       274.7835    
   57.00000       76169.00       275.9873    
   58.00000       77684.00       278.7185    
   59.00000       69820.00       264.2347    
   60.00000       84515.00       290.7146    
   61.00000       85738.00       292.8105    
   62.00000       93465.00       305.7205    
   63.00000       93431.00       305.6649    
   64.00000       94604.00       307.5776    
   65.00000       95694.00       309.3445    
   66.00000       95138.00       308.4445    
   67.00000       93007.00       304.9705    
   68.00000       90944.00       301.5692    
   69.00000       98074.00       313.1677    
   70.00000       88205.00       296.9933    
   71.00000       85799.00       292.9147    
   72.00000       87059.00       295.0576    
   73.00000       83788.00       289.4616    
   74.00000       86727.00       294.4945    
   75.00000       81044.00       284.6823    
   76.00000       82398.00       287.0505    
