Vanadium rnace avelenght calibration                         26-11-07  2000.000K
   77.00000       55240.00       235.0319    
   78.00000       51556.00       227.0595    
   79.00000       45660.00       213.6820    
   80.00000       56004.00       236.6516    
   81.00000       55262.00       235.0787    
   82.00000       55879.00       236.3874    
   83.00000       56605.00       237.9181    
   84.00000       56655.00       238.0231    
   85.00000       57874.00       240.5702    
   86.00000       55112.00       234.7594    
   87.00000       56753.00       238.2289    
   88.00000       57103.00       238.9623    
   89.00000       59918.00       244.7815    
   90.00000       53906.00       232.1767    
   91.00000       55556.00       235.7032    
   92.00000       56193.00       237.0506    
   93.00000       55240.00       235.0319    
   94.00000       56591.00       237.8886    
   95.00000       55999.00       236.6411    
   96.00000       55512.00       235.6098    
   97.00000       57205.00       239.1757    
   98.00000       55190.00       234.9255    
   99.00000       52751.00       229.6759    
   100.0000       52557.00       229.2531    
   101.0000       54370.00       233.1738    
   102.0000       55115.00       234.7658    
   103.0000       57827.00       240.4725    
   104.0000       57571.00       239.9396    
   105.0000       58008.00       240.8485    
   106.0000       56211.00       237.0886    
   107.0000       58785.00       242.4562    
   108.0000       56691.00       238.0987    
   109.0000       60823.00       246.6232    
   110.0000       56992.00       238.7300    
   111.0000       59859.00       244.6610    
   112.0000       62617.00       250.2339    
   113.0000       57657.00       240.1187    
   114.0000       57535.00       239.8645    
   115.0000       56688.00       238.0924    
   116.0000       57501.00       239.7937    
   117.0000       55704.00       236.0170    
   118.0000       52487.00       229.1004    
   119.0000       47062.00       216.9378    
   120.0000       58826.00       242.5407    
   121.0000       55271.00       235.0979    
   122.0000       58321.00       241.4974    
   123.0000       58236.00       241.3214    
   124.0000       56390.00       237.4658    
   125.0000       56668.00       238.0504    
   126.0000       57971.00       240.7717    
   127.0000       58464.00       241.7933    
   128.0000       55038.00       234.6018    
   129.0000       59890.00       244.7243    
   130.0000       54851.00       234.2029    
   131.0000       56142.00       236.9430    
   132.0000       57933.00       240.6927    
   133.0000       55504.00       235.5929    
   134.0000       56388.00       237.4616    
   135.0000       55066.00       234.6615    
   136.0000       56727.00       238.1743    
   137.0000       56954.00       238.6504    
   138.0000       54493.00       233.4374    
   139.0000       57065.00       238.8828    
   140.0000       53473.00       231.2423    
   141.0000       54665.00       233.8055    
   142.0000       55606.00       235.8092    
   143.0000       56686.00       238.0882    
   144.0000       56711.00       238.1407    
   145.0000       56161.00       236.9831    
   146.0000       55994.00       236.6305    
   147.0000       57313.00       239.4013    
   148.0000       56177.00       237.0169    
   149.0000       59310.00       243.5364    
   150.0000       54564.00       233.5894    
   151.0000       56201.00       237.0675    
   152.0000       57745.00       240.3019    
   153.0000       56272.00       237.2172    
   154.0000       56666.00       238.0462    
   155.0000       54553.00       233.5658    
   156.0000       56971.00       238.6860    
   157.0000       56723.00       238.1659    
   158.0000       52686.00       229.5343    
   159.0000       40545.00       201.3579    
   160.0000       58775.00       242.4356    
   161.0000       56484.00       237.6636    
   162.0000       57243.00       239.2551    
   163.0000       57536.00       239.8666    
   164.0000       57698.00       240.2041    
   165.0000       57250.00       239.2697    
   166.0000       57574.00       239.9458    
   167.0000       57819.00       240.4558    
   168.0000       54496.00       233.4438    
   169.0000       59043.00       242.9877    
   170.0000       55616.00       235.8304    
   171.0000       55353.00       235.2722    
   172.0000       57079.00       238.9121    
   173.0000       53629.00       231.5794    
   174.0000       53051.00       230.3280    
   175.0000       55367.00       235.3019    
   176.0000       57353.00       239.4849    
   177.0000       54762.00       234.0128    
   178.0000       52894.00       229.9870    
   179.0000       53062.00       230.3519    
   180.0000       56698.00       238.1134    
   181.0000       55581.00       235.7562    
   182.0000       56584.00       237.8739    
   183.0000       58355.00       241.5678    
   184.0000       57716.00       240.2415    
   185.0000       58718.00       242.3180    
   186.0000       56925.00       238.5896    
   187.0000       57588.00       239.9750    
   188.0000       56059.00       236.7678    
   189.0000       59433.00       243.7888    
   190.0000       55263.00       235.0808    
   191.0000       55925.00       236.4847    
   192.0000       56891.00       238.5183    
   193.0000       55063.00       234.6551    
   194.0000       55300.00       235.1595    
   195.0000       56236.00       237.1413    
   196.0000       55370.00       235.3083    
   197.0000       55387.00       235.3444    
   198.0000       55574.00       235.7414    
   199.0000       57531.00       239.8562    
   200.0000       52274.00       228.6351    
   201.0000       52601.00       229.3491    
   202.0000       55410.00       235.3933    
   203.0000       56293.00       237.2615    
   204.0000       55619.00       235.8368    
   205.0000       55207.00       234.9617    
   206.0000       54994.00       234.5080    
   207.0000       57586.00       239.9708    
   208.0000       54985.00       234.4888    
   209.0000       57969.00       240.7675    
   210.0000       51569.00       227.0881    
   211.0000       53861.00       232.0797    
   212.0000       57428.00       239.6414    
   213.0000       55086.00       234.7041    
   214.0000       54842.00       234.1837    
   215.0000       53764.00       231.8707    
   216.0000       55150.00       234.8404    
   217.0000       55923.00       236.4804    
   218.0000       52104.00       228.2630    
   219.0000       51195.00       226.2631    
   220.0000       57806.00       240.4288    
   221.0000       53874.00       232.1077    
   222.0000       54625.00       233.7199    
   223.0000       55358.00       235.2828    
   224.0000       55024.00       234.5719    
   225.0000       53940.00       232.2499    
   226.0000       54466.00       233.3795    
   227.0000       56399.00       237.4847    
   228.0000       54641.00       233.7542    
   229.0000       57459.00       239.7061    
   230.0000       51814.00       227.6269    
   231.0000       53043.00       230.3107    
   232.0000       55297.00       235.1531    
   233.0000       54861.00       234.2243    
   234.0000       54177.00       232.7595    
   235.0000       54329.00       233.0858    
   236.0000       55971.00       236.5819    
   237.0000       54462.00       233.3710    
   238.0000       53939.00       232.2477    
   239.0000       49587.00       222.6814    
   240.0000       56800.00       238.3275    
   241.0000       54458.00       233.3624    
   242.0000       56868.00       238.4701    
   243.0000       54826.00       234.1495    
   244.0000       54631.00       233.7328    
   245.0000       56574.00       237.8529    
   246.0000       54926.00       234.3630    
   247.0000       55880.00       236.3895    
   248.0000       53810.00       231.9698    
   249.0000       57208.00       239.1819    
   250.0000       52472.00       229.0677    
   251.0000       53638.00       231.5988    
   252.0000       55363.00       235.2934    
   253.0000       53758.00       231.8577    
   254.0000       53961.00       232.2951    
   255.0000       52896.00       229.9913    
   256.0000       54233.00       232.8798    
   257.0000       53735.00       231.8081    
   258.0000       51025.00       225.8871    
   259.0000       46511.00       215.6641    
   260.0000       55578.00       235.7499    
   261.0000       54970.00       234.4568    
   262.0000       53134.00       230.5081    
   263.0000       53427.00       231.1428    
   264.0000       53615.00       231.5491    
   265.0000       53449.00       231.1904    
   266.0000       54401.00       233.2402    
   267.0000       56996.00       238.7384    
   268.0000       53722.00       231.7801    
   269.0000       57251.00       239.2718    
   270.0000       52427.00       228.9694    
   271.0000       52055.00       228.1557    
   272.0000       55138.00       234.8148    
   273.0000       54154.00       232.7101    
   274.0000       53395.00       231.0736    
   275.0000       53049.00       230.3237    
   276.0000       54551.00       233.5616    
   277.0000       53223.00       230.7011    
   278.0000       51777.00       227.5456    
   279.0000       46000.00       214.4761    
   280.0000       54820.00       234.1367    
   281.0000       53239.00       230.7358    
   282.0000       54042.00       232.4694    
   283.0000       54750.00       233.9872    
   284.0000       53807.00       231.9634    
   285.0000       53893.00       232.1487    
   286.0000       54127.00       232.6521    
   287.0000       55255.00       235.0638    
   288.0000       53214.00       230.6816    
   289.0000       56143.00       236.9451    
   290.0000       52253.00       228.5892    
   291.0000       53411.00       231.1082    
   292.0000       54097.00       232.5876    
   293.0000       52752.00       229.6780    
   294.0000       52487.00       229.1004    
   295.0000       53324.00       230.9199    
   296.0000       53830.00       232.0129    
   297.0000       52157.00       228.3791    
   298.0000       50377.00       224.4482    
   299.0000       50647.00       225.0489    
   300.0000       55090.00       234.7126    
   301.0000       52069.00       228.1863    
   302.0000       52907.00       230.0152    
   303.0000       53332.00       230.9372    
   304.0000       52345.00       228.7903    
   305.0000       53408.00       231.1017    
   306.0000       53076.00       230.3823    
   307.0000       52528.00       229.1899    
   308.0000       51857.00       227.7213    
   309.0000       55580.00       235.7541    
   310.0000       50426.00       224.5573    
   311.0000       53010.00       230.2390    
   312.0000       54134.00       232.6671    
   313.0000       51883.00       227.7784    
   314.0000       52406.00       228.9236    
   315.0000       51395.00       226.7047    
   316.0000       52136.00       228.3331    
   317.0000       53150.00       230.5428    
   318.0000       51191.00       226.2543    
   319.0000       47970.00       219.0206    
   320.0000       48726.00       220.7397    
   321.0000       51568.00       227.0859    
   322.0000       52444.00       229.0065    
   323.0000       52873.00       229.9413    
   324.0000       52668.00       229.4951    
   325.0000       52991.00       230.1977    
   326.0000       51974.00       227.9781    
   327.0000       52227.00       228.5323    
   328.0000       50039.00       223.6940    
   329.0000       54584.00       233.6322    
   330.0000       50149.00       223.9397    
   331.0000       51475.00       226.8810    
   332.0000       53034.00       230.2911    
   333.0000       50758.00       225.2954    
   334.0000       51494.00       226.9229    
   335.0000       51476.00       226.8832    
   336.0000       50937.00       225.6923    
   337.0000       51904.00       227.8245    
   338.0000       50738.00       225.2510    
   339.0000       49793.00       223.1434    
   340.0000       54059.00       232.5059    
   341.0000       51789.00       227.5720    
   342.0000       53397.00       231.0779    
   343.0000       53760.00       231.8620    
   344.0000       54883.00       234.2712    
   345.0000       56574.00       237.8529    
   346.0000       53802.00       231.9526    
   347.0000       54233.00       232.8798    
   348.0000       54337.00       233.1030    
   349.0000       57049.00       238.8493    
   350.0000       51981.00       227.9934    
   351.0000       53718.00       231.7714    
   352.0000       54897.00       234.3011    
   353.0000       53560.00       231.4303    
   354.0000       53209.00       230.6708    
   355.0000       54130.00       232.6586    
   356.0000       55979.00       236.5988    
   357.0000       54948.00       234.4099    
   358.0000       53728.00       231.7930    
   359.0000       57602.00       240.0042    
   360.0000       55900.00       236.4318    
   361.0000       53626.00       231.5729    
   362.0000       54526.00       233.5080    
   363.0000       55669.00       235.9428    
   364.0000       54708.00       233.8974    
   365.0000       55044.00       234.6146    
   366.0000       54664.00       233.8033    
   367.0000       55630.00       235.8601    
   368.0000       54058.00       232.5038    
   369.0000       57140.00       239.0397    
   370.0000       51395.00       226.7047    
   371.0000       51974.00       227.9781    
   372.0000       55920.00       236.4741    
   373.0000       53446.00       231.1839    
   374.0000       53405.00       231.0952    
   375.0000       53896.00       232.1551    
   376.0000       54469.00       233.3859    
   377.0000       54370.00       233.1738    
   378.0000       52534.00       229.2030    
   379.0000       50652.00       225.0600    
   380.0000       54875.00       234.2541    
   381.0000       50276.00       224.2231    
   382.0000       52616.00       229.3818    
   383.0000       54453.00       233.3517    
   384.0000       53969.00       232.3123    
   385.0000       54015.00       232.4113    
   386.0000       54202.00       232.8132    
   387.0000       55807.00       236.2350    
   388.0000       53179.00       230.6057    
   389.0000       56308.00       237.2931    
   390.0000       52069.00       228.1863    
   391.0000       54261.00       232.9399    
   392.0000       53387.00       231.0563    
   393.0000       52257.00       228.5979    
   394.0000       54011.00       232.4027    
   395.0000       53963.00       232.2994    
   396.0000       54868.00       234.2392    
   397.0000       54522.00       233.4995    
   398.0000       52893.00       229.9848    
   399.0000       54693.00       233.8653    
   400.0000       54298.00       233.0193    
   401.0000       53519.00       231.3417    
   402.0000       53722.00       231.7801    
   403.0000       53745.00       231.8297    
   404.0000       54565.00       233.5915    
   405.0000       55501.00       235.5865    
   406.0000       53815.00       231.9806    
   407.0000       52982.00       230.1782    
   408.0000       52423.00       228.9607    
   409.0000       54835.00       234.1687    
   410.0000       48910.00       221.1561    
   411.0000       52613.00       229.3752    
   412.0000       53848.00       232.0517    
   413.0000       52387.00       228.8821    
   414.0000       53216.00       230.6859    
   415.0000       52482.00       229.0895    
   416.0000       53679.00       231.6873    
   417.0000       52577.00       229.2968    
   418.0000       49823.00       223.2107    
   419.0000       48733.00       220.7555    
   420.0000       52994.00       230.2043    
   421.0000       52267.00       228.6198    
   422.0000       54400.00       233.2381    
   423.0000       54120.00       232.6371    
   424.0000       52250.00       228.5826    
   425.0000       54280.00       232.9807    
   426.0000       53051.00       230.3280    
   427.0000       54951.00       234.4163    
   428.0000       53126.00       230.4908    
   429.0000       55439.00       235.4549    
   430.0000       50567.00       224.8711    
   431.0000       51384.00       226.6804    
   432.0000       54220.00       232.8519    
   433.0000       52054.00       228.1535    
   434.0000       52972.00       230.1565    
   435.0000       52070.00       228.1885    
   436.0000       52299.00       228.6897    
   437.0000       53146.00       230.5342    
   438.0000       52403.00       228.9170    
   439.0000       51286.00       226.4641    
   440.0000       54355.00       233.1416    
   441.0000       52497.00       229.1222    
   442.0000       51282.00       226.4553    
   443.0000       50840.00       225.4773    
   444.0000       51913.00       227.8442    
   445.0000       52782.00       229.7433    
   446.0000       52579.00       229.3011    
   447.0000       52238.00       228.5563    
   448.0000       51123.00       226.1040    
   449.0000       55091.00       234.7147    
   450.0000       50366.00       224.4237    
   451.0000       52270.00       228.6263    
   452.0000       52827.00       229.8412    
   453.0000       51575.00       227.1013    
   454.0000       50892.00       225.5926    
   455.0000       51807.00       227.6115    
   456.0000       52750.00       229.6737    
   457.0000       51910.00       227.8377    
   458.0000       51490.00       226.9141    
   459.0000       49049.00       221.4701    
   460.0000       59733.00       244.4034    
   461.0000       51367.00       226.6429    
   462.0000       51824.00       227.6488    
   463.0000       53932.00       232.2326    
   464.0000       53329.00       230.9307    
   465.0000       53409.00       231.1039    
   466.0000       52416.00       228.9454    
   467.0000       54306.00       233.0365    
   468.0000       51754.00       227.4951    
   469.0000       55831.00       236.2858    
   470.0000       52027.00       228.0943    
   471.0000       52187.00       228.4447    
   472.0000       51623.00       227.2070    
   473.0000       51619.00       227.1982    
   474.0000       51607.00       227.1717    
   475.0000       52546.00       229.2291    
   476.0000       54926.00       234.3630    
   477.0000       53101.00       230.4365    
   478.0000       51699.00       227.3741    
   479.0000       53925.00       232.2176    
   480.0000       48900.00       221.1334    
   481.0000       53024.00       230.2694    
   482.0000       53282.00       230.8289    
   483.0000       53349.00       230.9740    
   484.0000       51641.00       227.2466    
   485.0000       52090.00       228.2323    
   486.0000       53506.00       231.3136    
   487.0000       54383.00       233.2016    
   488.0000       52482.00       229.0895    
   489.0000       56546.00       237.7940    
   490.0000       51587.00       227.1277    
   491.0000       51705.00       227.3873    
   492.0000       54875.00       234.2541    
   493.0000       52699.00       229.5626    
   494.0000       53255.00       230.7704    
   495.0000       53113.00       230.4626    
   496.0000       53255.00       230.7704    
   497.0000       54818.00       234.1324    
   498.0000       53373.00       231.0260    
   499.0000       53634.00       231.5901    
   500.0000       52477.00       229.0786    
   501.0000       51873.00       227.7565    
   502.0000       52118.00       228.2937    
   503.0000       51680.00       227.3324    
   504.0000       53029.00       230.2803    
   505.0000       54470.00       233.3881    
   506.0000       53924.00       232.2154    
   507.0000       55081.00       234.6934    
   508.0000       52727.00       229.6236    
   509.0000       55421.00       235.4167    
   510.0000       51267.00       226.4222    
   511.0000       53580.00       231.4735    
   512.0000       53922.00       232.2111    
   513.0000       52047.00       228.1381    
   514.0000       53445.00       231.1817    
   515.0000       53496.00       231.2920    
   516.0000       54627.00       233.7242    
   517.0000       54446.00       233.3367    
   518.0000       53843.00       232.0409    
   519.0000       54707.00       233.8953    
   520.0000       57757.00       240.3269    
   521.0000       52390.00       228.8886    
   522.0000       53074.00       230.3779    
   523.0000       54183.00       232.7724    
   524.0000       53534.00       231.3742    
   525.0000       53389.00       231.0606    
   526.0000       54099.00       232.5919    
   527.0000       55444.00       235.4655    
   528.0000       52063.00       228.1732    
   529.0000       56554.00       237.8109    
   530.0000       52615.00       229.3796    
   531.0000       53465.00       231.2250    
   532.0000       54119.00       232.6349    
   533.0000       53218.00       230.6903    
   534.0000       52964.00       230.1391    
   535.0000       52869.00       229.9326    
   536.0000       56237.00       237.1434    
   537.0000       55296.00       235.1510    
   538.0000       52901.00       230.0022    
   539.0000       53608.00       231.5340    
   540.0000       54267.00       232.9528    
   541.0000       52501.00       229.1310    
   542.0000       53313.00       230.8961    
   543.0000       54614.00       233.6964    
   544.0000       54252.00       232.9206    
   545.0000       54345.00       233.1201    
   546.0000       54629.00       233.7285    
   547.0000       55766.00       236.1483    
   548.0000       54331.00       233.0901    
   549.0000       56799.00       238.3254    
   550.0000       52777.00       229.7325    
   551.0000       53535.00       231.3763    
   552.0000       55003.00       234.5272    
   553.0000       53462.00       231.2185    
   554.0000       53817.00       231.9849    
   555.0000       53362.00       231.0022    
   556.0000       54720.00       233.9231    
   557.0000       55040.00       234.6060    
   558.0000       52541.00       229.2182    
   559.0000       48481.00       220.1840    
   560.0000       52135.00       228.3309    
   561.0000       52590.00       229.3251    
   562.0000       52369.00       228.8427    
   563.0000       53227.00       230.7098    
   564.0000       54062.00       232.5124    
   565.0000       54101.00       232.5962    
   566.0000       54244.00       232.9034    
   567.0000       54164.00       232.7316    
   568.0000       51108.00       226.0708    
   569.0000       55365.00       235.2977    
   570.0000       49788.00       223.1322    
   571.0000       50948.00       225.7166    
   572.0000       53804.00       231.9569    
   573.0000       52462.00       229.0459    
   574.0000       52845.00       229.8804    
   575.0000       51983.00       227.9978    
   576.0000       52111.00       228.2783    
   577.0000       52419.00       228.9520    
   578.0000       50131.00       223.8995    
   579.0000       42879.00       207.0724    
   580.0000       50569.00       224.8755    
   581.0000       50912.00       225.6369    
   582.0000       51359.00       226.6252    
   583.0000       52265.00       228.6154    
   584.0000       52282.00       228.6526    
   585.0000       52002.00       228.0395    
   586.0000       50642.00       225.0378    
   587.0000       52362.00       228.8274    
   588.0000       49773.00       223.0986    
   589.0000       53658.00       231.6420    
   590.0000       48319.00       219.8158    
   591.0000       47960.00       218.9977    
   592.0000       51099.00       226.0509    
   593.0000       47363.00       217.6304    
   594.0000       48085.00       219.2829    
   595.0000       50073.00       223.7700    
   596.0000       50278.00       224.2276    
   597.0000       46477.00       215.5853    
   598.0000       47079.00       216.9770    
   599.0000       45496.00       213.2979    
   600.0000       50011.00       223.6314    
   601.0000       47313.00       217.5155    
   602.0000       47404.00       217.7246    
   603.0000       49146.00       221.6890    
   604.0000       48236.00       219.6270    
   605.0000       47761.00       218.5429    
   606.0000       46484.00       215.6015    
   607.0000       47731.00       218.4743    
   608.0000       47284.00       217.4488    
   609.0000       48644.00       220.5538    
   610.0000       45242.00       212.7017    
   611.0000       46502.00       215.6432    
   612.0000       46777.00       216.2799    
   613.0000       45058.00       212.2687    
   614.0000       45243.00       212.7040    
   615.0000       44714.00       211.4568    
   616.0000       45069.00       212.2946    
   617.0000       45676.00       213.7194    
   618.0000       52281.00       228.6504    
   619.0000       53582.00       231.4779    
   620.0000       64414.00       253.7991    
   621.0000       54027.00       232.4371    
   622.0000       54268.00       232.9549    
   623.0000       54952.00       234.4184    
   624.0000       53842.00       232.0388    
   625.0000       54891.00       234.2883    
   626.0000       54007.00       232.3941    
   627.0000       54446.00       233.3367    
   628.0000       52616.00       229.3818    
   629.0000       55948.00       236.5333    
   630.0000       50612.00       224.9711    
   631.0000       51376.00       226.6628    
   632.0000       53690.00       231.7110    
   633.0000       51351.00       226.6076    
   634.0000       50913.00       225.6391    
   635.0000       51210.00       226.2963    
   636.0000       52288.00       228.6657    
   637.0000       52733.00       229.6367    
   638.0000       51732.00       227.4467    
   639.0000       51818.00       227.6357    
