sample v-GeO2 700K                                           19-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   12189.00       110.4038    
   1.000000       1312.000       36.22154    
   2.000000       1608.000       40.09988    
   3.000000       2093.000       45.74932    
   4.000000       2870.000       53.57238    
   5.000000       3976.000       63.05553    
   6.000000       4549.000       67.44627    
   7.000000       5353.000       73.16420    
   8.000000       5798.000       76.14460    
   9.000000       5998.000       77.44675    
   10.00000       5612.000       74.91328    
   11.00000       5562.000       74.57882    
   12.00000       4959.000       70.42017    
   13.00000       4304.000       65.60488    
   14.00000       4090.000       63.95311    
   15.00000       4012.000       63.34035    
   16.00000       4250.000       65.19202    
   17.00000       4465.000       66.82066    
   18.00000       5240.000       72.38785    
   19.00000       12111.00       110.0500    
   20.00000       6096.000       78.07688    
   21.00000       6613.000       81.32035    
   22.00000       7033.000       83.86298    
   23.00000       8183.000       90.45994    
   24.00000       24472.00       156.4353    
   25.00000       45524.00       213.3635    
   26.00000       50039.00       223.6940    
   27.00000       52413.00       228.9389    
   28.00000       54754.00       233.9957    
   29.00000       53463.00       231.2207    
   30.00000       46951.00       216.6818    
   31.00000       47571.00       218.1078    
   32.00000       53362.00       231.0022    
   33.00000       57374.00       239.5287    
   34.00000       55688.00       235.9830    
   35.00000       54625.00       233.7199    
   36.00000       59594.00       244.1188    
   37.00000       59603.00       244.1373    
   38.00000       55847.00       236.3197    
   39.00000       53077.00       230.3845    
   40.00000       61487.00       247.9657    
   41.00000       59550.00       244.0287    
   42.00000       59815.00       244.5711    
   43.00000       61660.00       248.3143    
   44.00000       63190.00       251.3762    
   45.00000       64082.00       253.1442    
   46.00000       62744.00       250.4875    
   47.00000       62338.00       249.6758    
   48.00000       62417.00       249.8339    
   49.00000       66683.00       258.2305    
   50.00000       60255.00       245.4689    
   51.00000       64367.00       253.7065    
   52.00000       71540.00       267.4696    
   53.00000       69877.00       264.3426    
   54.00000       72636.00       269.5107    
   55.00000       74097.00       272.2076    
   56.00000       75345.00       274.4904    
   57.00000       76414.00       276.4308    
   58.00000       77398.00       278.2050    
   59.00000       69315.00       263.2774    
   60.00000       84650.00       290.9467    
   61.00000       86132.00       293.4825    
   62.00000       93422.00       305.6501    
   63.00000       93752.00       306.1895    
   64.00000       94946.00       308.1331    
   65.00000       96331.00       310.3723    
   66.00000       95291.00       308.6924    
   67.00000       92985.00       304.9344    
   68.00000       90592.00       300.9850    
   69.00000       98517.00       313.8742    
   70.00000       88770.00       297.9430    
   71.00000       86151.00       293.5149    
   72.00000       86835.00       294.6778    
   73.00000       83585.00       289.1107    
   74.00000       87385.00       295.6095    
   75.00000       81037.00       284.6700    
   76.00000       81525.00       285.5258    
