sample v-GeO2 1100K                                          23-11-07  1209.486K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   7009.000       83.71977    
   1.000000       855.0000       29.24038    
   2.000000       982.0000       31.33688    
   3.000000       1168.000       34.17601    
   4.000000       1693.000       41.14608    
   5.000000       2452.000       49.51767    
   6.000000       2789.000       52.81099    
   7.000000       3267.000       57.15768    
   8.000000       3517.000       59.30430    
   9.000000       3682.000       60.67949    
   10.00000       3423.000       58.50641    
   11.00000       3327.000       57.68015    
   12.00000       3017.000       54.92722    
   13.00000       2525.000       50.24938    
   14.00000       2491.000       49.90992    
   15.00000       2321.000       48.17676    
   16.00000       2514.000       50.13980    
   17.00000       2600.000       50.99020    
   18.00000       3027.000       55.01818    
   19.00000       7755.000       88.06248    
   20.00000       3727.000       61.04916    
   21.00000       3920.000       62.60991    
   22.00000       4123.000       64.21059    
   23.00000       4981.000       70.57620    
   24.00000       14928.00       122.1802    
   25.00000       26513.00       162.8281    
   26.00000       28819.00       169.7616    
   27.00000       31044.00       176.1931    
   28.00000       31879.00       178.5469    
   29.00000       31086.00       176.3122    
   30.00000       26645.00       163.2330    
   31.00000       27802.00       166.7393    
   32.00000       30473.00       174.5652    
   33.00000       32617.00       180.6018    
   34.00000       31282.00       176.8672    
   35.00000       30847.00       175.6331    
   36.00000       33932.00       184.2064    
   37.00000       33306.00       182.4993    
   38.00000       31430.00       177.2851    
   39.00000       29954.00       173.0722    
   40.00000       33998.00       184.3855    
   41.00000       32732.00       180.9199    
   42.00000       32867.00       181.2926    
   43.00000       34428.00       185.5478    
   44.00000       34824.00       186.6119    
   45.00000       35063.00       187.2512    
   46.00000       33198.00       182.2032    
   47.00000       33989.00       184.3611    
   48.00000       33548.00       183.1611    
   49.00000       35174.00       187.5473    
   50.00000       31259.00       176.8022    
   51.00000       33118.00       181.9835    
   52.00000       36906.00       192.1093    
   53.00000       35290.00       187.8563    
   54.00000       35599.00       188.6770    
   55.00000       36084.00       189.9579    
   56.00000       36175.00       190.1973    
   57.00000       36280.00       190.4731    
   58.00000       35242.00       187.7285    
   59.00000       32033.00       178.9776    
   60.00000       44631.00       211.2605    
   61.00000       58055.00       240.9460    
   62.00000       56204.00       237.0738    
   63.00000       44658.00       211.3244    
   64.00000       41383.00       203.4281    
   65.00000       41112.00       202.7609    
   66.00000       41124.00       202.7905    
   67.00000       40677.00       201.6854    
   68.00000       39976.00       199.9400    
   69.00000       44316.00       210.5137    
   70.00000       40103.00       200.2573    
   71.00000       42404.00       205.9223    
   72.00000       57208.00       239.1819    
   73.00000       97591.00       312.3956    
   74.00000       138849.0       372.6245    
   75.00000       94378.00       307.2100    
   76.00000       53210.00       230.6729    
