sample v-GeO2 750K                                           19-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   12240.00       110.6345    
   1.000000       1450.000       38.07887    
   2.000000       1697.000       41.19466    
   3.000000       1918.000       43.79498    
   4.000000       2784.000       52.76362    
   5.000000       3871.000       62.21736    
   6.000000       4559.000       67.52037    
   7.000000       5363.000       73.23251    
   8.000000       5765.000       75.92760    
   9.000000       5873.000       76.63550    
   10.00000       5555.000       74.53188    
   11.00000       5429.000       73.68175    
   12.00000       4905.000       70.03571    
   13.00000       4377.000       66.15890    
   14.00000       4107.000       64.08588    
   15.00000       3844.000       62.00000    
   16.00000       4266.000       65.31462    
   17.00000       4409.000       66.40030    
   18.00000       5056.000       71.10555    
   19.00000       12411.00       111.4047    
   20.00000       6012.000       77.53709    
   21.00000       6561.000       81.00000    
   22.00000       7172.000       84.68766    
   23.00000       8110.000       90.05554    
   24.00000       24650.00       157.0032    
   25.00000       45235.00       212.6852    
   26.00000       49934.00       223.4592    
   27.00000       53091.00       230.4148    
   28.00000       54357.00       233.1459    
   29.00000       53674.00       231.6765    
   30.00000       47603.00       218.1811    
   31.00000       47568.00       218.1009    
   32.00000       53342.00       230.9589    
   33.00000       57170.00       239.1025    
   34.00000       55814.00       236.2499    
   35.00000       54894.00       234.2947    
   36.00000       59843.00       244.6283    
   37.00000       59139.00       243.1851    
   38.00000       56692.00       238.1008    
   39.00000       53975.00       232.3252    
   40.00000       61919.00       248.8353    
   41.00000       59322.00       243.5611    
   42.00000       59756.00       244.4504    
   43.00000       61439.00       247.8689    
   44.00000       63078.00       251.1533    
   45.00000       64028.00       253.0376    
   46.00000       63076.00       251.1494    
   47.00000       61939.00       248.8755    
   48.00000       62221.00       249.4414    
   49.00000       65934.00       256.7762    
   50.00000       60360.00       245.6827    
   51.00000       64421.00       253.8129    
   52.00000       71936.00       268.2089    
   53.00000       69806.00       264.2083    
   54.00000       72679.00       269.5904    
   55.00000       73680.00       271.4406    
   56.00000       75482.00       274.7399    
   57.00000       76872.00       277.2580    
   58.00000       77350.00       278.1187    
   59.00000       70518.00       265.5522    
   60.00000       84393.00       290.5047    
   61.00000       86548.00       294.1904    
   62.00000       93421.00       305.6485    
   63.00000       93685.00       306.0800    
   64.00000       94614.00       307.5939    
   65.00000       96182.00       310.1322    
   66.00000       94956.00       308.1493    
   67.00000       93247.00       305.3637    
   68.00000       90705.00       301.1727    
   69.00000       98319.00       313.5586    
   70.00000       89036.00       298.3890    
   71.00000       86222.00       293.6358    
   72.00000       86479.00       294.0731    
   73.00000       83501.00       288.9654    
   74.00000       86892.00       294.7745    
   75.00000       81620.00       285.6921    
   76.00000       82608.00       287.4161    
