sample v-GeO2 350K                                           18-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   12467.00       111.6557    
   1.000000       1411.000       37.56328    
   2.000000       1661.000       40.75537    
   3.000000       1970.000       44.38468    
   4.000000       2854.000       53.42284    
   5.000000       3875.000       62.24950    
   6.000000       4617.000       67.94851    
   7.000000       5436.000       73.72923    
   8.000000       5710.000       75.56454    
   9.000000       6061.000       77.85242    
   10.00000       5662.000       75.24626    
   11.00000       5366.000       73.25298    
   12.00000       5088.000       71.33022    
   13.00000       4377.000       66.15890    
   14.00000       4265.000       65.30697    
   15.00000       3920.000       62.60991    
   16.00000       4378.000       66.16646    
   17.00000       4523.000       67.25325    
   18.00000       5196.000       72.08328    
   19.00000       12516.00       111.8749    
   20.00000       6211.000       78.80990    
   21.00000       6649.000       81.54140    
   22.00000       7064.000       84.04761    
   23.00000       7969.000       89.26926    
   24.00000       24551.00       156.6876    
   25.00000       45377.00       213.0188    
   26.00000       50559.00       224.8533    
   27.00000       52981.00       230.1760    
   28.00000       55051.00       234.6295    
   29.00000       53977.00       232.3295    
   30.00000       47676.00       218.3483    
   31.00000       48063.00       219.2328    
   32.00000       53541.00       231.3893    
   33.00000       57655.00       240.1146    
   34.00000       56235.00       237.1392    
   35.00000       55276.00       235.1085    
   36.00000       60738.00       246.4508    
   37.00000       59470.00       243.8647    
   38.00000       57473.00       239.7353    
   39.00000       54654.00       233.7820    
   40.00000       61705.00       248.4049    
   41.00000       59305.00       243.5262    
   42.00000       60385.00       245.7336    
   43.00000       61840.00       248.6765    
   44.00000       63679.00       252.3470    
   45.00000       64365.00       253.7026    
   46.00000       63498.00       251.9881    
   47.00000       62216.00       249.4314    
   48.00000       62723.00       250.4456    
   49.00000       66851.00       258.5556    
   50.00000       61023.00       247.0283    
   51.00000       63694.00       252.3767    
   52.00000       72405.00       269.0818    
   53.00000       69528.00       263.6816    
   54.00000       72399.00       269.0706    
   55.00000       73321.00       270.7785    
   56.00000       75438.00       274.6598    
   57.00000       76195.00       276.0344    
   58.00000       77152.00       277.7625    
   59.00000       70639.00       265.7800    
   60.00000       83756.00       289.4063    
   61.00000       86319.00       293.8010    
   62.00000       92989.00       304.9410    
   63.00000       93203.00       305.2917    
   64.00000       94466.00       307.3532    
   65.00000       95621.00       309.2264    
   66.00000       95002.00       308.2239    
   67.00000       93085.00       305.0984    
   68.00000       90504.00       300.8388    
   69.00000       98109.00       313.2236    
   70.00000       89061.00       298.4309    
   71.00000       86570.00       294.2278    
   72.00000       87127.00       295.1728    
   73.00000       84434.00       290.5753    
   74.00000       87680.00       296.1081    
   75.00000       81948.00       286.2656    
   76.00000       82652.00       287.4926    
