sample v-GeO2 750K                                           20-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   12325.00       111.0180    
   1.000000       1398.000       37.38984    
   2.000000       1661.000       40.75537    
   3.000000       1983.000       44.53089    
   4.000000       2799.000       52.90557    
   5.000000       3944.000       62.80127    
   6.000000       4563.000       67.54998    
   7.000000       5443.000       73.77669    
   8.000000       5829.000       76.34789    
   9.000000       6044.000       77.74316    
   10.00000       5632.000       75.04665    
   11.00000       5452.000       73.83766    
   12.00000       5158.000       71.81921    
   13.00000       4390.000       66.25707    
   14.00000       4161.000       64.50581    
   15.00000       3848.000       62.03225    
   16.00000       4225.000       65.00000    
   17.00000       4554.000       67.48333    
   18.00000       5200.000       72.11102    
   19.00000       12398.00       111.3463    
   20.00000       6121.000       78.23682    
   21.00000       6638.000       81.47392    
   22.00000       7028.000       83.83317    
   23.00000       8160.000       90.33272    
   24.00000       24571.00       156.7514    
   25.00000       45089.00       212.3417    
   26.00000       49918.00       223.4234    
   27.00000       52586.00       229.3164    
   28.00000       54694.00       233.8675    
   29.00000       53032.00       230.2868    
   30.00000       47139.00       217.1152    
   31.00000       47387.00       217.6855    
   32.00000       53064.00       230.3562    
   33.00000       56594.00       237.8949    
   34.00000       55360.00       235.2871    
   35.00000       54587.00       233.6386    
   36.00000       59827.00       244.5956    
   37.00000       58903.00       242.6994    
   38.00000       56551.00       237.8045    
   39.00000       53222.00       230.6989    
   40.00000       60972.00       246.9251    
   41.00000       59038.00       242.9774    
   42.00000       59925.00       244.7958    
   43.00000       61854.00       248.7047    
   44.00000       61895.00       248.7871    
   45.00000       63933.00       252.8498    
   46.00000       62081.00       249.1606    
   47.00000       62061.00       249.1205    
   48.00000       61781.00       248.5578    
   49.00000       65512.00       255.9531    
   50.00000       60223.00       245.4037    
   51.00000       63455.00       251.9028    
   52.00000       71140.00       266.7208    
   53.00000       69443.00       263.5204    
   54.00000       72249.00       268.7917    
   55.00000       73296.00       270.7323    
   56.00000       75193.00       274.2134    
   57.00000       76698.00       276.9440    
   58.00000       77586.00       278.5426    
   59.00000       69949.00       264.4787    
   60.00000       84316.00       290.3722    
   61.00000       86816.00       294.6455    
   62.00000       93849.00       306.3478    
   63.00000       94999.00       308.2191    
   64.00000       95529.00       309.0777    
   65.00000       96430.00       310.5318    
   66.00000       95636.00       309.2507    
   67.00000       93164.00       305.2278    
   68.00000       90637.00       301.0598    
   69.00000       98871.00       314.4376    
   70.00000       89110.00       298.5130    
   71.00000       86172.00       293.5507    
   72.00000       86919.00       294.8203    
   73.00000       83884.00       289.6273    
   74.00000       86708.00       294.4622    
   75.00000       81353.00       285.2245    
   76.00000       81665.00       285.7709    
