sample v-GeO2 1100K                                          23-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   11546.00       107.4523    
   1.000000       1330.000       36.46917    
   2.000000       1615.000       40.18706    
   3.000000       1941.000       44.05678    
   4.000000       2885.000       53.71220    
   5.000000       3834.000       61.91930    
   6.000000       4489.000       67.00000    
   7.000000       5489.000       74.08778    
   8.000000       5626.000       75.00667    
   9.000000       6089.000       78.03204    
   10.00000       5633.000       75.05331    
   11.00000       5546.000       74.47147    
   12.00000       4905.000       70.03571    
   13.00000       4420.000       66.48308    
   14.00000       4071.000       63.80439    
   15.00000       3917.000       62.58594    
   16.00000       4191.000       64.73793    
   17.00000       4331.000       65.81033    
   18.00000       4927.000       70.19259    
   19.00000       12722.00       112.7918    
   20.00000       6065.000       77.87811    
   21.00000       6688.000       81.78019    
   22.00000       6719.000       81.96951    
   23.00000       8120.000       90.11105    
   24.00000       24888.00       157.7593    
   25.00000       43598.00       208.8013    
   26.00000       47781.00       218.5887    
   27.00000       51562.00       227.0727    
   28.00000       52500.00       229.1288    
   29.00000       52014.00       228.0658    
   30.00000       44359.00       210.6158    
   31.00000       45710.00       213.7990    
   32.00000       50367.00       224.4259    
   33.00000       54011.00       232.4027    
   34.00000       52344.00       228.7881    
   35.00000       51341.00       226.5855    
   36.00000       56138.00       236.9346    
   37.00000       55199.00       234.9447    
   38.00000       52422.00       228.9585    
   39.00000       50190.00       224.0312    
   40.00000       56578.00       237.8613    
   41.00000       54562.00       233.5851    
   42.00000       54992.00       234.5037    
   43.00000       57142.00       239.0439    
   44.00000       57562.00       239.9208    
   45.00000       58147.00       241.1369    
   46.00000       56122.00       236.9008    
   47.00000       56275.00       237.2235    
   48.00000       54958.00       234.4312    
   49.00000       58196.00       241.2385    
   50.00000       51307.00       226.5105    
   51.00000       55276.00       235.1085    
   52.00000       61583.00       248.1592    
   53.00000       59261.00       243.4358    
   54.00000       59569.00       244.0676    
   55.00000       61052.00       247.0870    
   56.00000       60815.00       246.6070    
   57.00000       61025.00       247.0324    
   58.00000       59307.00       243.5303    
   59.00000       53976.00       232.3274    
   60.00000       74406.00       272.7746    
   61.00000       95146.00       308.4575    
   62.00000       92977.00       304.9213    
   63.00000       74482.00       272.9139    
   64.00000       69303.00       263.2546    
   65.00000       69496.00       263.6209    
   66.00000       69090.00       262.8498    
   67.00000       68640.00       261.9924    
   68.00000       67004.00       258.8513    
   69.00000       74111.00       272.2334    
   70.00000       67202.00       259.2335    
   71.00000       71879.00       268.1026    
   72.00000       93685.00       306.0800    
   73.00000       157676.0       397.0844    
   74.00000       222795.0       472.0117    
   75.00000       152362.0       390.3358    
   76.00000       87900.00       296.4793    
