sample v-GeO2 350K                                           17-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   12242.00       110.6436    
   1.000000       1375.000       37.08099    
   2.000000       1668.000       40.84116    
   3.000000       1937.000       44.01136    
   4.000000       2860.000       53.47897    
   5.000000       3840.000       61.96774    
   6.000000       4470.000       66.85806    
   7.000000       5445.000       73.79025    
   8.000000       5725.000       75.66373    
   9.000000       5815.000       76.25615    
   10.00000       5685.000       75.39894    
   11.00000       5542.000       74.44461    
   12.00000       4998.000       70.69653    
   13.00000       4256.000       65.23803    
   14.00000       4118.000       64.17165    
   15.00000       3943.000       62.79331    
   16.00000       4223.000       64.98461    
   17.00000       4615.000       67.93379    
   18.00000       5074.000       71.23202    
   19.00000       12354.00       111.1486    
   20.00000       5993.000       77.41447    
   21.00000       6642.000       81.49847    
   22.00000       6999.000       83.66003    
   23.00000       8191.000       90.50414    
   24.00000       24321.00       155.9519    
   25.00000       44860.00       211.8018    
   26.00000       49774.00       223.1009    
   27.00000       53288.00       230.8419    
   28.00000       55006.00       234.5336    
   29.00000       53344.00       230.9632    
   30.00000       47194.00       217.2418    
   31.00000       47918.00       218.9018    
   32.00000       53523.00       231.3504    
   33.00000       57109.00       238.9749    
   34.00000       55930.00       236.4952    
   35.00000       55080.00       234.6913    
   36.00000       60540.00       246.0488    
   37.00000       59603.00       244.1373    
   38.00000       57197.00       239.1589    
   39.00000       54304.00       233.0322    
   40.00000       61806.00       248.6081    
   41.00000       59591.00       244.1127    
   42.00000       60832.00       246.6414    
   43.00000       61752.00       248.4995    
   44.00000       63105.00       251.2071    
   45.00000       64667.00       254.2971    
   46.00000       63251.00       251.4975    
   47.00000       61998.00       248.9940    
   48.00000       62848.00       250.6950    
   49.00000       65849.00       256.6106    
   50.00000       60838.00       246.6536    
   51.00000       64371.00       253.7144    
   52.00000       71904.00       268.1492    
   53.00000       69398.00       263.4350    
   54.00000       71985.00       268.3002    
   55.00000       73116.00       270.3997    
   56.00000       75026.00       273.9088    
   57.00000       75901.00       275.5014    
   58.00000       77074.00       277.6220    
   59.00000       69908.00       264.4012    
   60.00000       83976.00       289.7861    
   61.00000       85869.00       293.0341    
   62.00000       93114.00       305.1459    
   63.00000       92537.00       304.1989    
   64.00000       94378.00       307.2100    
   65.00000       95133.00       308.4364    
   66.00000       94958.00       308.1526    
   67.00000       92921.00       304.8295    
   68.00000       90205.00       300.3415    
   69.00000       98953.00       314.5680    
   70.00000       89012.00       298.3488    
   71.00000       85824.00       292.9573    
   72.00000       86716.00       294.4758    
   73.00000       84191.00       290.1569    
   74.00000       87409.00       295.6501    
   75.00000       81302.00       285.1351    
   76.00000       81721.00       285.8689    
