sample v-GeO2 800K                                           21-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   12360.00       111.1755    
   1.000000       1390.000       37.28270    
   2.000000       1640.000       40.49691    
   3.000000       2065.000       45.44227    
   4.000000       2880.000       53.66563    
   5.000000       4023.000       63.42712    
   6.000000       4604.000       67.85278    
   7.000000       5322.000       72.95204    
   8.000000       5952.000       77.14921    
   9.000000       6250.000       79.05694    
   10.00000       5720.000       75.63068    
   11.00000       5593.000       74.78636    
   12.00000       5089.000       71.33723    
   13.00000       4464.000       66.81317    
   14.00000       4273.000       65.36819    
   15.00000       4038.000       63.54526    
   16.00000       4545.000       67.41662    
   17.00000       4610.000       67.89698    
   18.00000       5356.000       73.18470    
   19.00000       12552.00       112.0357    
   20.00000       5969.000       77.25930    
   21.00000       6621.000       81.36953    
   22.00000       6947.000       83.34866    
   23.00000       8015.000       89.52654    
   24.00000       24601.00       156.8471    
   25.00000       44660.00       211.3291    
   26.00000       49924.00       223.4368    
   27.00000       52463.00       229.0480    
   28.00000       54830.00       234.1581    
   29.00000       52853.00       229.8978    
   30.00000       47774.00       218.5726    
   31.00000       47349.00       217.5983    
   32.00000       53013.00       230.2455    
   33.00000       56529.00       237.7583    
   34.00000       55600.00       235.7965    
   35.00000       54248.00       232.9120    
   36.00000       59685.00       244.3051    
   37.00000       58708.00       242.2973    
   38.00000       56563.00       237.8298    
   39.00000       53020.00       230.2607    
   40.00000       60667.00       246.3067    
   41.00000       58078.00       240.9938    
   42.00000       59608.00       244.1475    
   43.00000       60558.00       246.0854    
   44.00000       62547.00       250.0940    
   45.00000       63369.00       251.7320    
   46.00000       62678.00       250.3557    
   47.00000       61500.00       247.9919    
   48.00000       61634.00       248.2620    
   49.00000       65689.00       256.2986    
   50.00000       60132.00       245.2183    
   51.00000       63616.00       252.2221    
   52.00000       71505.00       267.4042    
   53.00000       69024.00       262.7242    
   54.00000       72224.00       268.7452    
   55.00000       73406.00       270.9354    
   56.00000       75410.00       274.6088    
   57.00000       76346.00       276.3078    
   58.00000       77639.00       278.6378    
   59.00000       70481.00       265.4826    
   60.00000       84922.00       291.4138    
   61.00000       86718.00       294.4792    
   62.00000       94529.00       307.4557    
   63.00000       94852.00       307.9805    
   64.00000       95590.00       309.1763    
   65.00000       96905.00       311.2957    
   66.00000       96447.00       310.5592    
   67.00000       93426.00       305.6567    
   68.00000       90986.00       301.6389    
   69.00000       98814.00       314.3470    
   70.00000       89700.00       299.4996    
   71.00000       86365.00       293.8792    
   72.00000       86647.00       294.3586    
   73.00000       84078.00       289.9621    
   74.00000       87094.00       295.1169    
   75.00000       81961.00       286.2883    
   76.00000       81908.00       286.1957    
