sample v-GeO2 1100K                                          23-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   11851.00       108.8623    
   1.000000       1388.000       37.25587    
   2.000000       1684.000       41.03657    
   3.000000       1971.000       44.39595    
   4.000000       2924.000       54.07402    
   5.000000       3792.000       61.57922    
   6.000000       4474.000       66.88796    
   7.000000       5485.000       74.06078    
   8.000000       5734.000       75.72318    
   9.000000       5895.000       76.77890    
   10.00000       5513.000       74.24958    
   11.00000       5289.000       72.72551    
   12.00000       4962.000       70.44147    
   13.00000       4418.000       66.46804    
   14.00000       4165.000       64.53681    
   15.00000       3979.000       63.07932    
   16.00000       4132.000       64.28063    
   17.00000       4406.000       66.37771    
   18.00000       4980.000       70.56911    
   19.00000       12470.00       111.6692    
   20.00000       5940.000       77.07140    
   21.00000       6434.000       80.21222    
   22.00000       7046.000       83.94045    
   23.00000       8120.000       90.11105    
   24.00000       24586.00       156.7992    
   25.00000       43836.00       209.3705    
   26.00000       47985.00       219.0548    
   27.00000       51720.00       227.4203    
   28.00000       52619.00       229.3883    
   29.00000       52143.00       228.3484    
   30.00000       44358.00       210.6134    
   31.00000       46071.00       214.6416    
   32.00000       51068.00       225.9823    
   33.00000       54631.00       233.7328    
   34.00000       52195.00       228.4622    
   35.00000       51657.00       227.2818    
   36.00000       56738.00       238.1974    
   37.00000       55478.00       235.5377    
   38.00000       52940.00       230.0869    
   39.00000       49768.00       223.0874    
   40.00000       57454.00       239.6956    
   41.00000       55035.00       234.5954    
   42.00000       55504.00       235.5929    
   43.00000       57703.00       240.2145    
   44.00000       57557.00       239.9104    
   45.00000       59077.00       243.0576    
   46.00000       56542.00       237.7856    
   47.00000       57078.00       238.9100    
   48.00000       55424.00       235.4230    
   49.00000       60170.00       245.2957    
   50.00000       52284.00       228.6570    
   51.00000       57046.00       238.8430    
   52.00000       62004.00       249.0060    
   53.00000       59735.00       244.4074    
   54.00000       60670.00       246.3128    
   55.00000       62221.00       249.4414    
   56.00000       61880.00       248.7569    
   57.00000       62035.00       249.0683    
   58.00000       61327.00       247.6429    
   59.00000       54941.00       234.3950    
   60.00000       75225.00       274.2718    
   61.00000       95022.00       308.2564    
   62.00000       93415.00       305.6387    
   63.00000       75618.00       274.9873    
   64.00000       71369.00       267.1498    
   65.00000       71344.00       267.1030    
   66.00000       70052.00       264.6734    
   67.00000       69570.00       263.7613    
   68.00000       68460.00       261.6486    
   69.00000       76113.00       275.8858    
   70.00000       68873.00       262.4366    
   71.00000       72237.00       268.7694    
   72.00000       92608.00       304.3156    
   73.00000       151441.0       389.1542    
   74.00000       211026.0       459.3757    
   75.00000       146107.0       382.2394    
   76.00000       87661.00       296.0760    
