sample v-GeO2 750K                                           19-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   12125.00       110.1136    
   1.000000       1413.000       37.58989    
   2.000000       1753.000       41.86884    
   3.000000       2036.000       45.12206    
   4.000000       2798.000       52.89613    
   5.000000       3779.000       61.47357    
   6.000000       4582.000       67.69048    
   7.000000       5449.000       73.81734    
   8.000000       5835.000       76.38717    
   9.000000       6003.000       77.47903    
   10.00000       5640.000       75.09993    
   11.00000       5435.000       73.72245    
   12.00000       5033.000       70.94364    
   13.00000       4348.000       65.93937    
   14.00000       4088.000       63.93747    
   15.00000       3923.000       62.63386    
   16.00000       4235.000       65.07688    
   17.00000       4624.000       68.00000    
   18.00000       4995.000       70.67532    
   19.00000       12111.00       110.0500    
   20.00000       6272.000       79.19596    
   21.00000       6561.000       81.00000    
   22.00000       6996.000       83.64210    
   23.00000       8107.000       90.03888    
   24.00000       24378.00       156.1346    
   25.00000       45004.00       212.1415    
   26.00000       50308.00       224.2944    
   27.00000       53120.00       230.4778    
   28.00000       54687.00       233.8525    
   29.00000       53913.00       232.1917    
   30.00000       46879.00       216.5156    
   31.00000       47787.00       218.6024    
   32.00000       53443.00       231.1774    
   33.00000       56781.00       238.2876    
   34.00000       55475.00       235.5313    
   35.00000       55164.00       234.8702    
   36.00000       60006.00       244.9612    
   37.00000       59183.00       243.2756    
   38.00000       56612.00       237.9328    
   39.00000       53286.00       230.8376    
   40.00000       61571.00       248.1350    
   41.00000       59299.00       243.5139    
   42.00000       60238.00       245.4343    
   43.00000       61275.00       247.5379    
   44.00000       62426.00       249.8520    
   45.00000       63502.00       251.9960    
   46.00000       62464.00       249.9280    
   47.00000       62090.00       249.1786    
   48.00000       62171.00       249.3411    
   49.00000       66687.00       258.2383    
   50.00000       60023.00       244.9959    
   51.00000       63840.00       252.6658    
   52.00000       72197.00       268.6950    
   53.00000       69675.00       263.9602    
   54.00000       72317.00       268.9182    
   55.00000       73377.00       270.8819    
   56.00000       75335.00       274.4722    
   57.00000       76103.00       275.8677    
   58.00000       77747.00       278.8315    
   59.00000       69398.00       263.4350    
   60.00000       84252.00       290.2620    
   61.00000       86662.00       294.3841    
   62.00000       93613.00       305.9624    
   63.00000       93900.00       306.4311    
   64.00000       95133.00       308.4364    
   65.00000       96985.00       311.4241    
   66.00000       95290.00       308.6908    
   67.00000       93069.00       305.0721    
   68.00000       90553.00       300.9203    
   69.00000       98494.00       313.8375    
   70.00000       89437.00       299.0602    
   71.00000       86443.00       294.0119    
   72.00000       87060.00       295.0593    
   73.00000       83648.00       289.2196    
   74.00000       86895.00       294.7796    
   75.00000       81860.00       286.1119    
   76.00000       81974.00       286.3110    
