sample v-GeO2 1350K tst                                      24-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   10427.00       102.1127    
   1.000000       1319.000       36.31804    
   2.000000       1524.000       39.03844    
   3.000000       1843.000       42.93018    
   4.000000       2703.000       51.99038    
   5.000000       3767.000       61.37589    
   6.000000       4359.000       66.02272    
   7.000000       5091.000       71.35124    
   8.000000       5298.000       72.78736    
   9.000000       5642.000       75.11325    
   10.00000       5058.000       71.11962    
   11.00000       4989.000       70.63285    
   12.00000       4710.000       68.62944    
   13.00000       4051.000       63.64746    
   14.00000       3812.000       61.74140    
   15.00000       3695.000       60.78651    
   16.00000       3891.000       62.37788    
   17.00000       4213.000       64.90762    
   18.00000       4813.000       69.37579    
   19.00000       10835.00       104.0913    
   20.00000       5983.000       77.34985    
   21.00000       6304.000       79.39774    
   22.00000       6565.000       81.02469    
   23.00000       7877.000       88.75246    
   24.00000       24301.00       155.8878    
   25.00000       43750.00       209.1650    
   26.00000       48501.00       220.2294    
   27.00000       52212.00       228.4995    
   28.00000       53204.00       230.6599    
   29.00000       53202.00       230.6556    
   30.00000       45292.00       212.8192    
   31.00000       46732.00       216.1759    
   32.00000       52118.00       228.2937    
   33.00000       55936.00       236.5079    
   34.00000       54292.00       233.0064    
   35.00000       53878.00       232.1163    
   36.00000       58110.00       241.0602    
   37.00000       58046.00       240.9274    
   38.00000       54398.00       233.2338    
   39.00000       50683.00       225.1288    
   40.00000       60098.00       245.1489    
   41.00000       57882.00       240.5868    
   42.00000       58609.00       242.0930    
   43.00000       61110.00       247.2044    
   44.00000       61538.00       248.0685    
   45.00000       62744.00       250.4875    
   46.00000       60447.00       245.8597    
   47.00000       61191.00       247.3681    
   48.00000       60303.00       245.5667    
   49.00000       64714.00       254.3895    
   50.00000       56154.00       236.9684    
   51.00000       60938.00       246.8562    
   52.00000       67094.00       259.0251    
   53.00000       65728.00       256.3747    
   54.00000       66568.00       258.0078    
   55.00000       68320.00       261.3810    
   56.00000       67953.00       260.6779    
   57.00000       68321.00       261.3829    
   58.00000       66128.00       257.1537    
   59.00000       56432.00       237.5542    
   60.00000       71885.00       268.1138    
   61.00000       73239.00       270.6270    
   62.00000       78051.00       279.3761    
   63.00000       78602.00       280.3605    
   64.00000       78770.00       280.6599    
   65.00000       80019.00       282.8763    
   66.00000       78998.00       281.0658    
   67.00000       77831.00       278.9821    
   68.00000       76151.00       275.9547    
   69.00000       84615.00       290.8866    
   70.00000       74146.00       272.2976    
   71.00000       74604.00       273.1373    
   72.00000       75280.00       274.3720    
   73.00000       73687.00       271.4535    
   74.00000       77198.00       277.8453    
   75.00000       74325.00       272.6261    
   76.00000       73294.00       270.7286    
