sample v-GeO2 1325K x4                                       25-11-07   500.000K
   77.00000       18333.00       135.3994    
   78.00000       16957.00       130.2190    
   79.00000       14455.00       120.2290    
   80.00000       18127.00       134.6366    
   81.00000       17900.00       133.7909    
   82.00000       17883.00       133.7273    
   83.00000       17869.00       133.6750    
   84.00000       17660.00       132.8909    
   85.00000       18227.00       135.0074    
   86.00000       17163.00       131.0076    
   87.00000       17456.00       132.1212    
   88.00000       17751.00       133.2329    
   89.00000       18435.00       135.7755    
   90.00000       16615.00       128.8992    
   91.00000       17098.00       130.7593    
   92.00000       17391.00       131.8749    
   93.00000       16965.00       130.2498    
   94.00000       17611.00       132.7064    
   95.00000       17335.00       131.6624    
   96.00000       17491.00       132.2535    
   97.00000       17929.00       133.8992    
   98.00000       17591.00       132.6311    
   99.00000       16101.00       126.8897    
   100.0000       16901.00       130.0038    
   101.0000       17545.00       132.4575    
   102.0000       17978.00       134.0821    
   103.0000       18759.00       136.9635    
   104.0000       18923.00       137.5609    
   105.0000       19039.00       137.9819    
   106.0000       19012.00       137.8840    
   107.0000       19618.00       140.0643    
   108.0000       19522.00       139.7211    
   109.0000       20721.00       143.9479    
   110.0000       18532.00       136.1323    
   111.0000       19759.00       140.5667    
   112.0000       19001.00       137.8441    
   113.0000       17867.00       133.6675    
   114.0000       18270.00       135.1666    
   115.0000       17729.00       133.1503    
   116.0000       18088.00       134.4916    
   117.0000       17172.00       131.0420    
   118.0000       16113.00       126.9370    
   119.0000       14270.00       119.4571    
   120.0000       18703.00       136.7589    
   121.0000       17494.00       132.2649    
   122.0000       18746.00       136.9160    
   123.0000       18731.00       136.8612    
   124.0000       18273.00       135.1777    
   125.0000       18334.00       135.4031    
   126.0000       18596.00       136.3672    
   127.0000       18468.00       135.8970    
   128.0000       17440.00       132.0606    
   129.0000       18826.00       137.2079    
   130.0000       17318.00       131.5979    
   131.0000       18031.00       134.2796    
   132.0000       18630.00       136.4918    
   133.0000       18270.00       135.1666    
   134.0000       18585.00       136.3268    
   135.0000       18179.00       134.8295    
   136.0000       18906.00       137.4991    
   137.0000       19241.00       138.7119    
   138.0000       18192.00       134.8777    
   139.0000       18617.00       136.4441    
   140.0000       17780.00       133.3417    
   141.0000       18300.00       135.2775    
   142.0000       18923.00       137.5609    
   143.0000       19201.00       138.5677    
   144.0000       19318.00       138.9892    
   145.0000       19225.00       138.6543    
   146.0000       19211.00       138.6037    
   147.0000       20023.00       141.5027    
   148.0000       19904.00       141.0815    
   149.0000       21264.00       145.8218    
   150.0000       19566.00       139.8785    
   151.0000       20204.00       142.1408    
   152.0000       20943.00       144.7170    
   153.0000       20449.00       143.0000    
   154.0000       20765.00       144.1007    
   155.0000       20053.00       141.6086    
   156.0000       21100.00       145.2584    
   157.0000       21521.00       146.7004    
   158.0000       19737.00       140.4884    
   159.0000       15045.00       122.6581    
   160.0000       22749.00       150.8277    
   161.0000       22098.00       148.6540    
   162.0000       22568.00       150.2265    
   163.0000       22129.00       148.7582    
   164.0000       22507.00       150.0233    
   165.0000       22213.00       149.0403    
   166.0000       22141.00       148.7985    
   167.0000       22333.00       149.4423    
   168.0000       21893.00       147.9628    
   169.0000       23332.00       152.7482    
   170.0000       21661.00       147.1768    
   171.0000       21640.00       147.1054    
   172.0000       22547.00       150.1566    
   173.0000       21048.00       145.0793    
   174.0000       20964.00       144.7895    
   175.0000       22098.00       148.6540    
   176.0000       22434.00       149.7798    
   177.0000       21381.00       146.2224    
   178.0000       20642.00       143.6732    
   179.0000       20012.00       141.4638    
   180.0000       21833.00       147.7599    
   181.0000       21418.00       146.3489    
   182.0000       21641.00       147.1088    
   183.0000       22144.00       148.8086    
   184.0000       21872.00       147.8918    
   185.0000       21822.00       147.7227    
   186.0000       20443.00       142.9790    
   187.0000       20793.00       144.1978    
   188.0000       19995.00       141.4037    
   189.0000       20936.00       144.6928    
   190.0000       19194.00       138.5424    
   191.0000       19452.00       139.4704    
   192.0000       19389.00       139.2444    
   193.0000       18792.00       137.0839    
   194.0000       18698.00       136.7406    
   195.0000       18952.00       137.6663    
   196.0000       18603.00       136.3928    
   197.0000       18225.00       135.0000    
   198.0000       18249.00       135.0889    
   199.0000       18668.00       136.6309    
   200.0000       17137.00       130.9084    
   201.0000       17218.00       131.2174    
   202.0000       17668.00       132.9210    
   203.0000       18291.00       135.2442    
   204.0000       17830.00       133.5290    
   205.0000       17608.00       132.6951    
   206.0000       17492.00       132.2573    
   207.0000       18153.00       134.7331    
   208.0000       17529.00       132.3971    
   209.0000       18535.00       136.1433    
   210.0000       16388.00       128.0156    
   211.0000       17186.00       131.0954    
   212.0000       18443.00       135.8050    
   213.0000       17674.00       132.9436    
   214.0000       17507.00       132.3140    
   215.0000       17044.00       130.5527    
   216.0000       17746.00       133.2141    
   217.0000       17709.00       133.0752    
   218.0000       16624.00       128.9341    
   219.0000       15991.00       126.4555    
   220.0000       18531.00       136.1286    
   221.0000       17103.00       130.7784    
   222.0000       17589.00       132.6235    
   223.0000       17615.00       132.7215    
   224.0000       17834.00       133.5440    
   225.0000       17338.00       131.6738    
   226.0000       17669.00       132.9248    
   227.0000       18109.00       134.5697    
   228.0000       17759.00       133.2629    
   229.0000       18941.00       137.6263    
   230.0000       16774.00       129.5145    
   231.0000       17186.00       131.0954    
   232.0000       17993.00       134.1380    
   233.0000       17680.00       132.9662    
   234.0000       17307.00       131.5561    
   235.0000       17672.00       132.9361    
   236.0000       18261.00       135.1333    
   237.0000       17862.00       133.6488    
   238.0000       17436.00       132.0454    
   239.0000       15801.00       125.7020    
   240.0000       18821.00       137.1897    
   241.0000       17922.00       133.8731    
   242.0000       18764.00       136.9818    
   243.0000       18073.00       134.4359    
   244.0000       18406.00       135.6687    
   245.0000       18867.00       137.3572    
   246.0000       18486.00       135.9632    
   247.0000       18992.00       137.8115    
   248.0000       18080.00       134.4619    
   249.0000       19497.00       139.6317    
   250.0000       17652.00       132.8608    
   251.0000       18267.00       135.1555    
   252.0000       18834.00       137.2370    
   253.0000       18378.00       135.5655    
   254.0000       18767.00       136.9927    
   255.0000       18331.00       135.3920    
   256.0000       18687.00       136.7004    
   257.0000       18476.00       135.9265    
   258.0000       17337.00       131.6700    
   259.0000       15830.00       125.8173    
   260.0000       19450.00       139.4633    
   261.0000       19336.00       139.0539    
   262.0000       18679.00       136.6711    
   263.0000       18940.00       137.6227    
   264.0000       19407.00       139.3090    
   265.0000       19162.00       138.4269    
   266.0000       19441.00       139.4310    
   267.0000       20285.00       142.4254    
   268.0000       19064.00       138.0724    
   269.0000       20474.00       143.0874    
   270.0000       18744.00       136.9087    
   271.0000       18472.00       135.9117    
   272.0000       19577.00       139.9178    
   273.0000       19443.00       139.4382    
   274.0000       19049.00       138.0181    
   275.0000       18979.00       137.7643    
   276.0000       19603.00       140.0107    
   277.0000       19186.00       138.5135    
   278.0000       18354.00       135.4769    
   279.0000       16026.00       126.5938    
   280.0000       19515.00       139.6961    
   281.0000       19448.00       139.4561    
   282.0000       19499.00       139.6388    
   283.0000       19661.00       140.2177    
   284.0000       19219.00       138.6326    
   285.0000       19303.00       138.9352    
   286.0000       19283.00       138.8632    
   287.0000       19998.00       141.4143    
   288.0000       19130.00       138.3112    
   289.0000       20257.00       142.3271    
   290.0000       18523.00       136.0992    
   291.0000       18995.00       137.8223    
   292.0000       19147.00       138.3727    
   293.0000       18998.00       137.8332    
   294.0000       18618.00       136.4478    
   295.0000       19279.00       138.8488    
   296.0000       19242.00       138.7155    
   297.0000       18485.00       135.9595    
   298.0000       17766.00       133.2892    
   299.0000       17766.00       133.2892    
   300.0000       19595.00       139.9821    
   301.0000       18599.00       136.3781    
   302.0000       18926.00       137.5718    
   303.0000       19032.00       137.9565    
   304.0000       18620.00       136.4551    
   305.0000       18897.00       137.4664    
   306.0000       18877.00       137.3936    
   307.0000       18488.00       135.9706    
   308.0000       18416.00       135.7056    
   309.0000       19888.00       141.0248    
   310.0000       17848.00       133.5964    
   311.0000       18979.00       137.7643    
   312.0000       18930.00       137.5863    
   313.0000       18349.00       135.4585    
   314.0000       18601.00       136.3855    
   315.0000       18018.00       134.2311    
   316.0000       18387.00       135.5987    
   317.0000       18780.00       137.0401    
   318.0000       17581.00       132.5934    
   319.0000       16329.00       127.7850    
   320.0000       17331.00       131.6473    
   321.0000       17850.00       133.6039    
   322.0000       18140.00       134.6848    
   323.0000       18236.00       135.0407    
   324.0000       18050.00       134.3503    
   325.0000       18396.00       135.6319    
   326.0000       17797.00       133.4054    
   327.0000       18325.00       135.3699    
   328.0000       17549.00       132.4726    
   329.0000       18911.00       137.5173    
   330.0000       17078.00       130.6828    
   331.0000       17655.00       132.8721    
   332.0000       18152.00       134.7294    
   333.0000       17225.00       131.2440    
   334.0000       17428.00       132.0152    
   335.0000       17573.00       132.5632    
   336.0000       17828.00       133.5215    
   337.0000       17560.00       132.5141    
   338.0000       17019.00       130.4569    
   339.0000       16747.00       129.4102    
   340.0000       18269.00       135.1629    
   341.0000       17438.00       132.0530    
   342.0000       17933.00       133.9142    
   343.0000       18228.00       135.0111    
   344.0000       18532.00       136.1323    
   345.0000       19056.00       138.0435    
   346.0000       18064.00       134.4024    
   347.0000       18131.00       134.6514    
   348.0000       18293.00       135.2516    
   349.0000       19181.00       138.4955    
   350.0000       17409.00       131.9432    
   351.0000       18018.00       134.2311    
   352.0000       18589.00       136.3415    
   353.0000       17643.00       132.8270    
   354.0000       17697.00       133.0301    
   355.0000       17894.00       133.7685    
   356.0000       18773.00       137.0146    
   357.0000       18318.00       135.3440    
   358.0000       17932.00       133.9104    
   359.0000       19215.00       138.6182    
   360.0000       18482.00       135.9485    
   361.0000       17923.00       133.8768    
   362.0000       18189.00       134.8666    
   363.0000       18682.00       136.6821    
   364.0000       18783.00       137.0511    
   365.0000       18461.00       135.8713    
   366.0000       18182.00       134.8407    
   367.0000       18819.00       137.1824    
   368.0000       18144.00       134.6997    
   369.0000       19391.00       139.2516    
   370.0000       17222.00       131.2326    
   371.0000       17511.00       132.3291    
   372.0000       18800.00       137.1131    
   373.0000       17917.00       133.8544    
   374.0000       17838.00       133.5590    
   375.0000       18075.00       134.4433    
   376.0000       18127.00       134.6366    
   377.0000       18463.00       135.8786    
   378.0000       17712.00       133.0864    
   379.0000       16801.00       129.6187    
   380.0000       18471.00       135.9081    
   381.0000       17050.00       130.5757    
   382.0000       17688.00       132.9962    
   383.0000       18382.00       135.5802    
   384.0000       17988.00       134.1194    
   385.0000       18311.00       135.3181    
   386.0000       18376.00       135.5581    
   387.0000       18848.00       137.2880    
   388.0000       17866.00       133.6638    
   389.0000       19372.00       139.1833    
   390.0000       17575.00       132.5707    
   391.0000       18328.00       135.3810    
   392.0000       18580.00       136.3085    
   393.0000       17662.00       132.8985    
   394.0000       18548.00       136.1910    
   395.0000       18633.00       136.5027    
   396.0000       18675.00       136.6565    
   397.0000       18603.00       136.3928    
   398.0000       18413.00       135.6945    
   399.0000       18720.00       136.8210    
   400.0000       18638.00       136.5211    
   401.0000       18312.00       135.3218    
   402.0000       18367.00       135.5249    
   403.0000       18595.00       136.3635    
   404.0000       18999.00       137.8369    
   405.0000       19162.00       138.4269    
   406.0000       18804.00       137.1277    
   407.0000       18692.00       136.7187    
   408.0000       18359.00       135.4954    
   409.0000       19158.00       138.4124    
   410.0000       17127.00       130.8702    
   411.0000       18217.00       134.9704    
   412.0000       18803.00       137.1240    
   413.0000       18270.00       135.1666    
   414.0000       18555.00       136.2167    
   415.0000       18387.00       135.5987    
   416.0000       18467.00       135.8933    
   417.0000       18549.00       136.1947    
   418.0000       17385.00       131.8522    
   419.0000       16694.00       129.2053    
   420.0000       18760.00       136.9671    
   421.0000       18187.00       134.8592    
   422.0000       19243.00       138.7191    
   423.0000       18910.00       137.5136    
   424.0000       18614.00       136.4331    
   425.0000       19066.00       138.0797    
   426.0000       19037.00       137.9746    
   427.0000       19577.00       139.9178    
   428.0000       18630.00       136.4918    
   429.0000       19602.00       140.0071    
   430.0000       17826.00       133.5140    
   431.0000       18086.00       134.4842    
   432.0000       18940.00       137.6227    
   433.0000       18376.00       135.5581    
   434.0000       18680.00       136.6748    
   435.0000       18402.00       135.6540    
   436.0000       18341.00       135.4290    
   437.0000       19030.00       137.9493    
   438.0000       18437.00       135.7829    
   439.0000       18135.00       134.6663    
   440.0000       19458.00       139.4919    
   441.0000       18562.00       136.2424    
   442.0000       17913.00       133.8395    
   443.0000       17907.00       133.8170    
   444.0000       18500.00       136.0147    
   445.0000       18818.00       137.1787    
   446.0000       18549.00       136.1947    
   447.0000       18455.00       135.8492    
   448.0000       18115.00       134.5920    
   449.0000       19620.00       140.0714    
   450.0000       17797.00       133.4054    
   451.0000       18530.00       136.1249    
   452.0000       18597.00       136.3708    
   453.0000       18131.00       134.6514    
   454.0000       17962.00       134.0224    
   455.0000       18309.00       135.3108    
   456.0000       18407.00       135.6724    
   457.0000       18122.00       134.6180    
   458.0000       17921.00       133.8693    
   459.0000       17353.00       131.7308    
   460.0000       20832.00       144.3329    
   461.0000       18042.00       134.3205    
   462.0000       18261.00       135.1333    
   463.0000       18803.00       137.1240    
   464.0000       18808.00       137.1423    
   465.0000       18550.00       136.1984    
   466.0000       18530.00       136.1249    
   467.0000       18698.00       136.7406    
   468.0000       18120.00       134.6105    
   469.0000       19614.00       140.0500    
   470.0000       17970.00       134.0522    
   471.0000       18222.00       134.9889    
   472.0000       18159.00       134.7553    
   473.0000       17999.00       134.1604    
   474.0000       17961.00       134.0187    
   475.0000       18127.00       134.6366    
   476.0000       19090.00       138.1666    
   477.0000       18383.00       135.5839    
   478.0000       17801.00       133.4204    
   479.0000       18553.00       136.2094    
   480.0000       16789.00       129.5724    
   481.0000       18159.00       134.7553    
   482.0000       18509.00       136.0478    
   483.0000       18251.00       135.0963    
   484.0000       17871.00       133.6825    
   485.0000       17953.00       133.9888    
   486.0000       18394.00       135.6245    
   487.0000       18406.00       135.6687    
   488.0000       18069.00       134.4210    
   489.0000       19678.00       140.2783    
   490.0000       17423.00       131.9962    
   491.0000       17688.00       132.9962    
   492.0000       18628.00       136.4844    
   493.0000       17717.00       133.1052    
   494.0000       18065.00       134.4061    
   495.0000       18067.00       134.4135    
   496.0000       18227.00       135.0074    
   497.0000       18686.00       136.6967    
   498.0000       17868.00       133.6712    
   499.0000       17893.00       133.7647    
   500.0000       17990.00       134.1268    
   501.0000       17576.00       132.5745    
   502.0000       17800.00       133.4166    
   503.0000       17722.00       133.1240    
   504.0000       18045.00       134.3317    
   505.0000       18733.00       136.8685    
   506.0000       18534.00       136.1396    
   507.0000       18672.00       136.6455    
   508.0000       18102.00       134.5437    
   509.0000       19005.00       137.8586    
   510.0000       17400.00       131.9091    
   511.0000       18124.00       134.6254    
   512.0000       18427.00       135.7461    
   513.0000       17910.00       133.8282    
   514.0000       18655.00       136.5833    
   515.0000       18048.00       134.3428    
   516.0000       18434.00       135.7719    
   517.0000       18750.00       136.9306    
   518.0000       18227.00       135.0074    
   519.0000       18466.00       135.8897    
   520.0000       19451.00       139.4668    
   521.0000       17835.00       133.5477    
   522.0000       17955.00       133.9963    
   523.0000       18452.00       135.8381    
   524.0000       18228.00       135.0111    
   525.0000       18129.00       134.6440    
   526.0000       18443.00       135.8050    
   527.0000       18973.00       137.7425    
   528.0000       17989.00       134.1231    
   529.0000       19542.00       139.7927    
   530.0000       17633.00       132.7893    
   531.0000       18016.00       134.2237    
   532.0000       18253.00       135.1037    
   533.0000       18151.00       134.7256    
   534.0000       17951.00       133.9813    
   535.0000       17704.00       133.0564    
   536.0000       19311.00       138.9640    
   537.0000       18714.00       136.7991    
   538.0000       17805.00       133.4354    
   539.0000       17775.00       133.3229    
   540.0000       18349.00       135.4585    
   541.0000       17607.00       132.6914    
   542.0000       18075.00       134.4433    
   543.0000       18738.00       136.8868    
   544.0000       18528.00       136.1176    
   545.0000       18633.00       136.5027    
   546.0000       18490.00       135.9779    
   547.0000       19009.00       137.8731    
   548.0000       18407.00       135.6724    
   549.0000       19697.00       140.3460    
   550.0000       17902.00       133.7984    
   551.0000       18230.00       135.0185    
   552.0000       18647.00       136.5540    
   553.0000       18212.00       134.9518    
   554.0000       18534.00       136.1396    
   555.0000       18553.00       136.2094    
   556.0000       18476.00       135.9265    
   557.0000       18525.00       136.1066    
   558.0000       17894.00       133.7685    
   559.0000       16187.00       127.2281    
   560.0000       17766.00       133.2892    
   561.0000       18188.00       134.8629    
   562.0000       17897.00       133.7797    
   563.0000       17993.00       134.1380    
   564.0000       18104.00       134.5511    
   565.0000       18637.00       136.5174    
   566.0000       18603.00       136.3928    
   567.0000       18548.00       136.1910    
   568.0000       17875.00       133.6974    
   569.0000       19347.00       139.0935    
   570.0000       17091.00       130.7325    
   571.0000       17591.00       132.6311    
   572.0000       18586.00       136.3305    
   573.0000       17906.00       133.8133    
   574.0000       17964.00       134.0298    
   575.0000       17894.00       133.7685    
   576.0000       17878.00       133.7086    
   577.0000       18132.00       134.6551    
   578.0000       17303.00       131.5409    
   579.0000       14187.00       119.1092    
   580.0000       17474.00       132.1893    
   581.0000       17840.00       133.5665    
   582.0000       17949.00       133.9739    
   583.0000       18315.00       135.3329    
   584.0000       17917.00       133.8544    
   585.0000       17954.00       133.9925    
   586.0000       17666.00       132.9135    
   587.0000       18242.00       135.0629    
   588.0000       17542.00       132.4462    
   589.0000       18738.00       136.8868    
   590.0000       16541.00       128.6118    
   591.0000       16363.00       127.9179    
   592.0000       17477.00       132.2006    
   593.0000       16524.00       128.5457    
   594.0000       16747.00       129.4102    
   595.0000       17338.00       131.6738    
   596.0000       17014.00       130.4377    
   597.0000       16157.00       127.1102    
   598.0000       16516.00       128.5146    
   599.0000       15334.00       123.8305    
   600.0000       17188.00       131.1030    
   601.0000       16568.00       128.7167    
   602.0000       16387.00       128.0117    
   603.0000       17032.00       130.5067    
   604.0000       16634.00       128.9729    
   605.0000       16458.00       128.2887    
   606.0000       16100.00       126.8858    
   607.0000       16584.00       128.7789    
   608.0000       16123.00       126.9764    
   609.0000       16815.00       129.6727    
   610.0000       15507.00       124.5271    
   611.0000       16093.00       126.8582    
   612.0000       15884.00       126.0317    
   613.0000       15514.00       124.5552    
   614.0000       15696.00       125.2837    
   615.0000       15658.00       125.1319    
   616.0000       15916.00       126.1586    
   617.0000       15969.00       126.3685    
   618.0000       17916.00       133.8507    
   619.0000       18474.00       135.9191    
   620.0000       22299.00       149.3285    
   621.0000       18286.00       135.2257    
   622.0000       18741.00       136.8978    
   623.0000       18915.00       137.5318    
   624.0000       18643.00       136.5394    
   625.0000       18917.00       137.5391    
   626.0000       18930.00       137.5863    
   627.0000       19102.00       138.2100    
   628.0000       17988.00       134.1194    
   629.0000       19169.00       138.4522    
   630.0000       17628.00       132.7705    
   631.0000       17516.00       132.3480    
   632.0000       18537.00       136.1507    
   633.0000       17667.00       132.9173    
   634.0000       17948.00       133.9701    
   635.0000       17839.00       133.5627    
   636.0000       18193.00       134.8814    
   637.0000       18208.00       134.9370    
   638.0000       17930.00       133.9030    
   639.0000       17842.00       133.5739    
