sample v-GeO2 1000K                                          22-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   12063.00       109.8317    
   1.000000       1441.000       37.96051    
   2.000000       1573.000       39.66106    
   3.000000       2044.000       45.21062    
   4.000000       2860.000       53.47897    
   5.000000       3939.000       62.76145    
   6.000000       4620.000       67.97058    
   7.000000       5347.000       73.12318    
   8.000000       5754.000       75.85513    
   9.000000       6054.000       77.80746    
   10.00000       5509.000       74.22264    
   11.00000       5565.000       74.59893    
   12.00000       5049.000       71.05631    
   13.00000       4323.000       65.74953    
   14.00000       4086.000       63.92183    
   15.00000       3974.000       63.03967    
   16.00000       4287.000       65.47519    
   17.00000       4309.000       65.64297    
   18.00000       5007.000       70.76015    
   19.00000       12415.00       111.4226    
   20.00000       5975.000       77.29813    
   21.00000       6718.000       81.96341    
   22.00000       6988.000       83.59426    
   23.00000       8513.000       92.26592    
   24.00000       25308.00       159.0849    
   25.00000       45975.00       214.4178    
   26.00000       49726.00       222.9933    
   27.00000       54250.00       232.9163    
   28.00000       55052.00       234.6316    
   29.00000       54183.00       232.7724    
   30.00000       46318.00       215.2162    
   31.00000       48382.00       219.9591    
   32.00000       53603.00       231.5232    
   33.00000       57291.00       239.3554    
   34.00000       55491.00       235.5653    
   35.00000       55181.00       234.9064    
   36.00000       60382.00       245.7275    
   37.00000       59813.00       244.5670    
   38.00000       57009.00       238.7656    
   39.00000       54420.00       233.2809    
   40.00000       61662.00       248.3183    
   41.00000       60049.00       245.0490    
   42.00000       60471.00       245.9085    
   43.00000       62753.00       250.5055    
   44.00000       63455.00       251.9028    
   45.00000       65289.00       255.5171    
   46.00000       63573.00       252.1369    
   47.00000       64162.00       253.3022    
   48.00000       63225.00       251.4458    
   49.00000       67987.00       260.7432    
   50.00000       60338.00       245.6379    
   51.00000       65540.00       256.0078    
   52.00000       72448.00       269.1617    
   53.00000       71166.00       266.7696    
   54.00000       72311.00       268.9070    
   55.00000       75036.00       273.9270    
   56.00000       76223.00       276.0851    
   57.00000       77843.00       279.0036    
   58.00000       77294.00       278.0180    
   59.00000       68658.00       262.0267    
   60.00000       84410.00       290.5340    
   61.00000       86673.00       294.4028    
   62.00000       92835.00       304.6884    
   63.00000       93846.00       306.3430    
   64.00000       93543.00       305.8480    
   65.00000       95662.00       309.2928    
   66.00000       93521.00       305.8120    
   67.00000       92145.00       303.5540    
   68.00000       89492.00       299.1521    
   69.00000       97845.00       312.8018    
   70.00000       87061.00       295.0610    
   71.00000       85791.00       292.9010    
   72.00000       86103.00       293.4331    
   73.00000       84424.00       290.5581    
   74.00000       87022.00       294.9949    
   75.00000       82636.00       287.4648    
   76.00000       81749.00       285.9178    
