sample v-GeO2 1100K                                          23-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   11798.00       108.6186    
   1.000000       1429.000       37.80212    
   2.000000       1689.000       41.09745    
   3.000000       2013.000       44.86647    
   4.000000       2844.000       53.32917    
   5.000000       4014.000       63.35614    
   6.000000       4495.000       67.04476    
   7.000000       5495.000       74.12827    
   8.000000       5650.000       75.16648    
   9.000000       6120.000       78.23043    
   10.00000       5435.000       73.72245    
   11.00000       5533.000       74.38414    
   12.00000       5125.000       71.58910    
   13.00000       4279.000       65.41406    
   14.00000       4050.000       63.63961    
   15.00000       3902.000       62.46599    
   16.00000       4149.000       64.41273    
   17.00000       4518.000       67.21607    
   18.00000       4992.000       70.65408    
   19.00000       12496.00       111.7855    
   20.00000       6145.000       78.39005    
   21.00000       6638.000       81.47392    
   22.00000       6932.000       83.25864    
   23.00000       8150.000       90.27735    
   24.00000       24921.00       157.8639    
   25.00000       44893.00       211.8797    
   26.00000       49084.00       221.5491    
   27.00000       53331.00       230.9351    
   28.00000       54180.00       232.7660    
   29.00000       52873.00       229.9413    
   30.00000       45742.00       213.8738    
   31.00000       47465.00       217.8646    
   32.00000       52376.00       228.8580    
   33.00000       56169.00       237.0000    
   34.00000       54106.00       232.6070    
   35.00000       54063.00       232.5145    
   36.00000       58621.00       242.1177    
   37.00000       58072.00       240.9813    
   38.00000       54815.00       234.1260    
   39.00000       52448.00       229.0153    
   40.00000       60085.00       245.1224    
   41.00000       58141.00       241.1245    
   42.00000       58147.00       241.1369    
   43.00000       60358.00       245.6786    
   44.00000       61286.00       247.5601    
   45.00000       62475.00       249.9500    
   46.00000       59943.00       244.8326    
   47.00000       60637.00       246.2458    
   48.00000       59128.00       243.1625    
   49.00000       64111.00       253.2015    
   50.00000       57060.00       238.8723    
   51.00000       61467.00       247.9254    
   52.00000       68226.00       261.2011    
   53.00000       65829.00       256.5716    
   54.00000       66900.00       258.6503    
   55.00000       68732.00       262.1679    
   56.00000       69420.00       263.4767    
   57.00000       69589.00       263.7973    
   58.00000       69110.00       262.8878    
   59.00000       62446.00       249.8920    
   60.00000       79439.00       281.8492    
   61.00000       90075.00       300.1250    
   62.00000       92959.00       304.8918    
   63.00000       84185.00       290.1465    
   64.00000       81533.00       285.5398    
   65.00000       82985.00       288.0712    
   66.00000       81815.00       286.0332    
   67.00000       80501.00       283.7270    
   68.00000       78331.00       279.8768    
   69.00000       85963.00       293.1945    
   70.00000       77283.00       277.9982    
   71.00000       79193.00       281.4125    
   72.00000       90369.00       300.6144    
   73.00000       119798.0       346.1185    
   74.00000       149855.0       387.1111    
   75.00000       116181.0       340.8533    
   76.00000       85274.00       292.0171    
