sample v-GeO2 1100K                                          22-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   12170.00       110.3177    
   1.000000       1450.000       38.07887    
   2.000000       1701.000       41.24318    
   3.000000       1966.000       44.33960    
   4.000000       2778.000       52.70674    
   5.000000       3965.000       62.96825    
   6.000000       4527.000       67.28298    
   7.000000       5392.000       73.43024    
   8.000000       5767.000       75.94077    
   9.000000       6017.000       77.56932    
   10.00000       5631.000       75.03999    
   11.00000       5407.000       73.53230    
   12.00000       4974.000       70.52659    
   13.00000       4472.000       66.87302    
   14.00000       4078.000       63.85922    
   15.00000       4001.000       63.25346    
   16.00000       4302.000       65.58963    
   17.00000       4439.000       66.62582    
   18.00000       4936.000       70.25668    
   19.00000       12366.00       111.2025    
   20.00000       6031.000       77.65952    
   21.00000       6758.000       82.20705    
   22.00000       6996.000       83.64210    
   23.00000       8394.000       91.61877    
   24.00000       25222.00       158.8144    
   25.00000       45226.00       212.6640    
   26.00000       49541.00       222.5781    
   27.00000       53952.00       232.2757    
   28.00000       55036.00       234.5975    
   29.00000       54151.00       232.7037    
   30.00000       46820.00       216.3793    
   31.00000       48197.00       219.5381    
   32.00000       53518.00       231.3396    
   33.00000       56747.00       238.2163    
   34.00000       55534.00       235.6565    
   35.00000       55902.00       236.4360    
   36.00000       59898.00       244.7407    
   37.00000       60144.00       245.2427    
   38.00000       56225.00       237.1181    
   39.00000       53733.00       231.8038    
   40.00000       61752.00       248.4995    
   41.00000       60338.00       245.6379    
   42.00000       60529.00       246.0264    
   43.00000       62624.00       250.2479    
   44.00000       63759.00       252.5054    
   45.00000       65519.00       255.9668    
   46.00000       63136.00       251.2688    
   47.00000       63957.00       252.8972    
   48.00000       62929.00       250.8565    
   49.00000       67269.00       259.3627    
   50.00000       60160.00       245.2754    
   51.00000       64874.00       254.7038    
   52.00000       72594.00       269.4327    
   53.00000       69835.00       264.2631    
   54.00000       71820.00       267.9925    
   55.00000       74059.00       272.1378    
   56.00000       75090.00       274.0255    
   57.00000       76127.00       275.9112    
   58.00000       74860.00       273.6056    
   59.00000       67035.00       258.9112    
   60.00000       82853.00       287.8420    
   61.00000       87641.00       296.0422    
   62.00000       92208.00       303.6577    
   63.00000       90067.00       300.1116    
   64.00000       89742.00       299.5697    
   65.00000       91575.00       302.6136    
   66.00000       89553.00       299.2541    
   67.00000       88808.00       298.0067    
   68.00000       86642.00       294.3501    
   69.00000       94190.00       306.9039    
   70.00000       83743.00       289.3838    
   71.00000       82987.00       288.0746    
   72.00000       86798.00       294.6150    
   73.00000       93255.00       305.3768    
   74.00000       104634.0       323.4718    
   75.00000       92307.00       303.8207    
   76.00000       82960.00       288.0278    
