sample v-GeO2 500K                                           18-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   12320.00       110.9955    
   1.000000       1363.000       36.91883    
   2.000000       1644.000       40.54627    
   3.000000       2038.000       45.14421    
   4.000000       2787.000       52.79205    
   5.000000       3904.000       62.48200    
   6.000000       4459.000       66.77574    
   7.000000       5480.000       74.02702    
   8.000000       5732.000       75.70998    
   9.000000       5982.000       77.34339    
   10.00000       5707.000       75.54469    
   11.00000       5378.000       73.33485    
   12.00000       4979.000       70.56203    
   13.00000       4348.000       65.93937    
   14.00000       4129.000       64.25729    
   15.00000       3920.000       62.60991    
   16.00000       4266.000       65.31462    
   17.00000       4399.000       66.32496    
   18.00000       5176.000       71.94442    
   19.00000       12560.00       112.0714    
   20.00000       6191.000       78.68291    
   21.00000       6561.000       81.00000    
   22.00000       6849.000       82.75868    
   23.00000       8168.000       90.37699    
   24.00000       24668.00       157.0605    
   25.00000       44989.00       212.1061    
   26.00000       49895.00       223.3719    
   27.00000       52677.00       229.5147    
   28.00000       55033.00       234.5911    
   29.00000       53806.00       231.9612    
   30.00000       47984.00       219.0525    
   31.00000       48146.00       219.4220    
   32.00000       53653.00       231.6312    
   33.00000       57089.00       238.9330    
   34.00000       56127.00       236.9114    
   35.00000       54682.00       233.8418    
   36.00000       60574.00       246.1179    
   37.00000       59219.00       243.3495    
   38.00000       56772.00       238.2688    
   39.00000       54240.00       232.8948    
   40.00000       62239.00       249.4774    
   41.00000       59061.00       243.0247    
   42.00000       60316.00       245.5932    
   43.00000       61577.00       248.1471    
   44.00000       63018.00       251.0339    
   45.00000       64376.00       253.7243    
   46.00000       63303.00       251.6009    
   47.00000       62754.00       250.5075    
   48.00000       62700.00       250.3997    
   49.00000       66711.00       258.2847    
   50.00000       60930.00       246.8400    
   51.00000       64495.00       253.9587    
   52.00000       72354.00       268.9870    
   53.00000       70378.00       265.2885    
   54.00000       72524.00       269.3028    
   55.00000       73348.00       270.8284    
   56.00000       75184.00       274.1970    
   57.00000       76769.00       277.0722    
   58.00000       77895.00       279.0968    
   59.00000       70992.00       266.4432    
   60.00000       84592.00       290.8470    
   61.00000       86425.00       293.9813    
   62.00000       93550.00       305.8594    
   63.00000       93494.00       305.7679    
   64.00000       95316.00       308.7329    
   65.00000       95965.00       309.7822    
   66.00000       95548.00       309.1084    
   67.00000       92826.00       304.6736    
   68.00000       90883.00       301.4681    
   69.00000       98353.00       313.6128    
   70.00000       88975.00       298.2868    
   71.00000       86587.00       294.2567    
   72.00000       87198.00       295.2931    
   73.00000       83894.00       289.6446    
   74.00000       87717.00       296.1706    
   75.00000       81788.00       285.9860    
   76.00000       82371.00       287.0035    
