Empty fournace avelenght calibration                         25-11-07  2000.000K
   77.00000       7133.000       84.45709    
   78.00000       6490.000       80.56054    
   79.00000       5705.000       75.53145    
   80.00000       7194.000       84.81745    
   81.00000       7215.000       84.94115    
   82.00000       7192.000       84.80566    
   83.00000       7323.000       85.57453    
   84.00000       7414.000       86.10459    
   85.00000       7405.000       86.05231    
   86.00000       6987.000       83.58828    
   87.00000       7217.000       84.95293    
   88.00000       7444.000       86.27862    
   89.00000       7633.000       87.36704    
   90.00000       6917.000       83.16850    
   91.00000       7355.000       85.76130    
   92.00000       7248.000       85.13519    
   93.00000       7173.000       84.69357    
   94.00000       7401.000       86.02907    
   95.00000       7305.000       85.46929    
   96.00000       7244.000       85.11169    
   97.00000       7360.000       85.79044    
   98.00000       7265.000       85.23497    
   99.00000       6688.000       81.78019    
   100.0000       6613.000       81.32035    
   101.0000       7047.000       83.94641    
   102.0000       7048.000       83.95237    
   103.0000       7464.000       86.39445    
   104.0000       7433.000       86.21485    
   105.0000       7453.000       86.33076    
   106.0000       7352.000       85.74380    
   107.0000       7823.000       88.44772    
   108.0000       7544.000       86.85620    
   109.0000       8171.000       90.39359    
   110.0000       7537.000       86.81590    
   111.0000       7861.000       88.66228    
   112.0000       7998.000       89.43154    
   113.0000       7466.000       86.40602    
   114.0000       7581.000       87.06894    
   115.0000       7614.000       87.25824    
   116.0000       7560.000       86.94826    
   117.0000       7146.000       84.53402    
   118.0000       6630.000       81.42481    
   119.0000       5973.000       77.28519    
   120.0000       7880.000       88.76936    
   121.0000       7244.000       85.11169    
   122.0000       7770.000       88.14761    
   123.0000       7756.000       88.06815    
   124.0000       7410.000       86.08136    
   125.0000       7558.000       86.93676    
   126.0000       7625.000       87.32124    
   127.0000       7759.000       88.08519    
   128.0000       7427.000       86.18005    
   129.0000       7942.000       89.11790    
   130.0000       7306.000       85.47514    
   131.0000       7559.000       86.94251    
   132.0000       7847.000       88.58330    
   133.0000       7520.000       86.71793    
   134.0000       7721.000       87.86922    
   135.0000       7358.000       85.77879    
   136.0000       7675.000       87.60708    
   137.0000       7694.000       87.71545    
   138.0000       7342.000       85.68547    
   139.0000       7683.000       87.65273    
   140.0000       7222.000       84.98235    
   141.0000       7322.000       85.56869    
   142.0000       7580.000       87.06319    
   143.0000       7747.000       88.01704    
   144.0000       7803.000       88.33459    
   145.0000       7708.000       87.79522    
   146.0000       7649.000       87.45856    
   147.0000       7740.000       87.97727    
   148.0000       7552.000       86.90224    
   149.0000       8217.000       90.64767    
   150.0000       7450.000       86.31339    
   151.0000       7499.000       86.59676    
   152.0000       7755.000       88.06248    
   153.0000       7622.000       87.30407    
   154.0000       7587.000       87.10339    
   155.0000       7354.000       85.75546    
   156.0000       7534.000       86.79861    
   157.0000       7556.000       86.92525    
   158.0000       6833.000       82.66196    
   159.0000       5128.000       71.61005    
   160.0000       7907.000       88.92131    
   161.0000       7685.000       87.66413    
   162.0000       7652.000       87.47571    
   163.0000       7708.000       87.79522    
   164.0000       7957.000       89.20202    
   165.0000       7743.000       87.99432    
   166.0000       7787.000       88.24398    
   167.0000       7766.000       88.12491    
   168.0000       7426.000       86.17424    
   169.0000       7986.000       89.36443    
   170.0000       7278.000       85.31120    
   171.0000       7408.000       86.06974    
   172.0000       7590.000       87.12061    
   173.0000       7191.000       84.79977    
   174.0000       7185.000       84.76438    
   175.0000       7567.000       86.98850    
   176.0000       7646.000       87.44141    
   177.0000       7330.000       85.61542    
   178.0000       6957.000       83.40863    
   179.0000       6694.000       81.81687    
   180.0000       7495.000       86.57367    
   181.0000       7503.000       86.61986    
   182.0000       7574.000       87.02873    
   183.0000       7781.000       88.20998    
   184.0000       7779.000       88.19864    
   185.0000       7882.000       88.78063    
   186.0000       7799.000       88.31195    
   187.0000       7655.000       87.49286    
   188.0000       7550.000       86.89074    
   189.0000       8107.000       90.03888    
   190.0000       7475.000       86.45808    
   191.0000       7436.000       86.23225    
   192.0000       7625.000       87.32124    
   193.0000       7468.000       86.41759    
   194.0000       7485.000       86.51589    
   195.0000       7646.000       87.44141    
   196.0000       7668.000       87.56712    
   197.0000       7566.000       86.98276    
   198.0000       7665.000       87.54999    
   199.0000       7725.000       87.89198    
   200.0000       7021.000       83.79140    
   201.0000       7282.000       85.33463    
   202.0000       7577.000       87.04597    
   203.0000       7670.000       87.57854    
   204.0000       7661.000       87.52714    
   205.0000       7537.000       86.81590    
   206.0000       7535.000       86.80437    
   207.0000       7902.000       88.89320    
   208.0000       7390.000       85.96511    
   209.0000       7969.000       89.26926    
   210.0000       6949.000       83.36066    
   211.0000       7311.000       85.50439    
   212.0000       7772.000       88.15895    
   213.0000       7596.000       87.15504    
   214.0000       7426.000       86.17424    
   215.0000       7225.000       85.00000    
   216.0000       7421.000       86.14523    
   217.0000       7560.000       86.94826    
   218.0000       6941.000       83.31267    
   219.0000       6771.000       82.28609    
   220.0000       7720.000       87.86353    
   221.0000       7165.000       84.64632    
   222.0000       7310.000       85.49854    
   223.0000       7336.000       85.65045    
   224.0000       7424.000       86.16264    
   225.0000       7193.000       84.81155    
   226.0000       7399.000       86.01744    
   227.0000       7667.000       87.56141    
   228.0000       7379.000       85.90111    
   229.0000       7994.000       89.40917    
   230.0000       7001.000       83.67198    
   231.0000       7138.000       84.48669    
   232.0000       7262.000       85.21737    
   233.0000       7369.000       85.84288    
   234.0000       7265.000       85.23497    
   235.0000       7349.000       85.72631    
   236.0000       7421.000       86.14523    
   237.0000       7144.000       84.52219    
   238.0000       7263.000       85.22324    
   239.0000       6475.000       80.46738    
   240.0000       7569.000       87.00000    
   241.0000       7404.000       86.04650    
   242.0000       7566.000       86.98276    
   243.0000       7274.000       85.28775    
   244.0000       7461.000       86.37708    
   245.0000       7758.000       88.07951    
   246.0000       7517.000       86.70064    
   247.0000       7527.000       86.75829    
   248.0000       7282.000       85.33463    
   249.0000       7797.000       88.30062    
   250.0000       7020.000       83.78544    
   251.0000       7095.000       84.23182    
   252.0000       7287.000       85.36393    
   253.0000       7043.000       83.92258    
   254.0000       7121.000       84.38602    
   255.0000       7011.000       83.73171    
   256.0000       7104.000       84.28523    
   257.0000       7020.000       83.78544    
   258.0000       6511.000       80.69077    
   259.0000       6004.000       77.48548    
   260.0000       7202.000       84.86460    
   261.0000       7153.000       84.57541    
   262.0000       7076.000       84.11897    
   263.0000       7261.000       85.21150    
   264.0000       7143.000       84.51627    
   265.0000       7154.000       84.58132    
   266.0000       7409.000       86.07555    
   267.0000       7617.000       87.27543    
   268.0000       7236.000       85.06468    
   269.0000       7675.000       87.60708    
   270.0000       7062.000       84.03571    
   271.0000       6874.000       82.90959    
   272.0000       7261.000       85.21150    
   273.0000       7117.000       84.36231    
   274.0000       6790.000       82.40146    
   275.0000       7140.000       84.49852    
   276.0000       7213.000       84.92938    
   277.0000       6974.000       83.51048    
   278.0000       6649.000       81.54140    
   279.0000       5816.000       76.26270    
   280.0000       7127.000       84.42156    
   281.0000       7119.000       84.37417    
   282.0000       7020.000       83.78544    
   283.0000       7394.000       85.98837    
   284.0000       7189.000       84.78797    
   285.0000       7239.000       85.08231    
   286.0000       7107.000       84.30302    
   287.0000       7311.000       85.50439    
   288.0000       7102.000       84.27336    
   289.0000       7610.000       87.23531    
   290.0000       6992.000       83.61818    
   291.0000       7100.000       84.26150    
   292.0000       7181.000       84.74078    
   293.0000       6980.000       83.54639    
   294.0000       6738.000       82.08532    
   295.0000       6944.000       83.33067    
   296.0000       7301.000       85.44589    
   297.0000       7050.000       83.96428    
   298.0000       6672.000       81.68231    
   299.0000       6710.000       81.91459    
   300.0000       7192.000       84.80566    
   301.0000       6935.000       83.27665    
   302.0000       6883.000       82.96384    
   303.0000       7128.000       84.42748    
   304.0000       6872.000       82.89753    
   305.0000       7048.000       83.95237    
   306.0000       7032.000       83.85702    
   307.0000       7040.000       83.90471    
   308.0000       6750.000       82.15839    
   309.0000       7404.000       86.04650    
   310.0000       6653.000       81.56593    
   311.0000       7030.000       83.84509    
   312.0000       7177.000       84.71718    
   313.0000       6802.000       82.47424    
   314.0000       6993.000       83.62416    
   315.0000       6723.000       81.99390    
   316.0000       6886.000       82.98193    
   317.0000       7090.000       84.20214    
   318.0000       6676.000       81.70679    
   319.0000       6163.000       78.50478    
   320.0000       6367.000       79.79348    
   321.0000       6697.000       81.83520    
   322.0000       6818.000       82.57118    
   323.0000       7033.000       83.86298    
   324.0000       6897.000       83.04818    
   325.0000       6960.000       83.42661    
   326.0000       6855.000       82.79493    
   327.0000       6837.000       82.68616    
   328.0000       6647.000       81.52914    
   329.0000       7081.000       84.14868    
   330.0000       6615.000       81.33265    
   331.0000       6680.000       81.73127    
   332.0000       6934.000       83.27065    
   333.0000       6669.000       81.66395    
   334.0000       6713.000       81.93290    
   335.0000       6796.000       82.43786    
   336.0000       6751.000       82.16447    
   337.0000       6768.000       82.26785    
   338.0000       6513.000       80.70316    
   339.0000       6340.000       79.62411    
   340.0000       6946.000       83.34267    
   341.0000       6513.000       80.70316    
   342.0000       6825.000       82.61356    
   343.0000       7136.000       84.47485    
   344.0000       7216.000       84.94704    
   345.0000       7250.000       85.14693    
   346.0000       7061.000       84.02975    
   347.0000       7145.000       84.52810    
   348.0000       6963.000       83.44460    
   349.0000       7429.000       86.19165    
   350.0000       6619.000       81.35724    
   351.0000       6847.000       82.74660    
   352.0000       6980.000       83.54639    
   353.0000       6814.000       82.54696    
   354.0000       6725.000       82.00610    
   355.0000       6812.000       82.53484    
   356.0000       7219.000       84.96470    
   357.0000       7173.000       84.69357    
   358.0000       6851.000       82.77077    
   359.0000       7342.000       85.68547    
   360.0000       6997.000       83.64807    
   361.0000       6643.000       81.50460    
   362.0000       6853.000       82.78285    
   363.0000       7105.000       84.29116    
   364.0000       7048.000       83.95237    
   365.0000       6891.000       83.01205    
   366.0000       6930.000       83.24662    
   367.0000       7145.000       84.52810    
   368.0000       6883.000       82.96384    
   369.0000       7101.000       84.26743    
   370.0000       6329.000       79.55502    
   371.0000       6479.000       80.49223    
   372.0000       7038.000       83.89279    
   373.0000       6669.000       81.66395    
   374.0000       6595.000       81.20960    
   375.0000       6662.000       81.62108    
   376.0000       6867.000       82.86736    
   377.0000       6955.000       83.39664    
   378.0000       6595.000       81.20960    
   379.0000       6260.000       79.12016    
   380.0000       6711.000       81.92069    
   381.0000       6254.000       79.08224    
   382.0000       6557.000       80.97530    
   383.0000       6692.000       81.80464    
   384.0000       6480.000       80.49844    
   385.0000       6698.000       81.84131    
   386.0000       6703.000       81.87185    
   387.0000       6839.000       82.69825    
   388.0000       6567.000       81.03703    
   389.0000       6962.000       83.43860    
   390.0000       6320.000       79.49843    
   391.0000       6696.000       81.82909    
   392.0000       6673.000       81.68843    
   393.0000       6328.000       79.54873    
   394.0000       6619.000       81.35724    
   395.0000       6800.000       82.46211    
   396.0000       6727.000       82.01829    
   397.0000       6830.000       82.64381    
   398.0000       6392.000       79.94998    
   399.0000       6747.000       82.14012    
   400.0000       6628.000       81.41253    
   401.0000       6415.000       80.09370    
   402.0000       6626.000       81.40025    
   403.0000       6547.000       80.91354    
   404.0000       6610.000       81.30190    
   405.0000       6740.000       82.09750    
   406.0000       6485.000       80.52950    
   407.0000       6414.000       80.08746    
   408.0000       6563.000       81.01234    
   409.0000       6659.000       81.60270    
   410.0000       6007.000       77.50484    
   411.0000       6577.000       81.09871    
   412.0000       6507.000       80.66598    
   413.0000       6249.000       79.05061    
   414.0000       6632.000       81.43710    
   415.0000       6399.000       79.99375    
   416.0000       6517.000       80.72794    
   417.0000       6394.000       79.96249    
   418.0000       6129.000       78.28793    
   419.0000       5922.000       76.95453    
   420.0000       6484.000       80.52328    
   421.0000       6418.000       80.11242    
   422.0000       6612.000       81.31421    
   423.0000       6577.000       81.09871    
   424.0000       6232.000       78.94302    
   425.0000       6506.000       80.65978    
   426.0000       6516.000       80.72174    
   427.0000       6644.000       81.51073    
   428.0000       6367.000       79.79348    
   429.0000       6711.000       81.92069    
   430.0000       5897.000       76.79192    
   431.0000       6233.000       78.94935    
   432.0000       6561.000       81.00000    
   433.0000       6197.000       78.72102    
   434.0000       6284.000       79.27168    
   435.0000       6467.000       80.41766    
   436.0000       6323.000       79.51730    
   437.0000       6243.000       79.01266    
   438.0000       6145.000       78.39005    
   439.0000       6108.000       78.15369    
   440.0000       6386.000       79.91245    
   441.0000       6258.000       79.10752    
   442.0000       6379.000       79.86864    
   443.0000       6044.000       77.74316    
   444.0000       6170.000       78.54935    
   445.0000       6222.000       78.87965    
   446.0000       6188.000       78.66384    
   447.0000       6162.000       78.49841    
   448.0000       6122.000       78.24321    
   449.0000       6662.000       81.62108    
   450.0000       6062.000       77.85885    
   451.0000       6217.000       78.84795    
   452.0000       6136.000       78.33263    
   453.0000       5916.000       76.91553    
   454.0000       6115.000       78.19846    
   455.0000       6020.000       77.58866    
   456.0000       6308.000       79.42292    
   457.0000       6052.000       77.79460    
   458.0000       6072.000       77.92304    
   459.0000       5802.000       76.17086    
   460.0000       6993.000       83.62416    
   461.0000       6200.000       78.74008    
   462.0000       6141.000       78.36453    
   463.0000       6309.000       79.42921    
   464.0000       6349.000       79.68061    
   465.0000       6260.000       79.12016    
   466.0000       6160.000       78.48566    
   467.0000       6242.000       79.00633    
   468.0000       6176.000       78.58753    
   469.0000       6394.000       79.96249    
   470.0000       6042.000       77.73030    
   471.0000       5945.000       77.10383    
   472.0000       6002.000       77.47257    
   473.0000       6056.000       77.82030    
   474.0000       5937.000       77.05193    
   475.0000       6128.000       78.28154    
   476.0000       6408.000       80.04999    
   477.0000       6093.000       78.05767    
   478.0000       5908.000       76.86352    
   479.0000       6197.000       78.72102    
   480.0000       5466.000       73.93240    
   481.0000       6058.000       77.83315    
   482.0000       6082.000       77.98717    
   483.0000       6005.000       77.49194    
   484.0000       5856.000       76.52451    
   485.0000       6044.000       77.74316    
   486.0000       6080.000       77.97436    
   487.0000       6259.000       79.11385    
   488.0000       6124.000       78.25599    
   489.0000       6496.000       80.59776    
   490.0000       5779.000       76.01974    
   491.0000       5886.000       76.72027    
   492.0000       6229.000       78.92401    
   493.0000       5997.000       77.44030    
   494.0000       6100.000       78.10249    
   495.0000       5996.000       77.43385    
   496.0000       5962.000       77.21399    
   497.0000       6185.000       78.64477    
   498.0000       5969.000       77.25930    
   499.0000       6056.000       77.82030    
   500.0000       5829.000       76.34789    
   501.0000       5943.000       77.09086    
   502.0000       6014.000       77.54998    
   503.0000       5965.000       77.23341    
   504.0000       6171.000       78.55571    
   505.0000       6141.000       78.36453    
   506.0000       6079.000       77.96794    
   507.0000       6258.000       79.10752    
   508.0000       5955.000       77.16865    
   509.0000       6352.000       79.69943    
   510.0000       5719.000       75.62407    
   511.0000       6115.000       78.19846    
   512.0000       6024.000       77.61443    
   513.0000       5933.000       77.02597    
   514.0000       5899.000       76.80495    
   515.0000       5887.000       76.72679    
   516.0000       6108.000       78.15369    
   517.0000       6251.000       79.06326    
   518.0000       6036.000       77.69170    
   519.0000       6142.000       78.37091    
   520.0000       6376.000       79.84986    
   521.0000       6003.000       77.47903    
   522.0000       6015.000       77.55643    
   523.0000       6149.000       78.41556    
   524.0000       5974.000       77.29166    
   525.0000       6075.000       77.94228    
   526.0000       6157.000       78.46655    
   527.0000       6222.000       78.87965    
   528.0000       5849.000       76.47875    
   529.0000       6285.000       79.27799    
   530.0000       5993.000       77.41447    
   531.0000       6153.000       78.44106    
   532.0000       5955.000       77.16865    
   533.0000       5933.000       77.02597    
   534.0000       6058.000       77.83315    
   535.0000       5925.000       76.97402    
   536.0000       6285.000       79.27799    
   537.0000       6186.000       78.65113    
   538.0000       5826.000       76.32824    
   539.0000       5953.000       77.15569    
   540.0000       6129.000       78.28793    
   541.0000       5906.000       76.85050    
   542.0000       5980.000       77.33046    
   543.0000       6147.000       78.40281    
   544.0000       5946.000       77.11031    
   545.0000       6078.000       77.96153    
   546.0000       6170.000       78.54935    
   547.0000       6266.000       79.15807    
   548.0000       6151.000       78.42831    
   549.0000       6481.000       80.50466    
   550.0000       5912.000       76.88953    
   551.0000       5972.000       77.27872    
   552.0000       6068.000       77.89737    
   553.0000       6019.000       77.58221    
   554.0000       6049.000       77.77531    
   555.0000       6000.000       77.45966    
   556.0000       6150.000       78.42194    
   557.0000       6046.000       77.75603    
   558.0000       5820.000       76.28893    
   559.0000       5283.000       72.68425    
   560.0000       5794.000       76.11833    
   561.0000       5875.000       76.64855    
   562.0000       5735.000       75.72978    
   563.0000       5921.000       76.94804    
   564.0000       5872.000       76.62897    
   565.0000       6108.000       78.15369    
   566.0000       5956.000       77.17513    
   567.0000       6050.000       77.78175    
   568.0000       5799.000       76.15117    
   569.0000       6143.000       78.37729    
   570.0000       5544.000       74.45804    
   571.0000       5698.000       75.48510    
   572.0000       6047.000       77.76246    
   573.0000       5770.000       75.96052    
   574.0000       5851.000       76.49183    
   575.0000       5659.000       75.22633    
   576.0000       5699.000       75.49172    
   577.0000       5948.000       77.12328    
   578.0000       5460.000       73.89182    
   579.0000       4706.000       68.60029    
   580.0000       5479.000       74.02027    
   581.0000       5689.000       75.42546    
   582.0000       5806.000       76.19711    
   583.0000       5782.000       76.03947    
   584.0000       5854.000       76.51144    
   585.0000       5824.000       76.31514    
   586.0000       5804.000       76.18399    
   587.0000       5983.000       77.34985    
   588.0000       5714.000       75.59100    
   589.0000       6092.000       78.05126    
   590.0000       5569.000       74.62573    
   591.0000       5397.000       73.46428    
   592.0000       5789.000       76.08548    
   593.0000       5363.000       73.23251    
   594.0000       5520.000       74.29670    
   595.0000       5654.000       75.19308    
   596.0000       5823.000       76.30859    
   597.0000       5351.000       73.15053    
   598.0000       5301.000       72.80797    
   599.0000       4981.000       70.57620    
   600.0000       5626.000       75.00667    
   601.0000       5466.000       73.93240    
   602.0000       5572.000       74.64583    
   603.0000       5719.000       75.62407    
   604.0000       5526.000       74.33707    
   605.0000       5344.000       73.10267    
   606.0000       5388.000       73.40300    
   607.0000       5422.000       73.63423    
   608.0000       5230.000       72.31874    
   609.0000       5471.000       73.96621    
   610.0000       5205.000       72.14568    
   611.0000       5149.000       71.75653    
   612.0000       5407.000       73.53230    
   613.0000       5259.000       72.51897    
   614.0000       5182.000       71.98611    
   615.0000       5136.000       71.66589    
   616.0000       5227.000       72.29800    
   617.0000       5266.000       72.56721    
   618.0000       5732.000       75.70998    
   619.0000       6013.000       77.54353    
   620.0000       7109.000       84.31489    
   621.0000       5975.000       77.29813    
   622.0000       6019.000       77.58221    
   623.0000       6154.000       78.44743    
   624.0000       6068.000       77.89737    
   625.0000       6129.000       78.28793    
   626.0000       6065.000       77.87811    
   627.0000       6109.000       78.16010    
   628.0000       5786.000       76.06576    
   629.0000       6178.000       78.60026    
   630.0000       5369.000       73.27346    
   631.0000       5055.000       71.09853    
   632.0000       5145.000       71.72865    
   633.0000       4866.000       69.75672    
   634.0000       4591.000       67.75692    
   635.0000       4714.000       68.65858    
   636.0000       4747.000       68.89848    
   637.0000       4797.000       69.26038    
   638.0000       4847.000       69.62040    
   639.0000       4924.000       70.17122    
