sample v-GeO2 350K                                           18-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   12237.00       110.6210    
   1.000000       1366.000       36.95944    
   2.000000       1672.000       40.89009    
   3.000000       1949.000       44.14748    
   4.000000       2848.000       53.36666    
   5.000000       3899.000       62.44197    
   6.000000       4580.000       67.67570    
   7.000000       5420.000       73.62065    
   8.000000       5841.000       76.42644    
   9.000000       5995.000       77.42738    
   10.00000       5639.000       75.09328    
   11.00000       5433.000       73.70889    
   12.00000       4984.000       70.59745    
   13.00000       4490.000       67.00746    
   14.00000       4241.000       65.12296    
   15.00000       3978.000       63.07139    
   16.00000       4206.000       64.85368    
   17.00000       4476.000       66.90292    
   18.00000       5119.000       71.54719    
   19.00000       12342.00       111.0946    
   20.00000       6056.000       77.82030    
   21.00000       6793.000       82.41965    
   22.00000       6843.000       82.72243    
   23.00000       8258.000       90.87354    
   24.00000       24337.00       156.0032    
   25.00000       45071.00       212.2993    
   26.00000       50099.00       223.8281    
   27.00000       53168.00       230.5819    
   28.00000       55043.00       234.6124    
   29.00000       53961.00       232.2951    
   30.00000       47937.00       218.9452    
   31.00000       47704.00       218.4125    
   32.00000       53505.00       231.3115    
   33.00000       57581.00       239.9604    
   34.00000       55984.00       236.6094    
   35.00000       55103.00       234.7403    
   36.00000       60328.00       245.6176    
   37.00000       60061.00       245.0735    
   38.00000       56914.00       238.5666    
   39.00000       53937.00       232.2434    
   40.00000       61552.00       248.0968    
   41.00000       59767.00       244.4729    
   42.00000       60650.00       246.2722    
   43.00000       61451.00       247.8931    
   44.00000       63191.00       251.3782    
   45.00000       64669.00       254.3010    
   46.00000       63201.00       251.3981    
   47.00000       62731.00       250.4616    
   48.00000       62206.00       249.4113    
   49.00000       66608.00       258.0853    
   50.00000       60372.00       245.7071    
   51.00000       64609.00       254.1830    
   52.00000       72038.00       268.3990    
   53.00000       69803.00       264.2026    
   54.00000       72587.00       269.4197    
   55.00000       73464.00       271.0424    
   56.00000       74552.00       273.0421    
   57.00000       76875.00       277.2634    
   58.00000       76954.00       277.4059    
   59.00000       70003.00       264.5808    
   60.00000       84246.00       290.2516    
   61.00000       85649.00       292.6585    
   62.00000       92975.00       304.9180    
   63.00000       93182.00       305.2573    
   64.00000       94495.00       307.4004    
   65.00000       95380.00       308.8365    
   66.00000       94957.00       308.1509    
   67.00000       93194.00       305.2769    
   68.00000       90522.00       300.8687    
   69.00000       98299.00       313.5267    
   70.00000       89078.00       298.4594    
   71.00000       86544.00       294.1836    
   72.00000       86534.00       294.1666    
   73.00000       84272.00       290.2964    
   74.00000       87508.00       295.8175    
   75.00000       81813.00       286.0297    
   76.00000       82472.00       287.1794    
