sample v-GeO2 1400K                                          24-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   10391.00       101.9363    
   1.000000       1334.000       36.52396    
   2.000000       1576.000       39.69887    
   3.000000       1892.000       43.49713    
   4.000000       2672.000       51.69139    
   5.000000       3711.000       60.91798    
   6.000000       4352.000       65.96969    
   7.000000       5145.000       71.72865    
   8.000000       5240.000       72.38785    
   9.000000       5416.000       73.59348    
   10.00000       5141.000       71.70077    
   11.00000       4979.000       70.56203    
   12.00000       4634.000       68.07349    
   13.00000       4051.000       63.64746    
   14.00000       3781.000       61.48984    
   15.00000       3758.000       61.30253    
   16.00000       4028.000       63.46653    
   17.00000       4198.000       64.79198    
   18.00000       4756.000       68.96376    
   19.00000       10798.00       103.9134    
   20.00000       5845.000       76.45260    
   21.00000       6421.000       80.13114    
   22.00000       6736.000       82.07314    
   23.00000       7803.000       88.33459    
   24.00000       24687.00       157.1210    
   25.00000       44014.00       209.7951    
   26.00000       48119.00       219.3604    
   27.00000       52327.00       228.7510    
   28.00000       53462.00       231.2185    
   29.00000       53119.00       230.4756    
   30.00000       45235.00       212.6852    
   31.00000       47330.00       217.5546    
   32.00000       52172.00       228.4119    
   33.00000       55581.00       235.7562    
   34.00000       53898.00       232.1594    
   35.00000       53722.00       231.7801    
   36.00000       59110.00       243.1255    
   37.00000       58492.00       241.8512    
   38.00000       54669.00       233.8140    
   39.00000       50627.00       225.0044    
   40.00000       60429.00       245.8231    
   41.00000       57909.00       240.6429    
   42.00000       58436.00       241.7354    
   43.00000       61488.00       247.9677    
   44.00000       61863.00       248.7227    
   45.00000       62553.00       250.1060    
   46.00000       60861.00       246.7002    
   47.00000       61037.00       247.0567    
   48.00000       60468.00       245.9024    
   49.00000       64816.00       254.5899    
   50.00000       56023.00       236.6918    
   51.00000       60871.00       246.7205    
   52.00000       67572.00       259.9461    
   53.00000       66097.00       257.0934    
   54.00000       66476.00       257.8294    
   55.00000       68884.00       262.4576    
   56.00000       68215.00       261.1800    
   57.00000       68158.00       261.0709    
   58.00000       66461.00       257.8003    
   59.00000       56824.00       238.3779    
   60.00000       72616.00       269.4736    
   61.00000       73227.00       270.6049    
   62.00000       78406.00       280.0107    
   63.00000       78915.00       280.9182    
   64.00000       78347.00       279.9053    
   65.00000       80505.00       283.7340    
   66.00000       78845.00       280.7935    
   67.00000       77939.00       279.1756    
   68.00000       75715.00       275.1636    
   69.00000       84345.00       290.4221    
   70.00000       73869.00       271.7885    
   71.00000       74695.00       273.3039    
   72.00000       74578.00       273.0897    
   73.00000       73293.00       270.7268    
   74.00000       76849.00       277.2165    
   75.00000       73736.00       271.5437    
   76.00000       73656.00       271.3964    
