sample v-GeO2 500K                                           18-11-07  2000.000K
                                                                                
  XO,DX,Lambda :   0.0000000E+00   1.000000       0.0
  0.0000000E+00   12433.00       111.5034    
   1.000000       1359.000       36.86462    
   2.000000       1708.000       41.32796    
   3.000000       2068.000       45.47527    
   4.000000       2865.000       53.52570    
   5.000000       3912.000       62.54598    
   6.000000       4468.000       66.84310    
   7.000000       5485.000       74.06078    
   8.000000       5785.000       76.05919    
   9.000000       5844.000       76.44606    
   10.00000       5715.000       75.59762    
   11.00000       5446.000       73.79702    
   12.00000       5039.000       70.98592    
   13.00000       4379.000       66.17401    
   14.00000       4216.000       64.93073    
   15.00000       3907.000       62.50600    
   16.00000       4198.000       64.79198    
   17.00000       4468.000       66.84310    
   18.00000       5209.000       72.17340    
   19.00000       12272.00       110.7791    
   20.00000       6151.000       78.42831    
   21.00000       6584.000       81.14185    
   22.00000       6972.000       83.49850    
   23.00000       8221.000       90.66973    
   24.00000       24375.00       156.1250    
   25.00000       45097.00       212.3605    
   26.00000       50229.00       224.1183    
   27.00000       53264.00       230.7899    
   28.00000       54776.00       234.0427    
   29.00000       54318.00       233.0622    
   30.00000       47562.00       218.0871    
   31.00000       47984.00       219.0525    
   32.00000       53567.00       231.4455    
   33.00000       57330.00       239.4368    
   34.00000       55933.00       236.5016    
   35.00000       54923.00       234.3566    
   36.00000       60371.00       245.7051    
   37.00000       59413.00       243.7478    
   38.00000       57445.00       239.6769    
   39.00000       54037.00       232.4586    
   40.00000       62119.00       249.2368    
   41.00000       59563.00       244.0553    
   42.00000       60628.00       246.2275    
   43.00000       62241.00       249.4815    
   44.00000       63528.00       252.0476    
   45.00000       64392.00       253.7558    
   46.00000       63689.00       252.3668    
   47.00000       62490.00       249.9800    
   48.00000       62472.00       249.9440    
   49.00000       66825.00       258.5053    
   50.00000       60780.00       246.5360    
   51.00000       64367.00       253.7065    
   52.00000       72719.00       269.6646    
   53.00000       69997.00       264.5695    
   54.00000       72738.00       269.6998    
   55.00000       74065.00       272.1489    
   56.00000       75629.00       275.0073    
   57.00000       76893.00       277.2959    
   58.00000       77248.00       277.9352    
   59.00000       69570.00       263.7613    
   60.00000       84475.00       290.6458    
   61.00000       86378.00       293.9013    
   62.00000       92986.00       304.9361    
   63.00000       93581.00       305.9101    
   64.00000       94853.00       307.9821    
   65.00000       95982.00       309.8096    
   66.00000       95084.00       308.3569    
   67.00000       92352.00       303.8947    
   68.00000       91093.00       301.8162    
   69.00000       98700.00       314.1656    
   70.00000       89245.00       298.7390    
   71.00000       85858.00       293.0154    
   72.00000       86641.00       294.3484    
   73.00000       83954.00       289.7482    
   74.00000       87680.00       296.1081    
   75.00000       82309.00       286.8954    
   76.00000       81881.00       286.1486    
