   r (Ang),     Ge-Ge,     Ge-O ,     O-O  
   0.06500 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.13000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.19500 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.26000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.32500 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.39000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.45500 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.52000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.58500 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.65000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.71500 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.78000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.84500 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.91000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.97500 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.04000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.10500 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.17000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.23500 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.30000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.36500 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.43000 ,         0.000000000000000 ,         1.350671528535666 ,         0.000000000000000 , 
   1.49500 ,         0.000000000000000 ,         2.746207069972062 ,         0.000000000000000 , 
   1.56000 ,         0.000000000000000 ,         3.657127093377160 ,         0.000000000000000 , 
   1.62500 ,         0.000000000000000 ,         4.067780322982548 ,         0.000000000000000 , 
   1.69000 ,         0.000000000000000 ,         4.405660151468986 ,         0.000000000000000 , 
   1.75500 ,         0.000000000000000 ,         4.085394994727156 ,         0.000000000000000 , 
   1.82000 ,         0.000000000000000 ,         3.706168282974307 ,         0.000000000000000 , 
   1.88500 ,         0.000000000000000 ,         3.109501995150572 ,         0.000000000000000 , 
   1.95000 ,         0.000000000000000 ,         2.502109662553612 ,         0.000000000000000 , 
   2.01500 ,         0.000000000000000 ,         0.302361374963195 ,         2.343300655964760 , 
   2.08000 ,         0.000000000000000 ,         0.000000000000000 ,         1.702563465270010 , 
   2.14500 ,         0.000000000000000 ,         0.066706208153847 ,         1.267417954923100 , 
   2.21000 ,         0.000000000000000 ,         0.062840296573389 ,         0.565562669160505 , 
   2.27500 ,         0.000000000000000 ,         0.118601922911725 ,         0.593009614558623 , 
   2.34000 ,         0.000000000000000 ,         0.000000000000000 ,         0.784734011513974 , 
   2.40500 ,         0.000000000000000 ,         0.106127388686181 ,         0.742891720803265 , 
   2.47000 ,         0.000000000000000 ,         0.000000000000000 ,         1.157078826841741 , 
   2.53500 ,         0.000000000000000 ,         0.286566625002782 ,         1.050744291676869 , 
   2.60000 ,         0.000000000000000 ,         0.454030224656336 ,         1.225881606572108 , 
   2.66500 ,         0.000000000000000 ,         0.518584306367500 ,         1.598968277966458 , 
   2.73000 ,         0.000000000000000 ,         0.741277425411090 ,         1.606101088390695 , 
   2.79500 ,         0.000000000000000 ,         0.667912857008641 ,         2.121605545792153 , 
   2.86000 ,         0.000000000000000 ,         0.975610953963260 ,         1.838651413238451 , 
   2.92500 ,         0.000000000000000 ,         1.147980325896227 ,         1.650221718475826 , 
   2.99000 ,         1.785245484458584 ,         0.823959454365500 ,         1.544923976935313 , 
   3.05500 ,         4.209448851273787 ,         0.657726383011529 ,         0.920816936216141 , 
   3.12000 ,         3.153037847164929 ,         0.756729083319583 ,         0.851320218734531 , 
   3.18500 ,         2.662580856693561 ,         0.574875412240655 ,         1.119494223837065 , 
   3.25000 ,         2.789614002826992 ,         0.958929813471779 ,         0.435877187941718 , 
   3.31500 ,         1.675808351063911 ,         0.754113757978760 ,         0.977554871453948 , 
   3.38000 ,         1.504510842377496 ,         1.047784336655756 ,         0.752255421188748 , 
   3.44500 ,         1.448274120392398 ,         0.982757438837699 ,         0.672412984467899 , 
   3.51000 ,         1.096175552594970 ,         0.921783987409406 ,         0.772305502964638 , 
   3.57500 ,         1.056678083577747 ,         0.768493151692907 ,         0.696446918721697 , 
   3.64000 ,         0.555969559288474 ,         0.972946728754830 ,         0.810788940629025 , 
   3.70500 ,         0.894389119354312 ,         0.894389119354312 ,         0.827309935402738 , 
   3.77000 ,         1.036577692026216 ,         0.928600849106818 ,         0.734242531851903 , 
   3.83500 ,         0.667825387202361 ,         1.189563970954205 ,         0.605216757152139 , 
   3.90000 ,         0.726469378881385 ,         1.150243183228860 ,         0.706289673912458 , 
   3.96500 ,         0.702846474750962 ,         1.093316738501497 ,         1.054269712126444 , 
   4.03000 ,         0.982738376874782 ,         1.133928896393979 ,         1.001637191814682 , 
   4.09500 ,         0.805359573200273 ,         1.189735733136766 ,         0.768752319872987 , 
   4.16000 ,         0.922278163832458 ,         1.152847704790573 ,         1.259264416002011 , 
   4.22500 ,         0.550227212473210 ,         1.306789629623873 ,         1.014481422997480 , 
   4.29000 ,         1.200780656823015 ,         1.050683074720138 ,         1.134070620332847 , 
   4.35500 ,         1.035737433388561 ,         1.407955573512575 ,         0.841536664628206 , 
   4.42000 ,         0.879811716273628 ,         1.335428497915329 ,         0.895522639778514 , 
   4.48500 ,         1.281742749137294 ,         1.037601273111143 ,         1.159672011124218 , 
   4.55000 ,         1.126775752309654 ,         1.141601749050571 ,         0.993341781641406 , 
   4.61500 ,         0.864678658055608 ,         1.052025700634323 ,         1.152904877407477 , 
   4.68000 ,         0.952937252433875 ,         1.065047517426096 ,         1.149130216170261 , 
   4.74500 ,         1.090598363524222 ,         1.104230843068275 ,         0.913376129451536 , 
   4.81000 ,         0.742925636088862 ,         1.061322337269802 ,         1.114388454133292 , 
   4.87500 ,         1.084869979503430 ,         0.929888553860083 ,         1.007379266681756 , 
   4.94000 ,         0.754649287460619 ,         0.943311609325774 ,         1.069086490569210 , 
   5.00500 ,         0.833198970282912 ,         0.845451896316485 ,         1.249798455424369 , 
   5.07000 ,         1.289602801177447 ,         0.979142867560654 ,         0.883616734140102 , 
   5.13500 ,         0.977792430353451 ,         0.838107797445815 ,         1.152398221487996 , 
