Time       moves_acc moves_gen     G(r)_1     S(Q)_1
h/m/s/.th    WEIGHT PARAMETERS   0.100E+01  0.100E+01
162919.564       18917      152663  0.267E-01  0.100E+01
162931.565       28952      300950  0.351E-01  0.100E+01
162943.564       36907      455835  0.391E-01  0.100E+01
162955.564       43493      607652  0.428E-01  0.100E+01
163007.565       49568      760137  0.484E-01  0.999E+00
163019.564       54903      910638  0.481E-01  0.999E+00
163031.564       59794     1061318  0.499E-01  0.999E+00
163043.564       64539     1211905  0.526E-01  0.998E+00
163055.565       69028     1361846  0.534E-01  0.998E+00
163107.564       73455     1516065  0.536E-01  0.998E+00
163119.564       78013     1670470  0.554E-01  0.998E+00
163131.564       82327     1819940  0.561E-01  0.998E+00
163143.564       86676     1975965  0.590E-01  0.998E+00
163155.564       90943     2132826  0.599E-01  0.998E+00
163207.564       95383     2290105  0.613E-01  0.998E+00
163219.564       99200     2443981  0.588E-01  0.998E+00
163231.564      102898     2598602  0.587E-01  0.998E+00
163243.564      106767     2757696  0.575E-01  0.998E+00
163255.564      110399     2909436  0.595E-01  0.998E+00
163307.564      114077     3063150  0.591E-01  0.998E+00
163319.564      117790     3224288  0.598E-01  0.998E+00
163331.564      121491     3379033  0.592E-01  0.998E+00
163343.564      125208     3532691  0.594E-01  0.998E+00
163355.564      128769     3689715  0.589E-01  0.998E+00
163407.564      132395     3846870  0.604E-01  0.997E+00
163419.567      134054     3914322  0.473E-01  0.835E+00
163431.565      135735     3984764  0.585E-01  0.998E+00
163443.569      136897     4036166  0.600E-01  0.998E+00
163455.565      138389     4098838  0.616E-01  0.997E+00
163507.577      140187     4170444  0.612E-01  0.997E+00
163519.611      141954     4243164  0.617E-01  0.997E+00
163531.565      143302     4298817  0.624E-01  0.997E+00
163543.564      145540     4393516  0.616E-01  0.997E+00
163555.577      146827     4443629  0.612E-01  0.997E+00
163607.565      148527     4513403  0.645E-01  0.997E+00
163619.581      149979     4571866  0.611E-01  0.997E+00
163631.565      151942     4657265  0.666E-01  0.997E+00
163643.565      153888     4736635  0.640E-01  0.997E+00
163655.571      155257     4797020  0.632E-01  0.997E+00
163707.565      156941     4872317  0.598E-01  0.997E+00
163719.565      158906     4952191  0.615E-01  0.997E+00
163731.565      160536     5024023  0.650E-01  0.997E+00
163743.573      161691     5072024  0.646E-01  0.997E+00
163755.564      163235     5137612  0.625E-01  0.997E+00
163807.607      164282     5187637  0.620E-01  0.997E+00
163819.569      165827     5261213  0.608E-01  0.997E+00
163831.577      167325     5328103  0.617E-01  0.997E+00
163843.573      168902     5396912  0.619E-01  0.997E+00
163855.596      170307     5458478  0.606E-01  0.997E+00
163907.619      171627     5515675  0.611E-01  0.997E+00
