 Q (1/Ang),Ge-Ge,Ge-O ,O-O  
   0.46825 ,    -0.241537763916641E+01 ,     0.755422656813503E+00 ,    -0.817519731307184E+00 , 
   0.49828 ,    -0.222648132882511E+01 ,     0.951393943202324E+00 ,    -0.609476035073003E+00 , 
   0.52832 ,    -0.207170133784364E+01 ,     0.110398341831267E+01 ,    -0.430413014961666E+00 , 
   0.55835 ,    -0.195235452928944E+01 ,     0.121343682756779E+01 ,    -0.281701458367282E+00 , 
   0.58838 ,    -0.186856543420143E+01 ,     0.128153711464624E+01 ,    -0.163695494325449E+00 , 
   0.61841 ,    -0.181928985013927E+01 ,     0.131145670321726E+01 ,    -0.757624238656561E-01 , 
   0.64843 ,    -0.180237721288193E+01 ,     0.130756042665194E+01 ,    -0.163453102089372E-01 , 
   0.67846 ,    -0.181466941940216E+01 ,     0.127516917672145E+01 ,     0.169444715504213E-01 , 
   0.70848 ,    -0.185213250917767E+01 ,     0.122029571716102E+01 ,     0.272085557178833E-01 , 
   0.73850 ,    -0.191001645492234E+01 ,     0.114936492181614E+01 ,     0.181214894566186E-01 , 
   0.76852 ,    -0.198303731633752E+01 ,     0.106893092740664E+01 ,    -0.622537019063978E-02 , 
   0.79854 ,    -0.206557521023237E+01 ,     0.985403343967817E+00 ,    -0.414900593257708E-01 , 
   0.82855 ,    -0.215188097977960E+01 ,     0.904793775731770E+00 ,    -0.832501307223399E-01 , 
   0.85856 ,    -0.223628412941385E+01 ,     0.832492530984075E+00 ,    -0.127170475344737E+00 , 
   0.88857 ,    -0.231339454559840E+01 ,     0.773083622490541E+00 ,    -0.169162806201357E+00 , 
   0.91857 ,    -0.237829075311462E+01 ,     0.730204078888383E+00 ,    -0.205531176522544E+00 , 
   0.94858 ,    -0.242668795693070E+01 ,     0.706451312284868E+00 ,    -0.233098515380284E+00 , 
   0.97858 ,    -0.245507987574075E+01 ,     0.703339934523794E+00 ,    -0.249309953543791E+00 , 
   1.00857 ,    -0.246084935928703E+01 ,     0.721307100483953E+00 ,    -0.252309649038715E+00 , 
   1.03857 ,    -0.244234396238080E+01 ,     0.759763291820670E+00 ,    -0.240988868603516E+00 , 
   1.06856 ,    -0.239891398053594E+01 ,     0.817183537941431E+00 ,    -0.215004197128677E+00 , 
   1.09855 ,    -0.233091188492999E+01 ,     0.891232485960140E+00 ,    -0.174765888996469E+00 , 
   1.12853 ,    -0.223965357272616E+01 ,     0.978915541462034E+00 ,    -0.121397499135929E+00 , 
   1.15851 ,    -0.212734331463567E+01 ,     0.107674754840604E+01 ,    -0.566689947613416E-01 , 
   1.18849 ,    -0.199696567664266E+01 ,     0.118093017700246E+01 ,     0.170934888990728E-01 , 
   1.21846 ,    -0.185214896082097E+01 ,     0.128752933677453E+01 ,     0.971172598315493E-01 , 
   1.24843 ,    -0.169700579942582E+01 ,     0.139264449946122E+01 ,     0.180307399316091E+00 , 
   1.27840 ,    -0.153595740200633E+01 ,     0.149256275383177E+01 ,     0.263380693660741E+00 , 
   1.30836 ,    -0.137354856102541E+01 ,     0.158389165570975E+01 ,     0.343003786837176E+00 , 
   1.33832 ,    -0.121426084173615E+01 ,     0.166366640244133E+01 ,     0.415930122543457E+00 , 
   1.36827 ,    -0.106233140291175E+01 ,     0.172942846428175E+01 ,     0.479130405153655E+00 , 
   1.39822 ,    -0.921584614984030E+00 ,     0.177927445493542E+01 ,     0.529911672052048E+00 , 
   1.42817 ,    -0.795283072394748E+00 ,     0.181187563057468E+01 ,     0.566020617532884E+00 , 
   1.45811 ,    -0.686003760983367E+00 ,     0.182646988817526E+01 ,     0.585727516187233E+00 , 
   1.48805 ,    -0.595544073878863E+00 ,     0.182282941753914E+01 ,     0.587887930843060E+00 , 
   1.51798 ,    -0.524861115424405E+00 ,     0.180120818852703E+01 ,     0.571980321261473E+00 , 
   1.54791 ,    -0.474046344972125E+00 ,     0.176227418401570E+01 ,     0.538118656241445E+00 , 
   1.57783 ,    -0.442336149531265E+00 ,     0.170703169640869E+01 ,     0.487040133213455E+00 , 
   1.60775 ,    -0.428157458030301E+00 ,     0.163673908646566E+01 ,     0.420069085489409E+00 , 
   1.63766 ,    -0.429206082648167E+00 ,     0.155282717142960E+01 ,     0.339059069426888E+00 , 
   1.66757 ,    -0.442554154306642E+00 ,     0.145682289544498E+01 ,     0.246315936436157E+00 , 
   1.69747 ,    -0.464781865107691E+00 ,     0.135028218411042E+01 ,     0.144505377229679E+00 , 
   1.72737 ,    -0.492127788005373E+00 ,     0.123473495315616E+01 ,     0.365489530571112E-01 , 
   1.75726 ,    -0.520651351624965E+00 ,     0.111164419294548E+01 ,    -0.744870172494131E-01 , 
   1.78715 ,    -0.546400633055753E+00 ,     0.982379953902634E+00 ,    -0.185505175465018E+00 , 
   1.81703 ,    -0.565578508531359E+00 ,     0.848207981046598E+00 ,    -0.293488925184034E+00 , 
