 Q (1/Ang),Ge-Ge,Ge-O ,O-O  
   0.46825 ,    -0.190106346052556E+01 ,     0.792657207552928E+00 ,     0.793041471370086E+00 , 
   0.49828 ,    -0.186118974646048E+01 ,     0.826419180431785E+00 ,     0.709905974202705E+00 , 
   0.52832 ,    -0.181124431283296E+01 ,     0.875408549404670E+00 ,     0.659976001621922E+00 , 
   0.55835 ,    -0.175218101184746E+01 ,     0.938433203862592E+00 ,     0.642206620321105E+00 , 
   0.58839 ,    -0.168531138296071E+01 ,     0.101374449150581E+01 ,     0.654353834946635E+00 , 
   0.61842 ,    -0.161225386880322E+01 ,     0.109910742593975E+01 ,     0.693107652543406E+00 , 
   0.64846 ,    -0.153487065750047E+01 ,     0.119189038488041E+01 ,     0.754265011329785E+00 , 
   0.67849 ,    -0.145519498482813E+01 ,     0.128917033236973E+01 ,     0.832934118651990E+00 , 
   0.70853 ,    -0.137535209488397E+01 ,     0.138784897314401E+01 ,     0.923760555955455E+00 , 
   0.73856 ,    -0.129747727174271E+01 ,     0.148477482812934E+01 ,     0.102116478140158E+01 , 
   0.76860 ,    -0.122363440988048E+01 ,     0.157686602332075E+01 ,     0.111958041860014E+01 , 
   0.79863 ,    -0.115573848871553E+01 ,     0.166122861632617E+01 ,     0.121368296488496E+01 , 
   0.82867 ,    -0.109548506467201E+01 ,     0.173526554165326E+01 ,     0.129859926375217E+01 , 
   0.85870 ,    -0.104428950802075E+01 ,     0.179677172344106E+01 ,     0.137008922101798E+01 , 
   0.88874 ,    -0.100323821283556E+01 ,     0.184401155960510E+01 ,     0.142469274121455E+01 , 
   0.91878 ,    -0.973053423170131E+00 ,     0.187577579299684E+01 ,     0.145983664203190E+01 , 
   0.94881 ,    -0.954072677048416E+00 ,     0.189141571531417E+01 ,     0.147389828056334E+01 , 
   0.97885 ,    -0.946243204145626E+00 ,     0.189085365547653E+01 ,     0.146622469858927E+01 , 
   1.00888 ,    -0.949130955580500E+00 ,     0.187456974052203E+01 ,     0.143710816535628E+01 , 
   1.03892 ,    -0.961943326263384E+00 ,     0.184356593759819E+01 ,     0.138772096769964E+01 , 
   1.06895 ,    -0.983564080171987E+00 ,     0.179930934547828E+01 ,     0.132001407822006E+01 , 
   1.09899 ,    -0.101259853100670E+01 ,     0.174365756179957E+01 ,     0.123658584300138E+01 , 
   1.12902 ,    -0.104742668383747E+01 ,     0.167876967164979E+01 ,     0.114052800625900E+01 , 
   1.15906 ,    -0.108626182035022E+01 ,     0.160700695475160E+01 ,     0.103525718317972E+01 , 
   1.18909 ,    -0.112721191719975E+01 ,     0.153082777083648E+01 ,     0.924340276445097E+00 , 
   1.21913 ,    -0.116834132299784E+01 ,     0.145268124322182E+01 ,     0.811322299407842E+00 , 
   1.24916 ,    -0.120773027718425E+01 ,     0.137490431574212E+01 ,     0.699564632891234E+00 , 
   1.27920 ,    -0.124353011992484E+01 ,     0.129962651392958E+01 ,     0.592100935680440E+00 , 
   1.30923 ,    -0.127401239750474E+01 ,     0.122868631242299E+01 ,     0.491516800810738E+00 , 
   1.33927 ,    -0.129761048958132E+01 ,     0.116356241974201E+01 ,     0.399857864988299E+00 , 
   1.36930 ,    -0.131295284750829E+01 ,     0.110532256836155E+01 ,     0.318569512076213E+00 , 
