Q S(Q) err_S(Q) 
0.46824702735654544 0.20722457875063297 0.00911179331759023
0.4982822278633143 0.17098186193770773 0.009836465230767661
0.5283159105160029 0.20775063020897375 0.008631340117610412
0.558347983826805 0.20879010169676823 0.012857673540336212
0.5883783563128171 0.22411692785356918 0.007392192419734622
0.6184069364963166 0.22709388806544462 0.008708871879806623
0.6484336329050404 0.25363596105726405 0.006522832457560923
0.6784583540724642 0.22945006550854696 0.007525491720457789
0.7084810085380802 0.27484496703180994 0.006755562065250626
0.7385015048476758 0.2607969160587826 0.0068460963385967785
0.7685197515536137 0.2477268981284778 0.010302255573546387
0.7985356572151081 0.3132410985808153 0.00850369277322714
0.8285491303985049 0.3140445988186765 0.006805025868208097
0.8585600796775593 0.3215879541978872 0.006644182759423092
0.8885684136337156 0.3628875630854341 0.011035684734398895
0.9185740408563848 0.35747857242784786 0.00839155531572388
0.948576869943222 0.39045862835872547 0.006734755119828162
0.978576809500407 0.40585262197942046 0.006747839955982073
1.0085737681429205 0.4371382106383197 0.008994374400970395
1.038567654494825 0.46636492545373454 0.009613006744158747
1.0685583771895408 0.5122407760634727 0.006938589219730203
1.0985458448701255 0.4888273510607476 0.009058776398628917
1.1285299661895516 0.5522731094835078 0.01437128819333338
1.1585106498109856 0.6044738271706938 0.011232406450110309
1.1884878044080667 0.6472104922344739 0.009350843340742132
1.2184613386651821 0.7165844005459256 0.007451887699990504
1.2484311612777486 0.7889501805974795 0.00776807396765014
1.278397180952489 0.8103087473736302 0.01393369504119349
1.308359306407711 0.9393687743750557 0.007319837220228171
1.3383174463735845 0.9912203065841 0.007723047535472866
1.3682715095924187 0.9935779241268669 0.009053004761666789
1.3982214048189423 1.17444697827051 0.009387429336065215
1.4281670408205815 1.252932034419662 0.007971197433267303
1.4581083263777348 1.2930817980235954 0.009840380418531861
1.4880451702840547 1.3412799656120118 0.007758141032599501
1.5179774813467213 1.3637136936932568 0.008118238341138489
1.5479051683867255 1.3740526099621848 0.01027193767243852
1.5778281402391416 1.3613702798492997 0.014685200966488465
1.607746305753409 1.3413104661035407 0.008262891304562682
1.6376595737936057 1.3193264076532047 0.01170952549918392
1.667567853238731 1.2675972493501289 0.012625748825235768
1.6974710529829773 1.179378611858473 0.010076759363571249
1.727369081936013 1.1460152109347106 0.008478443120044138
1.7572618490232566 1.0993392966335325 0.008475489737271318
1.7871492631861565 1.0753204294389154 0.011357802095871356
1.8170312333824645 1.039887417846358 0.013134914518432865
1.8469076685865176 0.997425739527883 0.008363316657336625
1.876778477789513 0.9147008964152216 0.008423680756775378
1.906643569999786 0.9110025652485736 0.00788785716832645
1.9365028542430853 0.8609199225804901 0.010581924803538046
1.9663562395628538 0.7858925667524668 0.01260351458771897
1.996203635020502 0.8333442470808903 0.007195029914923257
2.0260449496956867 0.8077286754946508 0.007303184008885042
2.0558800926865892 0.784663537620904 0.00860591133148553
2.0857089731101883 0.7627395024919854 0.011559515638982732
2.1155315001025423 0.759035982249134 0.01032309555456083
2.145347582819062 0.749099904599896 0.007360252770988578
2.1751571304347888 0.74369625022272 0.012309593860315098
2.20496005214467 0.7337485542415967 0.007109161609101063
2.234756257163838 0.7349365209171543 0.01531501495687464
2.2645456547278857 0.7487252146970003 0.008568353694989062
2.29432815409314 0.7047188016615807 0.007180918789747164
2.3241036645369446 0.7391916935477305 0.007365648353457837
2.353872095357931 0.7183530491198814 0.009293980623183144
2.3836333558762943 0.7373242334964731 0.008394086553528232
2.4133873554340757 0.7425352867843523 0.007284164430164651
2.443134003395431 0.7528393801415186 0.01196753775752402
2.4728732091469134 0.7345978180973 0.007113601439029465
2.502604882097743 0.7693768522729114 0.010840982197822788
2.5323289316800883 0.7720690523088848 0.011072605680502239
2.562045267349341 0.7453346519626168 0.015240338757350142
2.5917537985843864 0.8037218998469221 0.01392084711870956
2.621454434887888 0.8146597130254795 0.008441255216068774
2.6511470857865556 0.8026327241635832 0.009491448370186924
2.6808316608314255 0.8337167729416101 0.007015043683933604
2.710508069598135 0.8159678367952995 0.007051066934202119
2.740176221687195 0.829488414695278 0.008353276865177334
2.7698360267242714 0.8220738223211695 0.010512062676692626
2.799487394360452 0.8214532591216195 0.007747857902602768
2.8291302342725286 0.8117602714839626 0.007676218803508512
2.8587644561632715 0.829503385899766 0.007540351645663044
2.8883899697617004 0.7664578649371143 0.007616355559287796
2.918006684823364 0.7871309307051814 0.009047796546619219
2.9476145111306113 0.7829958646269891 0.007031416381504391
2.9772133584928686 0.7752324983578797 0.007734411713500925
3.0068031367469135 0.7777231585673718 0.00809080910802357
3.036383755757151 0.7824272909792578 0.008054667541628745
3.0659551254158846 0.733372685249883 0.007917414247521187
3.0955171556435945 0.7715642089557638 0.009968995740448145
3.1250697563892094 0.7378571402886507 0.007587398118880412
3.1546128376303817 0.7190598177566302 0.00931444018435133
3.1841463093737628 0.7890412180862598 0.008925352707319728
3.2136700816552772 0.7588092137159622 0.00768237824945564
3.243184064540393 0.7608315602556374 0.009465686799730368
3.2726881681244007 0.766146273626292 0.007228847330468957
3.302182302532684 0.7657186050233492 0.007484706161830832
3.331666377920993 0.7766322251611291 0.007707444473187371
3.361140304475723 0.775067614392984 0.009517210252860881
