Q  err_Q 
0.46824702735654544 0.0009193284714121507
0.4982822278633143 0.0009203148694366135
0.5283159105160029 0.0009213613618009202
0.558347983826805 0.000922467731254597
0.5883783563128171 0.0009236337491717053
0.6184069364963166 0.000924859175766765
0.6484336329050404 0.0009261437603192854
0.6784583540724642 0.0009274872414064278
0.7084810085380802 0.0009288893471433054
0.7385015048476758 0.0009303497954304284
0.7685197515536137 0.0009318682942077855
0.7985356572151081 0.0009334445417150517
0.8285491303985049 0.0009350782267574087
0.8585600796775593 0.000936769028976462
0.8885684136337156 0.0009385166191257346
0.9185740408563848 0.0009403206593502272
0.948576869943222 0.0009421808034695248
0.978576809500407 0.0009440966972639492
1.0085737681429205 0.0009460679787632484
1.038567654494825 0.0009480942785373298
1.0685583771895408 0.0009501752199885515
1.0985458448701255 0.000952310419645088
1.1285299661895516 0.0009544994874549128
1.1585106498109856 0.0009567420270799351
1.1884878044080667 0.0009590376361898516
1.2184613386651821 0.0009613859067552842
1.2484311612777486 0.0009637864253397917
1.278397180952489 0.0009662387733903528
1.308359306407711 0.0009687425275259404
1.3383174463735845 0.000971297259823821
1.3682715095924187 0.0009739025381032256
1.3982214048189423 0.0009765579262060643
1.4281670408205815 0.0009792629842743674
1.4581083263777348 0.000982017269024152
1.4880451702840547 0.0009848203340154429
1.5179774813467213 0.000987671729918176
1.5479051683867255 0.00099057100477375
1.5778281402391416 0.0009935177042519898
1.607746305753409 0.000996511371903326
1.6376595737936057 0.0009995515494059862
1.667567853238731 0.001002637776808034
1.6974710529829773 0.0010057695927640949
1.727369081936013 0.0010089465347666315
1.7572618490232566 0.001012168139371637
1.7871492631861565 0.0010154339424186534
1.8170312333824645 0.001018743479245002
1.8469076685865176 0.0010220962848941676
1.876778477789513 0.0010254918943182593
1.906643569999786 0.0010289298425745065
1.9365028542430853 0.0010324096650157462
1.9663562395628538 0.001035930897474888
1.996203635020502 0.0010394930764433374
2.0260449496956867 0.001043095739243377
2.0558800926865892 0.0010467384241945271
2.0857089731101883 0.0010504206707738942
2.1155315001025423 0.0010541420197705488
2.145347582819062 0.0010579020134339685
2.1751571304347888 0.0010617001956165968
2.20496005214467 0.0010655361119105752
2.234756257163838 0.001069409309778717
2.2645456547278857 0.0010733193386797879
2.29432815409314 0.0010772657501881791
2.3241036645369446 0.0010812480981080533
2.353872095357931 0.0010852659385820543
2.3836333558762943 0.0010893188301946762
2.4133873554340757 0.0010934063340703895
2.443134003395431 0.0010975280139666284
2.4728732091469134 0.0011016834363617462
